timestamp,carbon_intensity,low_emissions,renewable_emissions,total_production,total_emissions,nucleare_installed_capacity,nucleare_production,nucleare_emissions,geotermico_installed_capacity,geotermico_production,geotermico_emissions,biomassa_installed_capacity,biomassa_production,biomassa_emissions,carbone_installed_capacity,carbone_production,carbone_emissions,eolico_installed_capacity,eolico_production,eolico_emissions,fotovoltaico_installed_capacity,fotovoltaico_production,fotovoltaico_emissions,idroelettrico_installed_capacity,idroelettrico_production,idroelettrico_emissions,accumuloidro_installed_capacity,accumuloidro_production,accumuloidro_emissions,batterieaccu_installed_capacity,batterieaccu_production,batterieaccu_emissions,gas_installed_capacity,gas_production,gas_emissions,petrolio_installed_capacity,petrolio_production,petrolio_emissions,sconosciuto_installed_capacity,sconosciuto_production,sconosciuto_emissions,exchange_export,exchange_import
19:00 20-04-2022,351,32,29,560000,3270,,0,0,,0,0,,20160.0,77.17,,0,0,,0,0,,70168.0,52.65,,0,0,,0,0,,0,0,,367192.0,2997.61,,0,0,,0,0, Ibiza (Spagna)_nan_-87080.0_508.49; M_nan_-1624.0_9.48;, Spagna_400000.0_102480.0_142.57;
19:10 20-04-2022,378,27,23,566000,3560,,0,0,,0,0,,19300.6,74.05,,0,0,,0,0,,49072.2,36.67,,0,0,,0,0,,0,0,,395181.2,3224.29,,0,0,,0,0, Ibiza (Spagna)_nan_-88805.4_558.56; M_nan_-2377.2_14.95;, Spagna_400000.0_102446.0_224.64;
19:20 20-04-2022,378,27,23,566000,3560,,0,0,,0,0,,19300.6,74.05,,0,0,,0,0,,49072.2,36.67,,0,0,,0,0,,0,0,,395181.2,3224.29,,0,0,,0,0, Ibiza (Spagna)_nan_-88805.4_558.56; M_nan_-2377.2_14.95;, Spagna_400000.0_102446.0_224.64;
19:30 20-04-2022,378,27,23,566000,3560,,0,0,,0,0,,19300.6,74.05,,0,0,,0,0,,49072.2,36.67,,0,0,,0,0,,0,0,,395181.2,3224.29,,0,0,,0,0, Ibiza (Spagna)_nan_-88805.4_558.56; M_nan_-2377.2_14.95;, Spagna_400000.0_102446.0_224.64;
19:40 20-04-2022,378,27,23,566000,3560,,0,0,,0,0,,19300.6,74.05,,0,0,,0,0,,49072.2,36.67,,0,0,,0,0,,0,0,,395181.2,3224.29,,0,0,,0,0, Ibiza (Spagna)_nan_-88805.4_558.56; M_nan_-2377.2_14.95;, Spagna_400000.0_102446.0_224.64;
19:50 20-04-2022,369,28,24,566000,3480,,0,0,,0,0,,19300.6,74.12,,0,0,,0,0,,49072.2,36.89,,0,0,,0,0,,0,0,,395181.2,3224.57,,0,0,,0,0, Ibiza (Spagna)_nan_-88805.4_546.01; M_nan_-2377.2_14.62;, Spagna_400000.0_102446.0_144.42;
20:00 20-04-2022,369,28,24,566000,3480,,0,0,,0,0,,19300.6,74.12,,0,0,,0,0,,49072.2,36.89,,0,0,,0,0,,0,0,,395181.2,3224.57,,0,0,,0,0, Ibiza (Spagna)_nan_-88805.4_546.01; M_nan_-2377.2_14.62;, Spagna_400000.0_102446.0_144.42;
20:10 20-04-2022,395,23,19,582000,3830,,0,0,,0,0,,20777.4,79.66,,0,0,,0,0,,31253.4,23.36,,0,0,,0,0,,0,0,,427595.4,3491.05,,0,0,,0,0, Ibiza (Spagna)_nan_-90442.8_595.18; M_nan_-3899.4_25.66;, Spagna_400000.0_102373.8_235.93;
20:20 20-04-2022,395,23,19,582000,3830,,0,0,,0,0,,20777.4,79.66,,0,0,,0,0,,31253.4,23.36,,0,0,,0,0,,0,0,,427595.4,3491.05,,0,0,,0,0, Ibiza (Spagna)_nan_-90442.8_595.18; M_nan_-3899.4_25.66;, Spagna_400000.0_102373.8_235.93;
20:30 20-04-2022,395,23,19,582000,3830,,0,0,,0,0,,20777.4,79.66,,0,0,,0,0,,31253.4,23.36,,0,0,,0,0,,0,0,,427595.4,3491.05,,0,0,,0,0, Ibiza (Spagna)_nan_-90442.8_595.18; M_nan_-3899.4_25.66;, Spagna_400000.0_102373.8_235.93;
20:40 20-04-2022,395,23,19,582000,3830,,0,0,,0,0,,20777.4,79.66,,0,0,,0,0,,31253.4,23.36,,0,0,,0,0,,0,0,,427595.4,3491.05,,0,0,,0,0, Ibiza (Spagna)_nan_-90442.8_595.18; M_nan_-3899.4_25.66;, Spagna_400000.0_102373.8_235.93;
20:50 20-04-2022,395,23,19,582000,3830,,0,0,,0,0,,20777.4,79.66,,0,0,,0,0,,31253.4,23.36,,0,0,,0,0,,0,0,,427595.4,3491.05,,0,0,,0,0, Ibiza (Spagna)_nan_-90442.8_595.18; M_nan_-3899.4_25.66;, Spagna_400000.0_102373.8_235.93;
21:00 20-04-2022,385,25,21,582000,3740,,0,0,,0,0,,20777.4,79.66,,0,0,,0,0,,31253.4,23.56,,0,0,,0,0,,0,0,,427595.4,3495.78,,0,0,,0,0, Ibiza (Spagna)_nan_-90442.8_581.2; M_nan_-3899.4_25.06;, Spagna_400000.0_102373.8_141.0;
21:10 20-04-2022,446,11,10,588000,4370,,0,0,,0,0,,19992.0,76.48,,0,0,,0,0,,10760.4,7.87,,0,0,,0,0,,0,0,,509266.8,4161.55,,0,0,,0,0, Ibiza (Spagna)_nan_-70736.4_526.15; M_nan_-3528.0_26.22;, Spagna_400000.0_47980.8_123.67;
21:20 20-04-2022,446,11,10,588000,4370,,0,0,,0,0,,19992.0,76.48,,0,0,,0,0,,10760.4,7.87,,0,0,,0,0,,0,0,,509266.8,4161.55,,0,0,,0,0, Ibiza (Spagna)_nan_-70736.4_526.15; M_nan_-3528.0_26.22;, Spagna_400000.0_47980.8_123.67;
21:30 20-04-2022,446,11,10,588000,4370,,0,0,,0,0,,19992.0,76.48,,0,0,,0,0,,10760.4,7.87,,0,0,,0,0,,0,0,,509266.8,4161.55,,0,0,,0,0, Ibiza (Spagna)_nan_-70736.4_526.15; M_nan_-3528.0_26.22;, Spagna_400000.0_47980.8_123.67;
21:40 20-04-2022,440,12,11,588000,4320,,0,0,,0,0,,19992.0,76.9,,0,0,,0,0,,10760.4,8.21,,0,0,,0,0,,0,0,,509266.8,4165.78,,0,0,,0,0, Ibiza (Spagna)_nan_-70736.4_520.13; M_nan_-3528.0_25.92;, Spagna_400000.0_47980.8_69.12;
21:50 20-04-2022,440,12,11,588000,4320,,0,0,,0,0,,19992.0,76.9,,0,0,,0,0,,10760.4,8.21,,0,0,,0,0,,0,0,,509266.8,4165.78,,0,0,,0,0, Ibiza (Spagna)_nan_-70736.4_520.13; M_nan_-3528.0_25.92;, Spagna_400000.0_47980.8_69.12;
22:00 20-04-2022,440,12,11,588000,4320,,0,0,,0,0,,19992.0,76.9,,0,0,,0,0,,10760.4,8.21,,0,0,,0,0,,0,0,,509266.8,4165.78,,0,0,,0,0, Ibiza (Spagna)_nan_-70736.4_520.13; M_nan_-3528.0_25.92;, Spagna_400000.0_47980.8_69.12;
22:10 20-04-2022,459,8,7,605000,4630,,0,0,,0,0,,19541.5,75.01,,0,0,,0,0,,363.0,0.46,,0,0,,0,0,,0,0,,542927.0,4437.39,,0,0,,0,0, Ibiza (Spagna)_nan_-37631.0_287.99; M_nan_-9438.0_72.23;, Spagna_400000.0_42108.0_117.14;
22:20 20-04-2022,459,8,7,605000,4630,,0,0,,0,0,,19541.5,75.01,,0,0,,0,0,,363.0,0.46,,0,0,,0,0,,0,0,,542927.0,4437.39,,0,0,,0,0, Ibiza (Spagna)_nan_-37631.0_287.99; M_nan_-9438.0_72.23;, Spagna_400000.0_42108.0_117.14;
22:30 20-04-2022,459,8,7,605000,4630,,0,0,,0,0,,19541.5,75.01,,0,0,,0,0,,363.0,0.46,,0,0,,0,0,,0,0,,542927.0,4437.39,,0,0,,0,0, Ibiza (Spagna)_nan_-37631.0_287.99; M_nan_-9438.0_72.23;, Spagna_400000.0_42108.0_117.14;
22:40 20-04-2022,459,8,7,605000,4630,,0,0,,0,0,,19541.5,75.01,,0,0,,0,0,,363.0,0.46,,0,0,,0,0,,0,0,,542927.0,4437.39,,0,0,,0,0, Ibiza (Spagna)_nan_-37631.0_287.99; M_nan_-9438.0_72.23;, Spagna_400000.0_42108.0_117.14;
22:50 20-04-2022,454,9,8,605000,4570,,0,0,,0,0,,19541.5,74.95,,0,0,,0,0,,363.0,0.46,,0,0,,0,0,,0,0,,542927.0,4430.61,,0,0,,0,0, Ibiza (Spagna)_nan_-37631.0_284.25; M_nan_-9438.0_71.29;, Spagna_400000.0_42108.0_64.44;
23:00 20-04-2022,454,9,8,605000,4570,,0,0,,0,0,,19541.5,74.95,,0,0,,0,0,,363.0,0.46,,0,0,,0,0,,0,0,,542927.0,4430.61,,0,0,,0,0, Ibiza (Spagna)_nan_-37631.0_284.25; M_nan_-9438.0_71.29;, Spagna_400000.0_42108.0_64.44;
23:10 20-04-2022,458,9,7,600000,4580,,0,0,,0,0,,21900.0,83.81,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,536040.0,4376.19,,0,0,,0,0, Ibiza (Spagna)_nan_-22860.0_174.5; M_nan_-13980.0_106.71;, Spagna_400000.0_42060.0_120.0;
23:20 20-04-2022,458,9,7,600000,4580,,0,0,,0,0,,21900.0,83.81,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,536040.0,4376.19,,0,0,,0,0, Ibiza (Spagna)_nan_-22860.0_174.5; M_nan_-13980.0_106.71;, Spagna_400000.0_42060.0_120.0;
23:30 20-04-2022,458,9,7,600000,4580,,0,0,,0,0,,21900.0,83.81,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,536040.0,4376.19,,0,0,,0,0, Ibiza (Spagna)_nan_-22860.0_174.5; M_nan_-13980.0_106.71;, Spagna_400000.0_42060.0_120.0;
23:40 20-04-2022,458,9,7,600000,4580,,0,0,,0,0,,21900.0,83.81,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,536040.0,4376.19,,0,0,,0,0, Ibiza (Spagna)_nan_-22860.0_174.5; M_nan_-13980.0_106.71;, Spagna_400000.0_42060.0_120.0;
23:50 20-04-2022,458,9,7,600000,4580,,0,0,,0,0,,21900.0,83.81,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,536040.0,4376.19,,0,0,,0,0, Ibiza (Spagna)_nan_-22860.0_174.5; M_nan_-13980.0_106.71;, Spagna_400000.0_42060.0_120.0;
00:10 21-04-2022,455,9,8,544000,4130,,0,0,,0,0,,20998.4,80.53,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,481004.8,3928.87,,0,0,,0,0, Ibiza (Spagna)_nan_-46185.6_350.64; M_nan_-8867.2_67.32;, Spagna_400000.0_41942.4_120.6;
00:20 21-04-2022,455,9,8,544000,4130,,0,0,,0,0,,20998.4,80.53,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,481004.8,3928.87,,0,0,,0,0, Ibiza (Spagna)_nan_-46185.6_350.64; M_nan_-8867.2_67.32;, Spagna_400000.0_41942.4_120.6;
00:30 21-04-2022,455,9,8,544000,4130,,0,0,,0,0,,20998.4,80.53,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,481004.8,3928.87,,0,0,,0,0, Ibiza (Spagna)_nan_-46185.6_350.64; M_nan_-8867.2_67.32;, Spagna_400000.0_41942.4_120.6;
00:40 21-04-2022,455,9,8,544000,4130,,0,0,,0,0,,20998.4,80.53,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,481004.8,3928.87,,0,0,,0,0, Ibiza (Spagna)_nan_-46185.6_350.64; M_nan_-8867.2_67.32;, Spagna_400000.0_41942.4_120.6;
00:50 21-04-2022,450,10,9,544000,4080,,0,0,,0,0,,20998.4,80.78,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,481004.8,3931.49,,0,0,,0,0, Ibiza (Spagna)_nan_-46185.6_346.39; M_nan_-8867.2_66.5;, Spagna_400000.0_41942.4_67.73;
01:00 21-04-2022,450,10,9,544000,4080,,0,0,,0,0,,20998.4,80.78,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,481004.8,3931.49,,0,0,,0,0, Ibiza (Spagna)_nan_-46185.6_346.39; M_nan_-8867.2_66.5;, Spagna_400000.0_41942.4_67.73;
01:10 21-04-2022,453,10,8,511000,3860,,0,0,,0,0,,21359.8,81.83,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,447636.0,3656.58,,0,0,,0,0, Ibiza (Spagna)_nan_-83701.8_632.27; M_nan_-5058.9_38.21;, Spagna_400000.0_42004.2_121.59;
01:20 21-04-2022,453,10,8,511000,3860,,0,0,,0,0,,21359.8,81.83,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,447636.0,3656.58,,0,0,,0,0, Ibiza (Spagna)_nan_-83701.8_632.27; M_nan_-5058.9_38.21;, Spagna_400000.0_42004.2_121.59;
01:30 21-04-2022,453,10,8,511000,3860,,0,0,,0,0,,21359.8,81.83,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,447636.0,3656.58,,0,0,,0,0, Ibiza (Spagna)_nan_-83701.8_632.27; M_nan_-5058.9_38.21;, Spagna_400000.0_42004.2_121.59;
01:40 21-04-2022,453,10,8,511000,3860,,0,0,,0,0,,21359.8,81.83,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,447636.0,3656.58,,0,0,,0,0, Ibiza (Spagna)_nan_-83701.8_632.27; M_nan_-5058.9_38.21;, Spagna_400000.0_42004.2_121.59;
01:50 21-04-2022,447,11,9,511000,3810,,0,0,,0,0,,21359.8,81.91,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,447636.0,3657.6,,0,0,,0,0, Ibiza (Spagna)_nan_-83701.8_624.08; M_nan_-5058.9_37.72;, Spagna_400000.0_42004.2_70.49;
02:00 21-04-2022,447,11,9,511000,3810,,0,0,,0,0,,21359.8,81.91,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,447636.0,3657.6,,0,0,,0,0, Ibiza (Spagna)_nan_-83701.8_624.08; M_nan_-5058.9_37.72;, Spagna_400000.0_42004.2_70.49;
02:10 21-04-2022,450,11,9,472000,3540,,0,0,,0,0,,20673.6,78.94,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,409365.6,3339.64,,0,0,,0,0, Ibiza (Spagna)_nan_-88122.4_660.92; M_nan_-10997.6_82.48;, Spagna_400000.0_42008.0_121.07;
02:20 21-04-2022,450,11,9,472000,3540,,0,0,,0,0,,20673.6,78.94,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,409365.6,3339.64,,0,0,,0,0, Ibiza (Spagna)_nan_-88122.4_660.92; M_nan_-10997.6_82.48;, Spagna_400000.0_42008.0_121.07;
02:30 21-04-2022,450,11,9,472000,3540,,0,0,,0,0,,20673.6,78.94,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,409365.6,3339.64,,0,0,,0,0, Ibiza (Spagna)_nan_-88122.4_660.92; M_nan_-10997.6_82.48;, Spagna_400000.0_42008.0_121.07;
02:40 21-04-2022,450,11,9,472000,3540,,0,0,,0,0,,20673.6,78.94,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,409365.6,3339.64,,0,0,,0,0, Ibiza (Spagna)_nan_-88122.4_660.92; M_nan_-10997.6_82.48;, Spagna_400000.0_42008.0_121.07;
02:50 21-04-2022,444,12,10,472000,3490,,0,0,,0,0,,20673.6,78.87,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,409365.6,3337.14,,0,0,,0,0, Ibiza (Spagna)_nan_-88122.4_651.58; M_nan_-10997.6_81.32;, Spagna_400000.0_42008.0_73.64;
03:00 21-04-2022,444,12,10,472000,3490,,0,0,,0,0,,20673.6,78.87,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,409365.6,3337.14,,0,0,,0,0, Ibiza (Spagna)_nan_-88122.4_651.58; M_nan_-10997.6_81.32;, Spagna_400000.0_42008.0_73.64;
03:10 21-04-2022,446,12,10,430000,3190,,0,0,,0,0,,21715.0,83.26,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,366188.0,2985.84,,0,0,,0,0, Ibiza (Spagna)_nan_-80109.0_594.3; M_nan_-10492.0_77.84;, Spagna_400000.0_42097.0_120.9;
03:20 21-04-2022,446,12,10,430000,3190,,0,0,,0,0,,21715.0,83.26,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,366188.0,2985.84,,0,0,,0,0, Ibiza (Spagna)_nan_-80109.0_594.3; M_nan_-10492.0_77.84;, Spagna_400000.0_42097.0_120.9;
03:30 21-04-2022,446,12,10,430000,3190,,0,0,,0,0,,21715.0,83.26,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,366188.0,2985.84,,0,0,,0,0, Ibiza (Spagna)_nan_-80109.0_594.3; M_nan_-10492.0_77.84;, Spagna_400000.0_42097.0_120.9;
03:40 21-04-2022,446,12,10,430000,3190,,0,0,,0,0,,21715.0,83.26,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,366188.0,2985.84,,0,0,,0,0, Ibiza (Spagna)_nan_-80109.0_594.3; M_nan_-10492.0_77.84;, Spagna_400000.0_42097.0_120.9;
03:50 21-04-2022,440,13,11,430000,3150,,0,0,,0,0,,21715.0,83.16,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,366188.0,2989.03,,0,0,,0,0, Ibiza (Spagna)_nan_-80109.0_586.85; M_nan_-10492.0_76.86;, Spagna_400000.0_42097.0_77.81;
04:00 21-04-2022,440,13,11,430000,3150,,0,0,,0,0,,21715.0,83.16,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,366188.0,2989.03,,0,0,,0,0, Ibiza (Spagna)_nan_-80109.0_586.85; M_nan_-10492.0_76.86;, Spagna_400000.0_42097.0_77.81;
04:10 21-04-2022,442,13,10,405000,2980,,0,0,,0,0,,20857.5,79.86,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,342184.5,2792.26,,0,0,,0,0, Ibiza (Spagna)_nan_-75087.0_552.49; M_nan_-9477.0_69.73;, Spagna_400000.0_41958.0_107.88;
04:20 21-04-2022,442,13,10,405000,2980,,0,0,,0,0,,20857.5,79.86,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,342184.5,2792.26,,0,0,,0,0, Ibiza (Spagna)_nan_-75087.0_552.49; M_nan_-9477.0_69.73;, Spagna_400000.0_41958.0_107.88;
04:30 21-04-2022,442,13,10,405000,2980,,0,0,,0,0,,20857.5,79.86,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,342184.5,2792.26,,0,0,,0,0, Ibiza (Spagna)_nan_-75087.0_552.49; M_nan_-9477.0_69.73;, Spagna_400000.0_41958.0_107.88;
04:40 21-04-2022,442,13,10,405000,2980,,0,0,,0,0,,20857.5,79.86,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,342184.5,2792.26,,0,0,,0,0, Ibiza (Spagna)_nan_-75087.0_552.49; M_nan_-9477.0_69.73;, Spagna_400000.0_41958.0_107.88;
04:50 21-04-2022,438,14,11,405000,2960,,0,0,,0,0,,20857.5,79.92,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,342184.5,2796.9,,0,0,,0,0, Ibiza (Spagna)_nan_-75087.0_548.78; M_nan_-9477.0_69.26;, Spagna_400000.0_41958.0_83.18;
05:00 21-04-2022,438,14,11,405000,2960,,0,0,,0,0,,20857.5,79.92,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,342184.5,2796.9,,0,0,,0,0, Ibiza (Spagna)_nan_-75087.0_548.78; M_nan_-9477.0_69.26;, Spagna_400000.0_41958.0_83.18;
05:10 21-04-2022,440,13,11,392000,2870,,0,0,,0,0,,20776.0,79.5,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,329201.6,2683.45,,0,0,,0,0, Ibiza (Spagna)_nan_-73186.4_535.83; M_nan_-8310.4_60.84;, Spagna_400000.0_42022.4_107.05;
05:20 21-04-2022,440,13,11,392000,2870,,0,0,,0,0,,20776.0,79.5,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,329201.6,2683.45,,0,0,,0,0, Ibiza (Spagna)_nan_-73186.4_535.83; M_nan_-8310.4_60.84;, Spagna_400000.0_42022.4_107.05;
05:30 21-04-2022,440,13,11,392000,2870,,0,0,,0,0,,20776.0,79.5,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,329201.6,2683.45,,0,0,,0,0, Ibiza (Spagna)_nan_-73186.4_535.83; M_nan_-8310.4_60.84;, Spagna_400000.0_42022.4_107.05;
05:40 21-04-2022,440,13,11,392000,2870,,0,0,,0,0,,20776.0,79.5,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,329201.6,2683.45,,0,0,,0,0, Ibiza (Spagna)_nan_-73186.4_535.83; M_nan_-8310.4_60.84;, Spagna_400000.0_42022.4_107.05;
05:50 21-04-2022,436,14,11,392000,2850,,0,0,,0,0,,20776.0,79.52,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,329201.6,2687.27,,0,0,,0,0, Ibiza (Spagna)_nan_-73186.4_532.1; M_nan_-8310.4_60.42;, Spagna_400000.0_42022.4_83.22;
06:00 21-04-2022,436,14,11,392000,2850,,0,0,,0,0,,20776.0,79.52,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,329201.6,2687.27,,0,0,,0,0, Ibiza (Spagna)_nan_-73186.4_532.1; M_nan_-8310.4_60.42;, Spagna_400000.0_42022.4_83.22;
06:10 21-04-2022,440,13,10,388000,2850,,0,0,,0,0,,19982.0,76.67,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,325958.8,2663.61,,0,0,,0,0, Ibiza (Spagna)_nan_-72556.0_532.95; M_nan_-8109.2_59.56;, Spagna_400000.0_42059.2_109.72;
06:20 21-04-2022,440,13,10,388000,2850,,0,0,,0,0,,19982.0,76.67,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,325958.8,2663.61,,0,0,,0,0, Ibiza (Spagna)_nan_-72556.0_532.95; M_nan_-8109.2_59.56;, Spagna_400000.0_42059.2_109.72;
06:30 21-04-2022,440,13,10,388000,2850,,0,0,,0,0,,19982.0,76.67,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,325958.8,2663.61,,0,0,,0,0, Ibiza (Spagna)_nan_-72556.0_532.95; M_nan_-8109.2_59.56;, Spagna_400000.0_42059.2_109.72;
06:40 21-04-2022,440,13,10,388000,2850,,0,0,,0,0,,19982.0,76.67,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,325958.8,2663.61,,0,0,,0,0, Ibiza (Spagna)_nan_-72556.0_532.95; M_nan_-8109.2_59.56;, Spagna_400000.0_42059.2_109.72;
06:50 21-04-2022,436,14,11,388000,2820,,0,0,,0,0,,19982.0,76.7,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,325958.8,2660.11,,0,0,,0,0, Ibiza (Spagna)_nan_-72556.0_527.34; M_nan_-8109.2_58.94;, Spagna_400000.0_42059.2_83.47;
07:00 21-04-2022,436,14,11,388000,2820,,0,0,,0,0,,19982.0,76.7,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,325958.8,2660.11,,0,0,,0,0, Ibiza (Spagna)_nan_-72556.0_527.34; M_nan_-8109.2_58.94;, Spagna_400000.0_42059.2_83.47;
07:10 21-04-2022,443,13,10,404000,2980,,0,0,,0,0,,20038.4,76.88,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,341905.2,2789.28,,0,0,,0,0, Ibiza (Spagna)_nan_-73932.0_545.34; M_nan_-10059.6_74.2;, Spagna_400000.0_42056.4_113.84;
07:20 21-04-2022,443,13,10,404000,2980,,0,0,,0,0,,20038.4,76.88,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,341905.2,2789.28,,0,0,,0,0, Ibiza (Spagna)_nan_-73932.0_545.34; M_nan_-10059.6_74.2;, Spagna_400000.0_42056.4_113.84;
07:30 21-04-2022,443,13,10,404000,2980,,0,0,,0,0,,20038.4,76.88,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,341905.2,2789.28,,0,0,,0,0, Ibiza (Spagna)_nan_-73932.0_545.34; M_nan_-10059.6_74.2;, Spagna_400000.0_42056.4_113.84;
07:40 21-04-2022,443,13,10,404000,2980,,0,0,,0,0,,20038.4,76.88,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,341905.2,2789.28,,0,0,,0,0, Ibiza (Spagna)_nan_-73932.0_545.34; M_nan_-10059.6_74.2;, Spagna_400000.0_42056.4_113.84;
07:50 21-04-2022,443,13,10,404000,2980,,0,0,,0,0,,20038.4,76.88,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,341905.2,2789.28,,0,0,,0,0, Ibiza (Spagna)_nan_-73932.0_545.34; M_nan_-10059.6_74.2;, Spagna_400000.0_42056.4_113.84;
08:00 21-04-2022,443,13,10,404000,2980,,0,0,,0,0,,20038.4,76.88,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,341905.2,2789.28,,0,0,,0,0, Ibiza (Spagna)_nan_-73932.0_545.34; M_nan_-10059.6_74.2;, Spagna_400000.0_42056.4_113.84;
08:10 21-04-2022,449,11,9,461000,3460,,0,0,,0,0,,19546.4,75.08,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,399410.4,3267.97,,0,0,,0,0, Ibiza (Spagna)_nan_-79061.5_593.39; M_nan_-17656.3_132.52;, Spagna_400000.0_42043.2_116.95;
08:20 21-04-2022,449,11,9,461000,3460,,0,0,,0,0,,19546.4,75.08,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,399410.4,3267.97,,0,0,,0,0, Ibiza (Spagna)_nan_-79061.5_593.39; M_nan_-17656.3_132.52;, Spagna_400000.0_42043.2_116.95;
08:30 21-04-2022,449,11,9,461000,3460,,0,0,,0,0,,19546.4,75.08,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,399410.4,3267.97,,0,0,,0,0, Ibiza (Spagna)_nan_-79061.5_593.39; M_nan_-17656.3_132.52;, Spagna_400000.0_42043.2_116.95;
08:40 21-04-2022,449,11,9,461000,3460,,0,0,,0,0,,19546.4,75.08,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,399410.4,3267.97,,0,0,,0,0, Ibiza (Spagna)_nan_-79061.5_593.39; M_nan_-17656.3_132.52;, Spagna_400000.0_42043.2_116.95;
08:50 21-04-2022,449,11,9,461000,3460,,0,0,,0,0,,19546.4,75.08,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,399410.4,3267.97,,0,0,,0,0, Ibiza (Spagna)_nan_-79061.5_593.39; M_nan_-17656.3_132.52;, Spagna_400000.0_42043.2_116.95;
09:00 21-04-2022,449,11,9,461000,3460,,0,0,,0,0,,19546.4,75.08,,0,0,,0,0,,0.0,0.0,,0,0,,0,0,,0,0,,399410.4,3267.97,,0,0,,0,0, Ibiza (Spagna)_nan_-79061.5_593.39; M_nan_-17656.3_132.52;, Spagna_400000.0_42043.2_116.95;
09:10 21-04-2022,453,10,8,519000,3920,,0,0,,0,0,,19566.3,75.26,,0,0,,0,0,,1816.5,1.18,,0,0,,0,0,,0,0,,455578.2,3724.0,,0,0,,0,0, Ibiza (Spagna)_nan_-86724.9_655.03; M_nan_-13182.6_99.57;, Spagna_400000.0_42039.0_119.56;
