timestamp,carbon_intensity,low_emissions,renewable_emissions,total_production,total_emissions,nucleare_installed_capacity,nucleare_production,nucleare_emissions,geotermico_installed_capacity,geotermico_production,geotermico_emissions,biomassa_installed_capacity,biomassa_production,biomassa_emissions,carbone_installed_capacity,carbone_production,carbone_emissions,eolico_installed_capacity,eolico_production,eolico_emissions,fotovoltaico_installed_capacity,fotovoltaico_production,fotovoltaico_emissions,idroelettrico_installed_capacity,idroelettrico_production,idroelettrico_emissions,accumuloidro_installed_capacity,accumuloidro_production,accumuloidro_emissions,batterieaccu_installed_capacity,batterieaccu_production,batterieaccu_emissions,gas_installed_capacity,gas_production,gas_emissions,petrolio_installed_capacity,petrolio_production,petrolio_emissions,sconosciuto_installed_capacity,sconosciuto_production,sconosciuto_emissions,exchange_export,exchange_import
02:50 23-04-2022,140,82,40,9360000.0,21800,4370000,3640104,728.12,0,0,0,2790000,610272,2336.96,2800000,616824,8430.06,3260000,2086344,381.5,404000,,,3180000,925704,370.6,,0,0,,0,0,1940000,148824,1216.44,1050000,11232,119.9,784000,61776,723.76,landia è esportata _9000.0_-2808.0_6.54;landia è esportata _1000000.0_-913536.0_2127.68;landia è esportata _nan_-1872.0_4.36;landia è esportata _2300000.0_-892944.0_2077.54;, Russia europea e Ural (Russia)_1560000.0_1259856.0_7490.48;
03:00 23-04-2022,137,83,40,9150000.0,20900,4370000,3641700,729.41,0,0,0,2790000,615795,2361.7,2800000,617625,8449.87,3260000,2033130,372.02,404000,,,3180000,905850,361.57,,0,0,,0,0,1940000,147315,1201.75,1050000,10980,119.13,784000,62220,723.14,landia è esportata _9000.0_-2745.0_6.27;landia è esportata _1000000.0_-1022970.0_2334.53;landia è esportata _2300000.0_-815265.0_1862.19;, Nord (Norvegia)_nan_10065.0_6.27; Russia europea e Ural (Russia)_1560000.0_1105320.0_6573.05;
03:10 23-04-2022,137,83,40,9150000.0,20900,4370000,3641700,729.41,0,0,0,2790000,615795,2361.7,2800000,617625,8449.87,3260000,2033130,372.02,404000,,,3180000,905850,361.57,,0,0,,0,0,1940000,147315,1201.75,1050000,10980,119.13,784000,62220,723.14,landia è esportata _9000.0_-2745.0_6.27;landia è esportata _1000000.0_-1022970.0_2334.53;landia è esportata _2300000.0_-815265.0_1862.19;, Nord (Norvegia)_nan_10065.0_6.27; Russia europea e Ural (Russia)_1560000.0_1105320.0_6573.05;
03:20 23-04-2022,137,83,40,9150000.0,20900,4370000,3641700,729.41,0,0,0,2790000,615795,2361.7,2800000,617625,8449.87,3260000,2033130,372.02,404000,,,3180000,905850,361.57,,0,0,,0,0,1940000,147315,1201.75,1050000,10980,119.13,784000,62220,723.14,landia è esportata _9000.0_-2745.0_6.27;landia è esportata _1000000.0_-1022970.0_2334.53;landia è esportata _2300000.0_-815265.0_1862.19;, Nord (Norvegia)_nan_10065.0_6.27; Russia europea e Ural (Russia)_1560000.0_1105320.0_6573.05;
03:30 23-04-2022,137,83,40,9150000.0,20900,4370000,3641700,729.41,0,0,0,2790000,615795,2361.7,2800000,617625,8449.87,3260000,2033130,372.02,404000,,,3180000,905850,361.57,,0,0,,0,0,1940000,147315,1201.75,1050000,10980,119.13,784000,62220,723.14,landia è esportata _9000.0_-2745.0_6.27;landia è esportata _1000000.0_-1022970.0_2334.53;landia è esportata _2300000.0_-815265.0_1862.19;, Nord (Norvegia)_nan_10065.0_6.27; Russia europea e Ural (Russia)_1560000.0_1105320.0_6573.05;
03:40 23-04-2022,137,83,40,9150000.0,20900,4370000,3641700,729.41,0,0,0,2790000,615795,2361.7,2800000,617625,8449.87,3260000,2033130,372.02,404000,,,3180000,905850,361.57,,0,0,,0,0,1940000,147315,1201.75,1050000,10980,119.13,784000,62220,723.14,landia è esportata _9000.0_-2745.0_6.27;landia è esportata _1000000.0_-1022970.0_2334.53;landia è esportata _2300000.0_-815265.0_1862.19;, Nord (Norvegia)_nan_10065.0_6.27; Russia europea e Ural (Russia)_1560000.0_1105320.0_6573.05;
03:50 23-04-2022,137,83,40,9150000.0,20900,4370000,3641700,729.41,0,0,0,2790000,615795,2361.7,2800000,617625,8449.87,3260000,2033130,372.02,404000,,,3180000,905850,361.57,,0,0,,0,0,1940000,147315,1201.75,1050000,10980,119.13,784000,62220,723.14,landia è esportata _9000.0_-2745.0_6.27;landia è esportata _1000000.0_-1022970.0_2334.53;landia è esportata _2300000.0_-815265.0_1862.19;, Nord (Norvegia)_nan_10065.0_6.27; Russia europea e Ural (Russia)_1560000.0_1105320.0_6573.05;
04:00 23-04-2022,137,83,39,9030000.0,20700,4370000,3639090,728.64,0,0,0,2790000,618555,2378.43,2800000,612234,8381.43,3260000,1940547,356.04,404000,,,3180000,902097,362.25,,0,0,,0,0,1940000,147189,1202.67,1050000,10836,120.06,784000,65016,759.69,landia è esportata _9000.0_-2709.0_6.21;landia è esportata _1000000.0_-1027614.0_2355.66;landia è esportata _2300000.0_-735945.0_1687.05;, Nord (Norvegia)_nan_21672.0_10.35; Russia europea e Ural (Russia)_1560000.0_1073667.0_6398.37;
04:10 23-04-2022,137,83,39,9030000.0,20700,4370000,3639090,728.64,0,0,0,2790000,618555,2378.43,2800000,612234,8381.43,3260000,1940547,356.04,404000,,,3180000,902097,362.25,,0,0,,0,0,1940000,147189,1202.67,1050000,10836,120.06,784000,65016,759.69,landia è esportata _9000.0_-2709.0_6.21;landia è esportata _1000000.0_-1027614.0_2355.66;landia è esportata _2300000.0_-735945.0_1687.05;, Nord (Norvegia)_nan_21672.0_10.35; Russia europea e Ural (Russia)_1560000.0_1073667.0_6398.37;
04:20 23-04-2022,137,83,39,9030000.0,20700,4370000,3639090,728.64,0,0,0,2790000,618555,2378.43,2800000,612234,8381.43,3260000,1940547,356.04,404000,,,3180000,902097,362.25,,0,0,,0,0,1940000,147189,1202.67,1050000,10836,120.06,784000,65016,759.69,landia è esportata _9000.0_-2709.0_6.21;landia è esportata _1000000.0_-1027614.0_2355.66;landia è esportata _2300000.0_-735945.0_1687.05;, Nord (Norvegia)_nan_21672.0_10.35; Russia europea e Ural (Russia)_1560000.0_1073667.0_6398.37;
04:30 23-04-2022,137,83,39,9030000.0,20700,4370000,3639090,728.64,0,0,0,2790000,618555,2378.43,2800000,612234,8381.43,3260000,1940547,356.04,404000,,,3180000,902097,362.25,,0,0,,0,0,1940000,147189,1202.67,1050000,10836,120.06,784000,65016,759.69,landia è esportata _9000.0_-2709.0_6.21;landia è esportata _1000000.0_-1027614.0_2355.66;landia è esportata _2300000.0_-735945.0_1687.05;, Nord (Norvegia)_nan_21672.0_10.35; Russia europea e Ural (Russia)_1560000.0_1073667.0_6398.37;
04:40 23-04-2022,137,83,39,9030000.0,20700,4370000,3639090,728.64,0,0,0,2790000,618555,2378.43,2800000,612234,8381.43,3260000,1940547,356.04,404000,,,3180000,902097,362.25,,0,0,,0,0,1940000,147189,1202.67,1050000,10836,120.06,784000,65016,759.69,landia è esportata _9000.0_-2709.0_6.21;landia è esportata _1000000.0_-1027614.0_2355.66;landia è esportata _2300000.0_-735945.0_1687.05;, Nord (Norvegia)_nan_21672.0_12.42; Russia europea e Ural (Russia)_1560000.0_1073667.0_6398.37;
04:50 23-04-2022,137,83,39,9030000.0,20700,4370000,3639090,728.64,0,0,0,2790000,618555,2378.43,2800000,612234,8381.43,3260000,1940547,356.04,404000,,,3180000,902097,362.25,,0,0,,0,0,1940000,147189,1202.67,1050000,10836,120.06,784000,65016,759.69,landia è esportata _9000.0_-2709.0_6.21;landia è esportata _1000000.0_-1027614.0_2355.66;landia è esportata _2300000.0_-735945.0_1687.05;, Nord (Norvegia)_nan_21672.0_12.42; Russia europea e Ural (Russia)_1560000.0_1073667.0_6398.37;
05:00 23-04-2022,170,79,36,8369999.999999999,23700,4370000,3292758,658.86,0,0,0,2790000,693036,2656.77,2800000,794313,10861.71,3260000,1232064,225.15,404000,,,3180000,1006911,402.9,,0,0,,0,0,1940000,148149,1211.07,1050000,10044,109.02,784000,100440,1175.52,landia è esportata _9000.0_-2511.0_7.11;landia è esportata _1000000.0_-1026999.0_2907.99;landia è esportata _2300000.0_-634446.0_1796.46;, Nord (Norvegia)_nan_19251.0_9.48; Russia europea e Ural (Russia)_1560000.0_1073871.0_6389.52;
05:10 23-04-2022,170,79,36,8369999.999999999,23700,4370000,3292758,658.86,0,0,0,2790000,693036,2656.77,2800000,794313,10861.71,3260000,1232064,225.15,404000,,,3180000,1006911,402.9,,0,0,,0,0,1940000,148149,1211.07,1050000,10044,109.02,784000,100440,1175.52,landia è esportata _9000.0_-2511.0_7.11;landia è esportata _1000000.0_-1026999.0_2907.99;landia è esportata _2300000.0_-634446.0_1796.46;, Nord (Norvegia)_nan_19251.0_9.48; Russia europea e Ural (Russia)_1560000.0_1073871.0_6389.52;
05:20 23-04-2022,170,79,36,8369999.999999999,23700,4370000,3292758,658.86,0,0,0,2790000,693036,2656.77,2800000,794313,10861.71,3260000,1232064,225.15,404000,,,3180000,1006911,402.9,,0,0,,0,0,1940000,148149,1211.07,1050000,10044,109.02,784000,100440,1175.52,landia è esportata _9000.0_-2511.0_7.11;landia è esportata _1000000.0_-1026999.0_2907.99;landia è esportata _2300000.0_-634446.0_1796.46;, Nord (Norvegia)_nan_19251.0_9.48; Russia europea e Ural (Russia)_1560000.0_1073871.0_6389.52;
05:30 23-04-2022,170,79,36,8369999.999999999,23700,4370000,3292758,658.86,0,0,0,2790000,693036,2656.77,2800000,794313,10861.71,3260000,1232064,225.15,404000,,,3180000,1006911,402.9,,0,0,,0,0,1940000,148149,1211.07,1050000,10044,109.02,784000,100440,1175.52,landia è esportata _9000.0_-2511.0_7.11;landia è esportata _1000000.0_-1026999.0_2907.99;landia è esportata _2300000.0_-634446.0_1796.46;, Nord (Norvegia)_nan_19251.0_9.48; Russia europea e Ural (Russia)_1560000.0_1073871.0_6389.52;
05:40 23-04-2022,138,83,39,9010000.0,20800,4370000,3640941,728.0,0,0,0,2790000,626195,2400.32,2800000,615383,8407.36,3260000,1888496,347.36,404000,,,3180000,913614,366.08,,0,0,,0,0,1940000,155873,1275.04,1050000,10812,118.56,784000,64872,759.2,landia è esportata _9000.0_-1802.0_4.16;landia è esportata _1000000.0_-1027140.0_2371.2;landia è esportata _2300000.0_-635205.0_1466.4;, Nord (Norvegia)_nan_19822.0_12.48; Russia europea e Ural (Russia)_1560000.0_1073992.0_6387.68;
05:50 23-04-2022,138,83,39,9010000.0,20800,4370000,3640941,728.0,0,0,0,2790000,626195,2400.32,2800000,615383,8407.36,3260000,1888496,347.36,404000,,,3180000,913614,366.08,,0,0,,0,0,1940000,155873,1275.04,1050000,10812,118.56,784000,64872,759.2,landia è esportata _9000.0_-1802.0_4.16;landia è esportata _1000000.0_-1027140.0_2371.2;landia è esportata _2300000.0_-635205.0_1466.4;, Nord (Norvegia)_nan_19822.0_12.48; Russia europea e Ural (Russia)_1560000.0_1073992.0_6387.68;
06:00 23-04-2022,137,83,39,9040000.0,20600,4370000,3639504,729.24,0,0,0,2790000,630088,2418.44,2800000,586696,8031.94,3260000,1834216,337.84,404000,,,3180000,1016096,407.88,,0,0,,0,0,1940000,171760,1406.98,1050000,10848,119.48,784000,65088,760.14,landia è esportata _9000.0_-2712.0_6.18;landia è esportata _1000000.0_-1026040.0_2338.1;landia è esportata _2300000.0_-665344.0_1516.16;, Nord (Norvegia)_nan_14464.0_8.24; Russia europea e Ural (Russia)_1560000.0_1072144.0_6383.94;
06:10 23-04-2022,137,83,39,9040000.0,20600,4370000,3639504,729.24,0,0,0,2790000,630088,2418.44,2800000,586696,8031.94,3260000,1834216,337.84,404000,,,3180000,1016096,407.88,,0,0,,0,0,1940000,171760,1406.98,1050000,10848,119.48,784000,65088,760.14,landia è esportata _9000.0_-2712.0_6.18;landia è esportata _1000000.0_-1026040.0_2338.1;landia è esportata _2300000.0_-665344.0_1516.16;, Nord (Norvegia)_nan_14464.0_8.24; Russia europea e Ural (Russia)_1560000.0_1072144.0_6383.94;
06:20 23-04-2022,137,83,39,9040000.0,20600,4370000,3639504,729.24,0,0,0,2790000,630088,2418.44,2800000,586696,8031.94,3260000,1834216,337.84,404000,,,3180000,1016096,407.88,,0,0,,0,0,1940000,171760,1406.98,1050000,10848,119.48,784000,65088,760.14,landia è esportata _9000.0_-2712.0_6.18;landia è esportata _1000000.0_-1026040.0_2338.1;landia è esportata _2300000.0_-665344.0_1516.16;, Nord (Norvegia)_nan_14464.0_8.24; Russia europea e Ural (Russia)_1560000.0_1072144.0_6383.94;
06:30 23-04-2022,137,83,39,9040000.0,20600,4370000,3639504,729.24,0,0,0,2790000,630088,2418.44,2800000,586696,8031.94,3260000,1834216,337.84,404000,,,3180000,1016096,407.88,,0,0,,0,0,1940000,171760,1406.98,1050000,10848,119.48,784000,65088,760.14,landia è esportata _9000.0_-2712.0_6.18;landia è esportata _1000000.0_-1026040.0_2338.1;landia è esportata _2300000.0_-665344.0_1516.16;, Nord (Norvegia)_nan_14464.0_8.24; Russia europea e Ural (Russia)_1560000.0_1072144.0_6383.94;
06:40 23-04-2022,137,83,39,9040000.0,20600,4370000,3639504,729.24,0,0,0,2790000,630088,2418.44,2800000,586696,8031.94,3260000,1834216,337.84,404000,,,3180000,1016096,407.88,,0,0,,0,0,1940000,171760,1406.98,1050000,10848,119.48,784000,65088,760.14,landia è esportata _9000.0_-2712.0_6.18;landia è esportata _1000000.0_-1026040.0_2338.1;landia è esportata _2300000.0_-665344.0_1516.16;, Nord (Norvegia)_nan_14464.0_8.24; Russia europea e Ural (Russia)_1560000.0_1072144.0_6383.94;
06:50 23-04-2022,137,83,39,9040000.0,20600,4370000,3639504,729.24,0,0,0,2790000,630088,2418.44,2800000,586696,8031.94,3260000,1834216,337.84,404000,,,3180000,1016096,407.88,,0,0,,0,0,1940000,171760,1406.98,1050000,10848,119.48,784000,65088,760.14,landia è esportata _9000.0_-2712.0_6.18;landia è esportata _1000000.0_-1026040.0_2338.1;landia è esportata _2300000.0_-665344.0_1516.16;, Nord (Norvegia)_nan_14464.0_8.24; Russia europea e Ural (Russia)_1560000.0_1072144.0_6383.94;
07:00 23-04-2022,171,79,36,8350000.0,23800,4370000,3290735,659.26,0,0,0,2790000,688040,2641.8,2800000,808280,11064.62,3260000,1188205,218.96,404000,,,3180000,1043750,418.88,,0,0,,0,0,1940000,143620,1175.72,1050000,10020,109.48,784000,103540,1209.04,landia è esportata _9000.0_-2505.0_7.14;landia è esportata _1000000.0_-1025380.0_2922.64;landia è esportata _2300000.0_-500165.0_1425.62;, Nord (Norvegia)_nan_16700.0_9.52; Russia europea e Ural (Russia)_1560000.0_1056275.0_6295.1;
07:10 23-04-2022,171,79,36,8350000.0,23800,4370000,3290735,659.26,0,0,0,2790000,688040,2641.8,2800000,808280,11064.62,3260000,1188205,218.96,404000,,,3180000,1043750,418.88,,0,0,,0,0,1940000,143620,1175.72,1050000,10020,109.48,784000,103540,1209.04,landia è esportata _9000.0_-2505.0_7.14;landia è esportata _1000000.0_-1025380.0_2922.64;landia è esportata _2300000.0_-500165.0_1425.62;, Nord (Norvegia)_nan_16700.0_9.52; Russia europea e Ural (Russia)_1560000.0_1056275.0_6295.1;
07:20 23-04-2022,171,79,36,8350000.0,23800,4370000,3290735,659.26,0,0,0,2790000,688040,2641.8,2800000,808280,11064.62,3260000,1188205,218.96,404000,,,3180000,1043750,418.88,,0,0,,0,0,1940000,143620,1175.72,1050000,10020,109.48,784000,103540,1209.04,landia è esportata _9000.0_-2505.0_7.14;landia è esportata _1000000.0_-1025380.0_2922.64;landia è esportata _2300000.0_-500165.0_1425.62;, Nord (Norvegia)_nan_16700.0_9.52; Russia europea e Ural (Russia)_1560000.0_1056275.0_6295.1;
07:30 23-04-2022,171,79,36,8350000.0,23800,4370000,3290735,659.26,0,0,0,2790000,688040,2641.8,2800000,808280,11064.62,3260000,1188205,218.96,404000,,,3180000,1043750,418.88,,0,0,,0,0,1940000,143620,1175.72,1050000,10020,109.48,784000,103540,1209.04,landia è esportata _9000.0_-2505.0_7.14;landia è esportata _1000000.0_-1025380.0_2922.64;landia è esportata _2300000.0_-500165.0_1425.62;, Nord (Norvegia)_nan_16700.0_9.52; Russia europea e Ural (Russia)_1560000.0_1056275.0_6295.1;
07:40 23-04-2022,137,83,39,8930000.0,20400,4370000,3640761,728.28,0,0,0,2790000,631351,2419.44,2800000,593845,8121.24,3260000,1678840,308.04,404000,,,3180000,1086781,434.52,,0,0,,0,0,1940000,148238,1209.72,1050000,10716,118.32,784000,65189,758.88,landia è esportata _9000.0_-2679.0_6.12;landia è esportata _1000000.0_-1026057.0_2343.96;landia è esportata _2300000.0_-500080.0_1142.4;, Nord (Norvegia)_nan_16967.0_10.2; Russia europea e Ural (Russia)_1560000.0_1057312.0_6289.32;
07:50 23-04-2022,137,83,39,8930000.0,20400,4370000,3640761,728.28,0,0,0,2790000,631351,2419.44,2800000,593845,8121.24,3260000,1678840,308.04,404000,,,3180000,1086781,434.52,,0,0,,0,0,1940000,148238,1209.72,1050000,10716,118.32,784000,65189,758.88,landia è esportata _9000.0_-2679.0_6.12;landia è esportata _1000000.0_-1026057.0_2343.96;landia è esportata _2300000.0_-500080.0_1142.4;, Nord (Norvegia)_nan_16967.0_10.2; Russia europea e Ural (Russia)_1560000.0_1057312.0_6289.32;
08:00 23-04-2022,143,82,38,9000000.0,21500,4370000,3640500,728.85,0,0,0,2790000,630000,2418.75,2800000,591300,8088.3,3260000,1394100,255.85,404000,,,3180000,1260900,505.25,,0,0,,0,0,1940000,137700,1128.75,1050000,10800,120.4,784000,63900,748.2,landia è esportata _9000.0_-1800.0_6.45;landia è esportata _1000000.0_-1021500.0_2440.25;landia è esportata _2300000.0_-485100.0_1158.85;, Nord (Norvegia)_nan_10800.0_6.45; Russia europea e Ural (Russia)_1560000.0_1259100.0_7501.35;
08:10 23-04-2022,143,82,38,9000000.0,21500,4370000,3640500,728.85,0,0,0,2790000,630000,2418.75,2800000,591300,8088.3,3260000,1394100,255.85,404000,,,3180000,1260900,505.25,,0,0,,0,0,1940000,137700,1128.75,1050000,10800,120.4,784000,63900,748.2,landia è esportata _9000.0_-1800.0_6.45;landia è esportata _1000000.0_-1021500.0_2440.25;landia è esportata _2300000.0_-485100.0_1158.85;, Nord (Norvegia)_nan_10800.0_6.45; Russia europea e Ural (Russia)_1560000.0_1259100.0_7501.35;
08:20 23-04-2022,143,82,38,9000000.0,21500,4370000,3640500,728.85,0,0,0,2790000,630000,2418.75,2800000,591300,8088.3,3260000,1394100,255.85,404000,,,3180000,1260900,505.25,,0,0,,0,0,1940000,137700,1128.75,1050000,10800,120.4,784000,63900,748.2,landia è esportata _9000.0_-1800.0_6.45;landia è esportata _1000000.0_-1021500.0_2440.25;landia è esportata _2300000.0_-485100.0_1158.85;, Nord (Norvegia)_nan_10800.0_6.45; Russia europea e Ural (Russia)_1560000.0_1259100.0_7501.35;
08:30 23-04-2022,143,82,38,9000000.0,21500,4370000,3640500,728.85,0,0,0,2790000,630000,2418.75,2800000,591300,8088.3,3260000,1394100,255.85,404000,,,3180000,1260900,505.25,,0,0,,0,0,1940000,137700,1128.75,1050000,10800,120.4,784000,63900,748.2,landia è esportata _9000.0_-1800.0_6.45;landia è esportata _1000000.0_-1021500.0_2440.25;landia è esportata _2300000.0_-485100.0_1158.85;, Nord (Norvegia)_nan_10800.0_6.45; Russia europea e Ural (Russia)_1560000.0_1259100.0_7501.35;
08:40 23-04-2022,143,82,38,9000000.0,21500,4370000,3640500,728.85,0,0,0,2790000,630000,2418.75,2800000,591300,8088.3,3260000,1394100,255.85,404000,,,3180000,1260900,505.25,,0,0,,0,0,1940000,137700,1128.75,1050000,10800,120.4,784000,63900,748.2,landia è esportata _9000.0_-1800.0_6.45;landia è esportata _1000000.0_-1021500.0_2440.25;landia è esportata _2300000.0_-485100.0_1158.85;, Nord (Norvegia)_nan_10800.0_6.45; Russia europea e Ural (Russia)_1560000.0_1259100.0_7501.35;
08:50 23-04-2022,143,82,38,9000000.0,21500,4370000,3640500,728.85,0,0,0,2790000,630000,2418.75,2800000,591300,8088.3,3260000,1394100,255.85,404000,,,3180000,1260900,505.25,,0,0,,0,0,1940000,137700,1128.75,1050000,10800,120.4,784000,63900,748.2,landia è esportata _9000.0_-1800.0_6.45;landia è esportata _1000000.0_-1021500.0_2440.25;landia è esportata _2300000.0_-485100.0_1158.85;, Nord (Norvegia)_nan_10800.0_6.45; Russia europea e Ural (Russia)_1560000.0_1259100.0_7501.35;
09:00 23-04-2022,175,77,35,8680000.0,25400,4370000,3291456,657.86,0,0,0,2790000,674436,2580.64,2800000,804636,10980.42,3260000,1008616,185.42,404000,,,3180000,1218672,487.68,,0,0,,0,0,1940000,143220,1170.94,1050000,10416,109.22,784000,78988,922.02,landia è esportata _9000.0_-2604.0_7.62;landia è esportata _1000000.0_-957404.0_2786.38;, Nord (Norvegia)_nan_18228.0_10.16; Russia europea e Ural (Russia)_1560000.0_1385328.0_8232.14; Svezia_2700000.0_46004.0_63.5;
09:10 23-04-2022,175,77,35,8680000.0,25400,4370000,3291456,657.86,0,0,0,2790000,674436,2580.64,2800000,804636,10980.42,3260000,1008616,185.42,404000,,,3180000,1218672,487.68,,0,0,,0,0,1940000,143220,1170.94,1050000,10416,109.22,784000,78988,922.02,landia è esportata _9000.0_-2604.0_7.62;landia è esportata _1000000.0_-957404.0_2786.38;, Nord (Norvegia)_nan_18228.0_10.16; Russia europea e Ural (Russia)_1560000.0_1385328.0_8232.14; Svezia_2700000.0_46004.0_63.5;
09:20 23-04-2022,175,77,35,8680000.0,25400,4370000,3291456,657.86,0,0,0,2790000,674436,2580.64,2800000,804636,10980.42,3260000,1008616,185.42,404000,,,3180000,1218672,487.68,,0,0,,0,0,1940000,143220,1170.94,1050000,10416,109.22,784000,78988,922.02,landia è esportata _9000.0_-2604.0_7.62;landia è esportata _1000000.0_-957404.0_2786.38;, Nord (Norvegia)_nan_18228.0_10.16; Russia europea e Ural (Russia)_1560000.0_1385328.0_8232.14; Svezia_2700000.0_46004.0_63.5;
09:30 23-04-2022,175,77,35,8680000.0,25400,4370000,3291456,657.86,0,0,0,2790000,674436,2580.64,2800000,804636,10980.42,3260000,1008616,185.42,404000,,,3180000,1218672,487.68,,0,0,,0,0,1940000,143220,1170.94,1050000,10416,109.22,784000,78988,922.02,landia è esportata _9000.0_-2604.0_7.62;landia è esportata _1000000.0_-957404.0_2786.38;, Nord (Norvegia)_nan_18228.0_10.16; Russia europea e Ural (Russia)_1560000.0_1385328.0_8232.14; Svezia_2700000.0_46004.0_63.5;
09:40 23-04-2022,152,80,34,8650000.0,22100,4370000,3642515,729.3,0,0,0,2790000,615015,2360.28,2800000,588200,8048.82,3260000,937660,172.38,404000,,,3180000,1202350,481.78,,0,0,,0,0,1940000,140995,1153.62,1050000,11245,119.34,784000,61415,713.83,landia è esportata _9000.0_-2595.0_6.63;landia è esportata _1000000.0_-958420.0_2435.42;, Nord (Norvegia)_nan_18165.0_11.05; Russia europea e Ural (Russia)_1560000.0_1386595.0_8254.35; Svezia_2700000.0_45845.0_57.46;
09:50 23-04-2022,152,80,34,8650000.0,22100,4370000,3642515,729.3,0,0,0,2790000,615015,2360.28,2800000,588200,8048.82,3260000,937660,172.38,404000,,,3180000,1202350,481.78,,0,0,,0,0,1940000,140995,1153.62,1050000,11245,119.34,784000,61415,713.83,landia è esportata _9000.0_-2595.0_6.63;landia è esportata _1000000.0_-958420.0_2435.42;, Nord (Norvegia)_nan_18165.0_11.05; Russia europea e Ural (Russia)_1560000.0_1386595.0_8254.35; Svezia_2700000.0_45845.0_57.46;
10:00 23-04-2022,150,80,34,8880000.0,22100,4370000,3639024,727.09,0,0,0,2790000,613608,2349.23,2800000,584304,7964.84,3260000,686424,125.97,404000,,,3180000,1397712,559.13,,0,0,,0,0,1940000,134088,1091.74,1050000,9768,108.29,784000,62160,722.67,landia è esportata _9000.0_-2664.0_6.63;landia è esportata _1000000.0_-1022976.0_2545.92;, Nord (Norvegia)_nan_45288.0_24.31; Russia europea e Ural (Russia)_1560000.0_1386168.0_8225.62; Svezia_2700000.0_321456.0_205.53;
10:10 23-04-2022,150,80,34,8880000.0,22100,4370000,3639024,727.09,0,0,0,2790000,613608,2349.23,2800000,584304,7964.84,3260000,686424,125.97,404000,,,3180000,1397712,559.13,,0,0,,0,0,1940000,134088,1091.74,1050000,9768,108.29,784000,62160,722.67,landia è esportata _9000.0_-2664.0_6.63;landia è esportata _1000000.0_-1022976.0_2545.92;, Nord (Norvegia)_nan_45288.0_24.31; Russia europea e Ural (Russia)_1560000.0_1386168.0_8225.62; Svezia_2700000.0_321456.0_205.53;
10:20 23-04-2022,150,80,34,8880000.0,22100,4370000,3639024,727.09,0,0,0,2790000,613608,2349.23,2800000,584304,7964.84,3260000,686424,125.97,404000,,,3180000,1397712,559.13,,0,0,,0,0,1940000,134088,1091.74,1050000,9768,108.29,784000,62160,722.67,landia è esportata _9000.0_-2664.0_6.63;landia è esportata _1000000.0_-1022976.0_2545.92;, Nord (Norvegia)_nan_45288.0_24.31; Russia europea e Ural (Russia)_1560000.0_1386168.0_8225.62; Svezia_2700000.0_321456.0_205.53;
10:30 23-04-2022,150,80,34,8880000.0,22100,4370000,3639024,727.09,0,0,0,2790000,613608,2349.23,2800000,584304,7964.84,3260000,686424,125.97,404000,,,3180000,1397712,559.13,,0,0,,0,0,1940000,134088,1091.74,1050000,9768,108.29,784000,62160,722.67,landia è esportata _9000.0_-2664.0_6.63;landia è esportata _1000000.0_-1022976.0_2545.92;, Nord (Norvegia)_nan_45288.0_24.31; Russia europea e Ural (Russia)_1560000.0_1386168.0_8225.62; Svezia_2700000.0_321456.0_205.53;
10:40 23-04-2022,150,80,34,8880000.0,22100,4370000,3639024,727.09,0,0,0,2790000,613608,2349.23,2800000,584304,7964.84,3260000,686424,125.97,404000,,,3180000,1397712,556.92,,0,0,,0,0,1940000,134088,1091.74,1050000,9768,108.29,784000,62160,722.67,landia è esportata _9000.0_-2664.0_6.63;landia è esportata _1000000.0_-1022976.0_2545.92;, Nord (Norvegia)_nan_45288.0_24.31; Russia europea e Ural (Russia)_1560000.0_1386168.0_8225.62; Svezia_2700000.0_321456.0_205.53;
10:50 23-04-2022,150,80,34,8880000.0,22100,4370000,3639024,727.09,0,0,0,2790000,613608,2349.23,2800000,584304,7964.84,3260000,686424,125.97,404000,,,3180000,1397712,556.92,,0,0,,0,0,1940000,134088,1091.74,1050000,9768,108.29,784000,62160,722.67,landia è esportata _9000.0_-2664.0_6.63;landia è esportata _1000000.0_-1022976.0_2545.92;, Nord (Norvegia)_nan_45288.0_24.31; Russia europea e Ural (Russia)_1560000.0_1386168.0_8225.62; Svezia_2700000.0_321456.0_205.53;
11:00 23-04-2022,149,80,35,8940000.0,22200,4370000,3618018,723.72,0,0,0,2790000,624012,2390.94,2800000,590040,8060.82,3260000,687486,126.54,404000,,,3180000,1377654,550.56,,0,0,,0,0,1940000,135888,1110.0,1050000,9834,108.78,784000,59004,688.2,landia è esportata _9000.0_-2682.0_6.66;landia è esportata _1000000.0_-1028100.0_2553.0;, Nord (Norvegia)_nan_53640.0_28.86; Russia europea e Ural (Russia)_1560000.0_1370502.0_8147.4; Svezia_2700000.0_413922.0_266.4;
11:10 23-04-2022,149,80,35,8940000.0,22200,4370000,3618018,723.72,0,0,0,2790000,624012,2390.94,2800000,590040,8060.82,3260000,687486,126.54,404000,,,3180000,1377654,550.56,,0,0,,0,0,1940000,135888,1110.0,1050000,9834,108.78,784000,59004,688.2,landia è esportata _9000.0_-2682.0_6.66;landia è esportata _1000000.0_-1028100.0_2553.0;, Nord (Norvegia)_nan_53640.0_28.86; Russia europea e Ural (Russia)_1560000.0_1370502.0_8147.4; Svezia_2700000.0_413922.0_266.4;
