timestamp,carbon_intensity,low_emissions,renewable_emissions,total_production,total_emissions,nucleare_installed_capacity,nucleare_production,nucleare_emissions,geotermico_installed_capacity,geotermico_production,geotermico_emissions,biomassa_installed_capacity,biomassa_production,biomassa_emissions,carbone_installed_capacity,carbone_production,carbone_emissions,eolico_installed_capacity,eolico_production,eolico_emissions,fotovoltaico_installed_capacity,fotovoltaico_production,fotovoltaico_emissions,idroelettrico_installed_capacity,idroelettrico_production,idroelettrico_emissions,accumuloidro_installed_capacity,accumuloidro_production,accumuloidro_emissions,batterieaccu_installed_capacity,batterieaccu_production,batterieaccu_emissions,gas_installed_capacity,gas_production,gas_emissions,petrolio_installed_capacity,petrolio_production,petrolio_emissions,sconosciuto_installed_capacity,sconosciuto_production,sconosciuto_emissions,exchange_export,exchange_import
19:00 20-04-2022,150,80,32,8980000.0,22500,4370000,3649472,729.0,0,0,0,2010000,730972,2801.25,2800000,556760,7607.25,3180000,135598,24.75,215000,,,3170000,1163808,465.75,,0,0,,0,0,1940000,164334,1338.75,1050000,9878,108.0,784000,37716,443.25,landia è esportata _9000.0_-2694.0_6.75;landia è esportata _1000000.0_-749830.0_1878.75;, Nord (Norvegia)_nan_21552.0_11.25; Russia europea e Ural (Russia)_1560000.0_1371246.0_8151.75; Svezia_2700000.0_1138664.0_819.0;
19:10 20-04-2022,161,79,40,10500000.0,28100,4370000,3416700,682.83,0,0,0,2010000,705600,2703.22,2800000,930300,12706.82,3180000,841050,154.55,215000,,,3170000,1783950,713.74,,0,0,,0,0,1940000,147000,1197.06,1050000,13650,146.12,784000,67200,786.8,landia è esportata _9000.0_-2100.0_5.62;landia è esportata _1000000.0_-857850.0_2295.77;, Nord (Norvegia)_nan_15750.0_8.43; Russia europea e Ural (Russia)_1560000.0_1370250.0_8146.19; Svezia_2700000.0_1207500.0_854.24;
19:20 20-04-2022,161,79,40,10500000.0,28100,4370000,3416700,682.83,0,0,0,2010000,705600,2703.22,2800000,930300,12706.82,3180000,841050,154.55,215000,,,3170000,1783950,713.74,,0,0,,0,0,1940000,147000,1197.06,1050000,13650,146.12,784000,67200,786.8,landia è esportata _9000.0_-2100.0_5.62;landia è esportata _1000000.0_-857850.0_2295.77;, Nord (Norvegia)_nan_15750.0_8.43; Russia europea e Ural (Russia)_1560000.0_1370250.0_8146.19; Svezia_2700000.0_1207500.0_854.24;
19:30 20-04-2022,161,79,40,10500000.0,28100,4370000,3416700,682.83,0,0,0,2010000,705600,2703.22,2800000,930300,12706.82,3180000,841050,154.55,215000,,,3170000,1783950,713.74,,0,0,,0,0,1940000,147000,1197.06,1050000,13650,146.12,784000,67200,786.8,landia è esportata _9000.0_-2100.0_5.62;landia è esportata _1000000.0_-857850.0_2295.77;, Nord (Norvegia)_nan_15750.0_8.43; Russia europea e Ural (Russia)_1560000.0_1370250.0_8146.19; Svezia_2700000.0_1207500.0_854.24;
19:40 20-04-2022,161,79,40,10500000.0,28100,4370000,3416700,682.83,0,0,0,2010000,705600,2703.22,2800000,930300,12706.82,3180000,841050,154.55,215000,,,3170000,1783950,713.74,,0,0,,0,0,1940000,147000,1197.06,1050000,13650,146.12,784000,67200,786.8,landia è esportata _9000.0_-2100.0_5.62;landia è esportata _1000000.0_-857850.0_2295.77;, Nord (Norvegia)_nan_15750.0_8.43; Russia europea e Ural (Russia)_1560000.0_1370250.0_8146.19; Svezia_2700000.0_1207500.0_854.24;
19:50 20-04-2022,149,80,32,9100000.0,22700,4370000,3647280,730.94,0,0,0,2010000,733460,2819.34,2800000,565110,7736.16,3180000,133770,24.97,215000,,,3170000,1220310,490.32,,0,0,,0,0,1940000,161980,1325.68,1050000,10010,108.96,784000,38220,444.92,landia è esportata _9000.0_-1820.0_4.54;landia è esportata _1000000.0_-856310.0_2136.07;, Nord (Norvegia)_nan_16380.0_9.08; Russia europea e Ural (Russia)_1560000.0_1368640.0_8156.11; Svezia_2700000.0_1204840.0_855.79;
20:00 20-04-2022,149,80,32,9100000.0,22700,4370000,3647280,730.94,0,0,0,2010000,733460,2819.34,2800000,565110,7736.16,3180000,133770,24.97,215000,,,3170000,1220310,490.32,,0,0,,0,0,1940000,161980,1325.68,1050000,10010,108.96,784000,38220,444.92,landia è esportata _9000.0_-1820.0_4.54;landia è esportata _1000000.0_-856310.0_2136.07;, Nord (Norvegia)_nan_16380.0_9.08; Russia europea e Ural (Russia)_1560000.0_1368640.0_8156.11; Svezia_2700000.0_1204840.0_855.79;
20:10 20-04-2022,145,81,34,9410000.0,22700,4370000,3650139,730.94,0,0,0,2010000,723629,2776.21,2800000,555190,7597.69,3180000,127035,22.7,215000,,,3170000,1508423,603.82,,0,0,,0,0,1940000,162793,1332.49,1050000,10351,108.96,784000,41404,478.97,landia è esportata _9000.0_-1882.0_4.54;landia è esportata _1000000.0_-931590.0_2247.3;, Nord (Norvegia)_nan_16938.0_9.08; Russia europea e Ural (Russia)_1560000.0_1371037.0_8165.19; Svezia_2700000.0_1243061.0_871.68;
20:20 20-04-2022,145,81,34,9410000.0,22700,4370000,3650139,730.94,0,0,0,2010000,723629,2776.21,2800000,555190,7597.69,3180000,127035,22.7,215000,,,3170000,1508423,603.82,,0,0,,0,0,1940000,162793,1332.49,1050000,10351,108.96,784000,41404,478.97,landia è esportata _9000.0_-1882.0_4.54;landia è esportata _1000000.0_-931590.0_2247.3;, Nord (Norvegia)_nan_16938.0_9.08; Russia europea e Ural (Russia)_1560000.0_1371037.0_8165.19; Svezia_2700000.0_1243061.0_871.68;
20:30 20-04-2022,145,81,34,9410000.0,22700,4370000,3650139,730.94,0,0,0,2010000,723629,2776.21,2800000,555190,7597.69,3180000,127035,22.7,215000,,,3170000,1508423,603.82,,0,0,,0,0,1940000,162793,1332.49,1050000,10351,108.96,784000,41404,478.97,landia è esportata _9000.0_-1882.0_4.54;landia è esportata _1000000.0_-931590.0_2247.3;, Nord (Norvegia)_nan_16938.0_9.08; Russia europea e Ural (Russia)_1560000.0_1371037.0_8165.19; Svezia_2700000.0_1243061.0_871.68;
20:40 20-04-2022,145,81,34,9410000.0,22700,4370000,3650139,730.94,0,0,0,2010000,723629,2776.21,2800000,555190,7597.69,3180000,127035,22.7,215000,,,3170000,1508423,603.82,,0,0,,0,0,1940000,162793,1332.49,1050000,10351,108.96,784000,41404,478.97,landia è esportata _9000.0_-1882.0_4.54;landia è esportata _1000000.0_-931590.0_2247.3;, Nord (Norvegia)_nan_16938.0_9.08; Russia europea e Ural (Russia)_1560000.0_1371037.0_8165.19; Svezia_2700000.0_1243061.0_871.68;
20:50 20-04-2022,145,81,34,9410000.0,22700,4370000,3650139,730.94,0,0,0,2010000,723629,2776.21,2800000,555190,7597.69,3180000,127035,22.7,215000,,,3170000,1508423,603.82,,0,0,,0,0,1940000,162793,1332.49,1050000,10351,108.96,784000,41404,478.97,landia è esportata _9000.0_-1882.0_4.54;landia è esportata _1000000.0_-931590.0_2247.3;, Nord (Norvegia)_nan_16938.0_9.08; Russia europea e Ural (Russia)_1560000.0_1371037.0_8165.19; Svezia_2700000.0_1243061.0_871.68;
21:00 20-04-2022,145,81,34,9410000.0,22700,4370000,3650139,730.94,0,0,0,2010000,723629,2776.21,2800000,555190,7597.69,3180000,127035,22.7,215000,,,3170000,1508423,603.82,,0,0,,0,0,1940000,162793,1332.49,1050000,10351,108.96,784000,41404,478.97,landia è esportata _9000.0_-1882.0_4.54;landia è esportata _1000000.0_-931590.0_2247.3;, Nord (Norvegia)_nan_16938.0_9.08; Russia europea e Ural (Russia)_1560000.0_1371037.0_8165.19; Svezia_2700000.0_1243061.0_871.68;
21:10 20-04-2022,143,81,35,9450000.0,22500,4370000,3650535,731.25,0,0,0,2010000,715365,2742.75,2800000,548100,7492.5,3180000,183330,33.75,215000,,,3170000,1623510,650.25,,0,0,,0,0,1940000,155925,1275.75,1050000,10395,108.0,784000,45360,524.25,landia è esportata _9000.0_-1890.0_4.5;landia è esportata _1000000.0_-998865.0_2378.25;, Nord (Norvegia)_nan_14175.0_6.75; Russia europea e Ural (Russia)_1560000.0_1370250.0_8149.5; Svezia_2700000.0_1133055.0_785.25;
21:20 20-04-2022,143,81,35,9450000.0,22500,4370000,3650535,731.25,0,0,0,2010000,715365,2742.75,2800000,548100,7492.5,3180000,183330,33.75,215000,,,3170000,1623510,650.25,,0,0,,0,0,1940000,155925,1275.75,1050000,10395,108.0,784000,45360,524.25,landia è esportata _9000.0_-1890.0_4.5;landia è esportata _1000000.0_-998865.0_2378.25;, Nord (Norvegia)_nan_14175.0_6.75; Russia europea e Ural (Russia)_1560000.0_1370250.0_8149.5; Svezia_2700000.0_1133055.0_785.25;
21:30 20-04-2022,143,81,35,9450000.0,22500,4370000,3650535,731.25,0,0,0,2010000,715365,2742.75,2800000,548100,7492.5,3180000,183330,33.75,215000,,,3170000,1623510,650.25,,0,0,,0,0,1940000,155925,1275.75,1050000,10395,108.0,784000,45360,524.25,landia è esportata _9000.0_-1890.0_4.5;landia è esportata _1000000.0_-998865.0_2378.25;, Nord (Norvegia)_nan_14175.0_6.75; Russia europea e Ural (Russia)_1560000.0_1370250.0_8149.5; Svezia_2700000.0_1133055.0_785.25;
21:40 20-04-2022,143,81,35,9450000.0,22500,4370000,3650535,731.25,0,0,0,2010000,715365,2742.75,2800000,548100,7492.5,3180000,183330,33.75,215000,,,3170000,1623510,650.25,,0,0,,0,0,1940000,155925,1275.75,1050000,10395,108.0,784000,45360,524.25,landia è esportata _9000.0_-1890.0_4.5;landia è esportata _1000000.0_-998865.0_2378.25;, Nord (Norvegia)_nan_14175.0_6.75; Russia europea e Ural (Russia)_1560000.0_1370250.0_8149.5; Svezia_2700000.0_1133055.0_785.25;
21:50 20-04-2022,143,81,35,9450000.0,22500,4370000,3650535,729.0,0,0,0,2010000,715365,2742.75,2800000,548100,7492.5,3180000,183330,33.75,215000,,,3170000,1623510,650.25,,0,0,,0,0,1940000,155925,1273.5,1050000,10395,108.0,784000,45360,524.25,landia è esportata _9000.0_-1890.0_4.5;landia è esportata _1000000.0_-998865.0_2378.25;, Nord (Norvegia)_nan_14175.0_9.0; Russia europea e Ural (Russia)_1560000.0_1370250.0_8149.5; Svezia_2700000.0_1133055.0_787.5;
22:00 20-04-2022,143,81,35,9450000.0,22500,4370000,3650535,729.0,0,0,0,2010000,715365,2742.75,2800000,548100,7492.5,3180000,183330,33.75,215000,,,3170000,1623510,650.25,,0,0,,0,0,1940000,155925,1273.5,1050000,10395,108.0,784000,45360,524.25,landia è esportata _9000.0_-1890.0_4.5;landia è esportata _1000000.0_-998865.0_2378.25;, Nord (Norvegia)_nan_14175.0_9.0; Russia europea e Ural (Russia)_1560000.0_1370250.0_8149.5; Svezia_2700000.0_1133055.0_787.5;
22:10 20-04-2022,144,81,35,9360000.0,22500,4370000,3649464,731.25,0,0,0,2010000,716976,2754.0,2800000,551304,7544.25,3180000,250848,45.0,215000,,,3170000,1631448,652.5,,0,0,,0,0,1940000,149760,1226.25,1050000,10296,108.0,784000,52416,607.5,landia è esportata _9000.0_-2808.0_6.75;landia è esportata _1000000.0_-1023984.0_2461.5;, Nord (Norvegia)_nan_7488.0_4.5; Russia europea e Ural (Russia)_1560000.0_1369368.0_8158.5; Svezia_2700000.0_970632.0_666.0;
22:20 20-04-2022,144,81,35,9360000.0,22500,4370000,3649464,731.25,0,0,0,2010000,716976,2754.0,2800000,551304,7544.25,3180000,250848,45.0,215000,,,3170000,1631448,652.5,,0,0,,0,0,1940000,149760,1226.25,1050000,10296,108.0,784000,52416,607.5,landia è esportata _9000.0_-2808.0_6.75;landia è esportata _1000000.0_-1023984.0_2461.5;, Nord (Norvegia)_nan_7488.0_4.5; Russia europea e Ural (Russia)_1560000.0_1369368.0_8158.5; Svezia_2700000.0_970632.0_666.0;
22:30 20-04-2022,144,81,35,9360000.0,22500,4370000,3649464,731.25,0,0,0,2010000,716976,2754.0,2800000,551304,7544.25,3180000,250848,45.0,215000,,,3170000,1631448,652.5,,0,0,,0,0,1940000,149760,1226.25,1050000,10296,108.0,784000,52416,607.5,landia è esportata _9000.0_-2808.0_6.75;landia è esportata _1000000.0_-1023984.0_2461.5;, Nord (Norvegia)_nan_7488.0_4.5; Russia europea e Ural (Russia)_1560000.0_1369368.0_8158.5; Svezia_2700000.0_970632.0_666.0;
22:40 20-04-2022,144,81,35,9360000.0,22500,4370000,3649464,731.25,0,0,0,2010000,716976,2754.0,2800000,551304,7544.25,3180000,250848,45.0,215000,,,3170000,1631448,652.5,,0,0,,0,0,1940000,149760,1226.25,1050000,10296,108.0,784000,52416,607.5,landia è esportata _9000.0_-2808.0_6.75;landia è esportata _1000000.0_-1023984.0_2461.5;, Nord (Norvegia)_nan_7488.0_4.5; Russia europea e Ural (Russia)_1560000.0_1369368.0_8158.5; Svezia_2700000.0_970632.0_666.0;
22:50 20-04-2022,144,81,35,9360000.0,22500,4370000,3649464,731.25,0,0,0,2010000,716976,2754.0,2800000,551304,7544.25,3180000,250848,45.0,215000,,,3170000,1631448,652.5,,0,0,,0,0,1940000,149760,1226.25,1050000,10296,108.0,784000,52416,607.5,landia è esportata _9000.0_-2808.0_6.75;landia è esportata _1000000.0_-1023984.0_2461.5;, Nord (Norvegia)_nan_7488.0_4.5; Russia europea e Ural (Russia)_1560000.0_1369368.0_8158.5; Svezia_2700000.0_970632.0_666.0;
23:00 20-04-2022,144,81,35,9360000.0,22500,4370000,3649464,731.25,0,0,0,2010000,716976,2754.0,2800000,551304,7544.25,3180000,250848,45.0,215000,,,3170000,1631448,652.5,,0,0,,0,0,1940000,149760,1226.25,1050000,10296,108.0,784000,52416,607.5,landia è esportata _9000.0_-2808.0_6.75;landia è esportata _1000000.0_-1023984.0_2461.5;, Nord (Norvegia)_nan_7488.0_4.5; Russia europea e Ural (Russia)_1560000.0_1369368.0_8158.5; Svezia_2700000.0_970632.0_666.0;
23:10 20-04-2022,143,81,35,9370000.0,22300,4370000,3647741,729.21,0,0,0,2010000,690569,2644.78,2800000,546271,7450.43,3180000,322328,57.98,215000,,,3170000,1561042,624.4,,0,0,,0,0,1940000,145235,1181.9,1050000,10307,109.27,784000,58094,675.69,landia è esportata _9000.0_-2811.0_6.69;landia è esportata _1000000.0_-1016645.0_2419.55;, Nord (Norvegia)_nan_4685.0_2.23; Russia europea e Ural (Russia)_1560000.0_1369894.0_8139.5; Svezia_2700000.0_1014771.0_686.84;
23:20 20-04-2022,143,81,35,9370000.0,22300,4370000,3647741,729.21,0,0,0,2010000,690569,2644.78,2800000,546271,7450.43,3180000,322328,57.98,215000,,,3170000,1561042,624.4,,0,0,,0,0,1940000,145235,1181.9,1050000,10307,109.27,784000,58094,675.69,landia è esportata _9000.0_-2811.0_6.69;landia è esportata _1000000.0_-1016645.0_2419.55;, Nord (Norvegia)_nan_4685.0_2.23; Russia europea e Ural (Russia)_1560000.0_1369894.0_8139.5; Svezia_2700000.0_1014771.0_686.84;
23:30 20-04-2022,143,81,35,9370000.0,22300,4370000,3647741,729.21,0,0,0,2010000,690569,2644.78,2800000,546271,7450.43,3180000,322328,57.98,215000,,,3170000,1561042,624.4,,0,0,,0,0,1940000,145235,1181.9,1050000,10307,109.27,784000,58094,675.69,landia è esportata _9000.0_-2811.0_6.69;landia è esportata _1000000.0_-1016645.0_2419.55;, Nord (Norvegia)_nan_4685.0_2.23; Russia europea e Ural (Russia)_1560000.0_1369894.0_8139.5; Svezia_2700000.0_1014771.0_686.84;
23:40 20-04-2022,143,81,35,9370000.0,22300,4370000,3647741,729.21,0,0,0,2010000,690569,2644.78,2800000,546271,7450.43,3180000,322328,57.98,215000,,,3170000,1561042,624.4,,0,0,,0,0,1940000,145235,1181.9,1050000,10307,109.27,784000,58094,675.69,landia è esportata _9000.0_-2811.0_6.69;landia è esportata _1000000.0_-1016645.0_2419.55;, Nord (Norvegia)_nan_4685.0_2.23; Russia europea e Ural (Russia)_1560000.0_1369894.0_8139.5; Svezia_2700000.0_1014771.0_686.84;
23:50 20-04-2022,143,81,35,9370000.0,22300,4370000,3647741,729.21,0,0,0,2010000,690569,2644.78,2800000,546271,7448.2,3180000,322328,57.98,215000,,,3170000,1561042,624.4,,0,0,,0,0,1940000,145235,1181.9,1050000,10307,107.04,784000,58094,675.69,landia è esportata _9000.0_-2811.0_6.69;landia è esportata _1000000.0_-1016645.0_2419.55;, Nord (Norvegia)_nan_4685.0_2.23; Russia europea e Ural (Russia)_1560000.0_1369894.0_8139.5; Svezia_2700000.0_1014771.0_689.07;
00:10 21-04-2022,147,81,33,8960000.0,21900,4370000,3645824,729.27,0,0,0,2010000,667520,2560.11,2800000,546560,7476.66,3180000,397824,72.27,215000,,,3170000,1284864,514.65,,0,0,,0,0,1940000,126336,1029.3,1050000,9856,107.31,784000,60032,700.8,landia è esportata _9000.0_-2688.0_6.57;landia è esportata _1000000.0_-841344.0_2056.41;, Nord (Norvegia)_nan_4480.0_2.19; Russia europea e Ural (Russia)_1560000.0_1366400.0_8131.47; Svezia_2700000.0_851200.0_573.78;
00:20 21-04-2022,147,81,33,8960000.0,21900,4370000,3645824,729.27,0,0,0,2010000,667520,2560.11,2800000,546560,7476.66,3180000,397824,72.27,215000,,,3170000,1284864,514.65,,0,0,,0,0,1940000,126336,1029.3,1050000,9856,107.31,784000,60032,700.8,landia è esportata _9000.0_-2688.0_6.57;landia è esportata _1000000.0_-841344.0_2056.41;, Nord (Norvegia)_nan_4480.0_2.19; Russia europea e Ural (Russia)_1560000.0_1366400.0_8131.47; Svezia_2700000.0_851200.0_573.78;
00:30 21-04-2022,147,81,33,8960000.0,21900,4370000,3645824,729.27,0,0,0,2010000,667520,2560.11,2800000,546560,7476.66,3180000,397824,72.27,215000,,,3170000,1284864,514.65,,0,0,,0,0,1940000,126336,1029.3,1050000,9856,107.31,784000,60032,700.8,landia è esportata _9000.0_-2688.0_6.57;landia è esportata _1000000.0_-841344.0_2056.41;, Nord (Norvegia)_nan_4480.0_2.19; Russia europea e Ural (Russia)_1560000.0_1366400.0_8131.47; Svezia_2700000.0_851200.0_573.78;
00:40 21-04-2022,147,81,33,8960000.0,21900,4370000,3645824,729.27,0,0,0,2010000,667520,2560.11,2800000,546560,7476.66,3180000,397824,72.27,215000,,,3170000,1284864,514.65,,0,0,,0,0,1940000,126336,1029.3,1050000,9856,107.31,784000,60032,700.8,landia è esportata _9000.0_-2688.0_6.57;landia è esportata _1000000.0_-841344.0_2056.41;, Nord (Norvegia)_nan_4480.0_2.19; Russia europea e Ural (Russia)_1560000.0_1366400.0_8131.47; Svezia_2700000.0_851200.0_573.78;
00:50 21-04-2022,147,81,33,8960000.0,21900,4370000,3645824,729.27,0,0,0,2010000,667520,2560.11,2800000,546560,7476.66,3180000,397824,72.27,215000,,,3170000,1284864,514.65,,0,0,,0,0,1940000,126336,1029.3,1050000,9856,107.31,784000,60032,700.8,landia è esportata _9000.0_-2688.0_6.57;landia è esportata _1000000.0_-841344.0_2056.41;, Nord (Norvegia)_nan_4480.0_2.19; Russia europea e Ural (Russia)_1560000.0_1366400.0_8131.47; Svezia_2700000.0_851200.0_575.97;
01:00 21-04-2022,147,81,33,8960000.0,21900,4370000,3645824,729.27,0,0,0,2010000,667520,2560.11,2800000,546560,7476.66,3180000,397824,72.27,215000,,,3170000,1284864,514.65,,0,0,,0,0,1940000,126336,1029.3,1050000,9856,107.31,784000,60032,700.8,landia è esportata _9000.0_-2688.0_6.57;landia è esportata _1000000.0_-841344.0_2056.41;, Nord (Norvegia)_nan_4480.0_2.19; Russia europea e Ural (Russia)_1560000.0_1366400.0_8131.47; Svezia_2700000.0_851200.0_575.97;
01:10 21-04-2022,150,80,31,8720000.0,21800,4370000,3646704,730.3,0,0,0,2010000,654872,2511.36,2800000,546744,7479.58,3180000,395888,71.94,215000,,,3170000,981000,392.4,,0,0,,0,0,1940000,129928,1061.66,1050000,9592,109.0,784000,61912,723.76,landia è esportata _9000.0_-2616.0_6.54;landia è esportata _1000000.0_-925192.0_2312.98;, Nord (Norvegia)_nan_9592.0_4.36; Russia europea e Ural (Russia)_1560000.0_1358576.0_8083.44; Svezia_2700000.0_924320.0_627.84;
01:20 21-04-2022,150,80,31,8720000.0,21800,4370000,3646704,730.3,0,0,0,2010000,654872,2511.36,2800000,546744,7479.58,3180000,395888,71.94,215000,,,3170000,981000,392.4,,0,0,,0,0,1940000,129928,1061.66,1050000,9592,109.0,784000,61912,723.76,landia è esportata _9000.0_-2616.0_6.54;landia è esportata _1000000.0_-925192.0_2312.98;, Nord (Norvegia)_nan_9592.0_4.36; Russia europea e Ural (Russia)_1560000.0_1358576.0_8083.44; Svezia_2700000.0_924320.0_627.84;
01:30 21-04-2022,150,80,31,8720000.0,21800,4370000,3646704,730.3,0,0,0,2010000,654872,2511.36,2800000,546744,7479.58,3180000,395888,71.94,215000,,,3170000,981000,392.4,,0,0,,0,0,1940000,129928,1061.66,1050000,9592,109.0,784000,61912,723.76,landia è esportata _9000.0_-2616.0_6.54;landia è esportata _1000000.0_-925192.0_2312.98;, Nord (Norvegia)_nan_9592.0_4.36; Russia europea e Ural (Russia)_1560000.0_1358576.0_8083.44; Svezia_2700000.0_924320.0_627.84;
01:40 21-04-2022,150,80,31,8720000.0,21800,4370000,3646704,730.3,0,0,0,2010000,654872,2511.36,2800000,546744,7479.58,3180000,395888,71.94,215000,,,3170000,981000,392.4,,0,0,,0,0,1940000,129928,1061.66,1050000,9592,109.0,784000,61912,723.76,landia è esportata _9000.0_-2616.0_6.54;landia è esportata _1000000.0_-925192.0_2312.98;, Nord (Norvegia)_nan_9592.0_6.54; Russia europea e Ural (Russia)_1560000.0_1358576.0_8083.44; Svezia_2700000.0_924320.0_630.02;
01:50 21-04-2022,150,80,31,8720000.0,21800,4370000,3646704,730.3,0,0,0,2010000,654872,2511.36,2800000,546744,7479.58,3180000,395888,71.94,215000,,,3170000,981000,392.4,,0,0,,0,0,1940000,129928,1061.66,1050000,9592,109.0,784000,61912,723.76,landia è esportata _9000.0_-2616.0_6.54;landia è esportata _1000000.0_-925192.0_2312.98;, Nord (Norvegia)_nan_9592.0_6.54; Russia europea e Ural (Russia)_1560000.0_1358576.0_8083.44; Svezia_2700000.0_924320.0_630.02;
02:00 21-04-2022,150,80,31,8720000.0,21800,4370000,3646704,730.3,0,0,0,2010000,654872,2511.36,2800000,546744,7479.58,3180000,395888,71.94,215000,,,3170000,981000,392.4,,0,0,,0,0,1940000,129928,1061.66,1050000,9592,109.0,784000,61912,723.76,landia è esportata _9000.0_-2616.0_6.54;landia è esportata _1000000.0_-925192.0_2312.98;, Nord (Norvegia)_nan_9592.0_6.54; Russia europea e Ural (Russia)_1560000.0_1358576.0_8083.44; Svezia_2700000.0_924320.0_630.02;
02:10 21-04-2022,160,79,37,9640000.0,25700,4370000,3412560,681.05,0,0,0,2010000,690224,2644.53,2800000,794336,10840.26,3180000,1272480,233.87,215000,,,3170000,1050760,418.91,,0,0,,0,0,1940000,146528,1197.62,1050000,10604,110.51,784000,80976,940.62,landia è esportata _9000.0_-1928.0_5.14;landia è esportata _1000000.0_-971712.0_2590.56;, Nord (Norvegia)_nan_16388.0_7.71; Russia europea e Ural (Russia)_1560000.0_1363096.0_8095.5; Svezia_2700000.0_803012.0_529.42;
02:20 21-04-2022,160,79,37,9640000.0,25700,4370000,3412560,681.05,0,0,0,2010000,690224,2644.53,2800000,794336,10840.26,3180000,1272480,233.87,215000,,,3170000,1050760,418.91,,0,0,,0,0,1940000,146528,1197.62,1050000,10604,110.51,784000,80976,940.62,landia è esportata _9000.0_-1928.0_5.14;landia è esportata _1000000.0_-971712.0_2590.56;, Nord (Norvegia)_nan_16388.0_7.71; Russia europea e Ural (Russia)_1560000.0_1363096.0_8095.5; Svezia_2700000.0_803012.0_529.42;
02:30 21-04-2022,160,79,37,9640000.0,25700,4370000,3412560,681.05,0,0,0,2010000,690224,2644.53,2800000,794336,10840.26,3180000,1272480,233.87,215000,,,3170000,1050760,418.91,,0,0,,0,0,1940000,146528,1197.62,1050000,10604,110.51,784000,80976,940.62,landia è esportata _9000.0_-1928.0_5.14;landia è esportata _1000000.0_-971712.0_2590.56;, Nord (Norvegia)_nan_16388.0_7.71; Russia europea e Ural (Russia)_1560000.0_1363096.0_8095.5; Svezia_2700000.0_803012.0_529.42;
02:40 21-04-2022,160,79,37,9640000.0,25700,4370000,3412560,681.05,0,0,0,2010000,690224,2644.53,2800000,794336,10840.26,3180000,1272480,233.87,215000,,,3170000,1050760,418.91,,0,0,,0,0,1940000,146528,1197.62,1050000,10604,110.51,784000,80976,940.62,landia è esportata _9000.0_-1928.0_5.14;landia è esportata _1000000.0_-971712.0_2590.56;, Nord (Norvegia)_nan_16388.0_7.71; Russia europea e Ural (Russia)_1560000.0_1363096.0_8095.5; Svezia_2700000.0_803012.0_529.42;
02:50 21-04-2022,160,79,37,9640000.0,25700,4370000,3412560,681.05,0,0,0,2010000,690224,2644.53,2800000,794336,10840.26,3180000,1272480,233.87,215000,,,3170000,1050760,418.91,,0,0,,0,0,1940000,146528,1197.62,1050000,10604,110.51,784000,80976,940.62,landia è esportata _9000.0_-1928.0_5.14;landia è esportata _1000000.0_-971712.0_2590.56;, Nord (Norvegia)_nan_16388.0_7.71; Russia europea e Ural (Russia)_1560000.0_1363096.0_8095.5; Svezia_2700000.0_803012.0_529.42;
03:00 21-04-2022,160,79,37,9640000.0,25700,4370000,3412560,681.05,0,0,0,2010000,690224,2644.53,2800000,794336,10840.26,3180000,1272480,233.87,215000,,,3170000,1050760,418.91,,0,0,,0,0,1940000,146528,1197.62,1050000,10604,110.51,784000,80976,940.62,landia è esportata _9000.0_-1928.0_5.14;landia è esportata _1000000.0_-971712.0_2590.56;, Nord (Norvegia)_nan_16388.0_7.71; Russia europea e Ural (Russia)_1560000.0_1363096.0_8095.5; Svezia_2700000.0_803012.0_529.42;
03:10 21-04-2022,155,79,29,8340000.0,21600,4370000,3648750,730.08,0,0,0,2010000,658026,2527.2,2800000,538764,7376.4,3180000,600480,110.16,215000,,,3170000,781458,313.2,,0,0,,0,0,1940000,141780,1162.08,1050000,10008,108.0,784000,65886,771.12,landia è esportata _9000.0_-1668.0_4.32;landia è esportata _1000000.0_-955764.0_2475.36;, Nord (Norvegia)_nan_12510.0_6.48; Russia europea e Ural (Russia)_1560000.0_1366092.0_8136.72; Svezia_2700000.0_514578.0_358.56;
03:20 21-04-2022,155,79,29,8340000.0,21600,4370000,3648750,730.08,0,0,0,2010000,658026,2527.2,2800000,538764,7376.4,3180000,600480,110.16,215000,,,3170000,781458,313.2,,0,0,,0,0,1940000,141780,1162.08,1050000,10008,108.0,784000,65886,771.12,landia è esportata _9000.0_-1668.0_4.32;landia è esportata _1000000.0_-955764.0_2475.36;, Nord (Norvegia)_nan_12510.0_6.48; Russia europea e Ural (Russia)_1560000.0_1366092.0_8136.72; Svezia_2700000.0_514578.0_358.56;
03:30 21-04-2022,155,79,29,8340000.0,21600,4370000,3648750,730.08,0,0,0,2010000,658026,2527.2,2800000,538764,7376.4,3180000,600480,110.16,215000,,,3170000,781458,313.2,,0,0,,0,0,1940000,141780,1162.08,1050000,10008,108.0,784000,65886,771.12,landia è esportata _9000.0_-1668.0_4.32;landia è esportata _1000000.0_-955764.0_2475.36;, Nord (Norvegia)_nan_12510.0_6.48; Russia europea e Ural (Russia)_1560000.0_1366092.0_8136.72; Svezia_2700000.0_514578.0_358.56;
