timestamp,carbon_intensity,low_emissions,renewable_emissions,total_production,total_emissions,nucleare_installed_capacity,nucleare_production,nucleare_emissions,geotermico_installed_capacity,geotermico_production,geotermico_emissions,biomassa_installed_capacity,biomassa_production,biomassa_emissions,carbone_installed_capacity,carbone_production,carbone_emissions,eolico_installed_capacity,eolico_production,eolico_emissions,fotovoltaico_installed_capacity,fotovoltaico_production,fotovoltaico_emissions,idroelettrico_installed_capacity,idroelettrico_production,idroelettrico_emissions,accumuloidro_installed_capacity,accumuloidro_production,accumuloidro_emissions,batterieaccu_installed_capacity,batterieaccu_production,batterieaccu_emissions,gas_installed_capacity,gas_production,gas_emissions,petrolio_installed_capacity,petrolio_production,petrolio_emissions,sconosciuto_installed_capacity,sconosciuto_production,sconosciuto_emissions,exchange_export,exchange_import
19:00 20-04-2022,308,41,41,2260000,11600.0,0,0,0,0,0,0,72700,18080.0,68.44,0,0,0,1930000,543756.0,99.76,1490000,358888,269.12,152000,4068.0,1.16,580000,0.0,0.0,,0,0,4460000,1248424.0,10199.88,866000,65992.0,714.56,,21018.0,244.76, Meridione (Italia)_nan_-265776.0_1364.16; Malta_200000.0_-150968.0_774.88;,
19:10 20-04-2022,238,56,56,1800000,7130.0,0,0,0,0,0,0,72700,10980.0,42.07,0,0,0,1930000,722160.0,132.62,1490000,238320,178.96,152000,34020.0,13.55,580000,-4500.0,,,0,0,4460000,697320.0,5694.02,866000,76320.0,826.37,,20880.0,243.13, Meridione (Italia)_nan_-265860.0_1053.1; Malta_200000.0_-151020.0_598.21;,
19:20 20-04-2022,238,56,56,1800000,7130.0,0,0,0,0,0,0,72700,10980.0,42.07,0,0,0,1930000,722160.0,132.62,1490000,238320,178.96,152000,34020.0,13.55,580000,-4500.0,,,0,0,4460000,697320.0,5694.02,866000,76320.0,826.37,,20880.0,243.13, Meridione (Italia)_nan_-265860.0_1053.1; Malta_200000.0_-151020.0_598.21;,
19:30 20-04-2022,238,56,56,1800000,7130.0,0,0,0,0,0,0,72700,10980.0,42.07,0,0,0,1930000,722160.0,132.62,1490000,238320,178.96,152000,34020.0,13.55,580000,-4500.0,,,0,0,4460000,697320.0,5694.02,866000,76320.0,826.37,,20880.0,243.13, Meridione (Italia)_nan_-265860.0_1053.1; Malta_200000.0_-151020.0_598.21;,
19:40 20-04-2022,238,56,56,1800000,7130.0,0,0,0,0,0,0,72700,10980.0,42.07,0,0,0,1930000,722160.0,132.62,1490000,238320,178.96,152000,34020.0,13.55,580000,-4500.0,,,0,0,4460000,697320.0,5694.02,866000,76320.0,826.37,,20880.0,243.13, Meridione (Italia)_nan_-265860.0_1053.1; Malta_200000.0_-151020.0_598.21;,
19:50 20-04-2022,314,46,46,2290000,12000.0,0,0,0,0,0,0,72700,16946.0,64.8,0,0,0,1930000,596316.0,109.2,1490000,232435,174.0,152000,2977.0,1.2,580000,194421.0,1024.8,,0,0,4460000,1086376.0,8870.4,866000,138316.0,1497.6,,21984.0,256.8, Meridione (Italia)_nan_-37098.0_194.4; Malta_200000.0_-197398.0_1034.4;,
20:00 20-04-2022,314,46,46,2290000,12000.0,0,0,0,0,0,0,72700,16946.0,64.8,0,0,0,1930000,596316.0,109.2,1490000,232435,174.0,152000,2977.0,1.2,580000,194421.0,1024.8,,0,0,4460000,1086376.0,8870.4,866000,138316.0,1497.6,,21984.0,256.8, Meridione (Italia)_nan_-37098.0_194.4; Malta_200000.0_-197398.0_1034.4;,
20:10 20-04-2022,277,48,48,1680000,7740.0,0,0,0,0,0,0,72700,10920.0,41.8,0,0,0,1930000,670824.0,123.07,1490000,73920,55.73,152000,33768.0,13.16,580000,14784.0,78.17,,0,0,4460000,777168.0,6343.7,866000,75936.0,821.99,,22512.0,263.16, Meridione (Italia)_nan_-36960.0_170.28; Malta_200000.0_-196896.0_907.13;,
20:20 20-04-2022,277,48,48,1680000,7740.0,0,0,0,0,0,0,72700,10920.0,41.8,0,0,0,1930000,670824.0,123.07,1490000,73920,55.73,152000,33768.0,13.16,580000,14784.0,78.17,,0,0,4460000,777168.0,6343.7,866000,75936.0,821.99,,22512.0,263.16, Meridione (Italia)_nan_-36960.0_170.28; Malta_200000.0_-196896.0_907.13;,
20:30 20-04-2022,277,48,48,1680000,7740.0,0,0,0,0,0,0,72700,10920.0,41.8,0,0,0,1930000,670824.0,123.07,1490000,73920,55.73,152000,33768.0,13.16,580000,14784.0,78.17,,0,0,4460000,777168.0,6343.7,866000,75936.0,821.99,,22512.0,263.16, Meridione (Italia)_nan_-36960.0_170.28; Malta_200000.0_-196896.0_907.13;,
20:40 20-04-2022,277,48,48,1680000,7740.0,0,0,0,0,0,0,72700,10920.0,41.8,0,0,0,1930000,670824.0,123.07,1490000,73920,55.73,152000,33768.0,13.16,580000,14784.0,78.17,,0,0,4460000,777168.0,6343.7,866000,75936.0,821.99,,22512.0,263.16, Meridione (Italia)_nan_-36960.0_170.28; Malta_200000.0_-196896.0_907.13;,
20:50 20-04-2022,323,47,47,2330000,12600.0,0,0,0,0,0,0,72700,17941.0,69.3,0,0,0,1930000,666147.0,122.22,1490000,74793,56.7,152000,3961.0,1.26,580000,326666.0,1726.2,,0,0,4460000,1075528.0,8812.44,866000,140732.0,1530.9,,23999.0,280.98, Meridione (Italia)_nan_-251640.0_1360.8; Malta_200000.0_-220651.0_1193.22;,
21:00 20-04-2022,323,47,47,2330000,12600.0,0,0,0,0,0,0,72700,17941.0,69.3,0,0,0,1930000,666147.0,122.22,1490000,74793,56.7,152000,3961.0,1.26,580000,326666.0,1726.2,,0,0,4460000,1075528.0,8812.44,866000,140732.0,1530.9,,23999.0,280.98, Meridione (Italia)_nan_-251640.0_1360.8; Malta_200000.0_-220651.0_1193.22;,
21:10 20-04-2022,310,42,42,1640000,8500.0,0,0,0,0,0,0,72700,10988.0,42.5,0,0,0,1930000,591220.0,108.8,1490000,1312,0.85,152000,34604.0,13.6,580000,51824.0,273.7,,0,0,4460000,852636.0,6982.75,866000,73472.0,797.3,,23944.0,279.65, Meridione (Italia)_nan_-251248.0_1302.2; Malta_200000.0_-220416.0_1142.4;,
21:20 20-04-2022,310,42,42,1640000,8500.0,0,0,0,0,0,0,72700,10988.0,42.5,0,0,0,1930000,591220.0,108.8,1490000,1312,0.85,152000,34604.0,13.6,580000,51824.0,273.7,,0,0,4460000,852636.0,6982.75,866000,73472.0,797.3,,23944.0,279.65, Meridione (Italia)_nan_-251248.0_1302.2; Malta_200000.0_-220416.0_1142.4;,
21:30 20-04-2022,310,42,42,1640000,8500.0,0,0,0,0,0,0,72700,10988.0,42.5,0,0,0,1930000,591220.0,108.8,1490000,1312,0.85,152000,34604.0,13.6,580000,51824.0,273.7,,0,0,4460000,852636.0,6982.75,866000,73472.0,797.3,,23944.0,279.65, Meridione (Italia)_nan_-251248.0_1302.2; Malta_200000.0_-220416.0_1142.4;,
21:40 20-04-2022,310,42,42,1640000,8500.0,0,0,0,0,0,0,72700,10988.0,42.5,0,0,0,1930000,591220.0,108.8,1490000,1312,0.85,152000,34604.0,13.6,580000,51824.0,273.7,,0,0,4460000,852636.0,6982.75,866000,73472.0,797.3,,23944.0,279.65, Meridione (Italia)_nan_-251248.0_1302.2; Malta_200000.0_-220416.0_1142.4;,
21:50 20-04-2022,337,42,42,2410000,13500.0,0,0,0,0,0,0,72700,18075.0,68.85,0,0,0,1930000,705648.0,129.6,1490000,5061,4.05,152000,6025.0,2.7,580000,283175.0,1489.05,,0,0,4460000,1225967.0,9988.65,866000,140021.0,1514.7,,26028.0,302.4, Meridione (Italia)_nan_-172074.0_963.9; Malta_200000.0_-226299.0_1267.65;,
22:00 20-04-2022,337,42,42,2410000,13500.0,0,0,0,0,0,0,72700,18075.0,68.85,0,0,0,1930000,705648.0,129.6,1490000,5061,4.05,152000,6025.0,2.7,580000,283175.0,1489.05,,0,0,4460000,1225967.0,9988.65,866000,140021.0,1514.7,,26028.0,302.4, Meridione (Italia)_nan_-172074.0_963.9; Malta_200000.0_-226299.0_1267.65;,
22:10 20-04-2022,322,42,42,1740000,9310.0,0,0,0,0,0,0,72700,10962.0,41.9,0,0,0,1930000,560106.0,102.41,1490000,0,0.0,152000,35322.0,13.96,580000,126150.0,662.87,,0,0,4460000,911064.0,7423.79,866000,70818.0,765.28,,25752.0,298.85, Meridione (Italia)_nan_-172260.0_921.69; Malta_200000.0_-226374.0_1211.23;,
22:20 20-04-2022,322,42,42,1740000,9310.0,0,0,0,0,0,0,72700,10962.0,41.9,0,0,0,1930000,560106.0,102.41,1490000,0,0.0,152000,35322.0,13.96,580000,126150.0,662.87,,0,0,4460000,911064.0,7423.79,866000,70818.0,765.28,,25752.0,298.85, Meridione (Italia)_nan_-172260.0_921.69; Malta_200000.0_-226374.0_1211.23;,
22:30 20-04-2022,322,42,42,1740000,9310.0,0,0,0,0,0,0,72700,10962.0,41.9,0,0,0,1930000,560106.0,102.41,1490000,0,0.0,152000,35322.0,13.96,580000,126150.0,662.87,,0,0,4460000,911064.0,7423.79,866000,70818.0,765.28,,25752.0,298.85, Meridione (Italia)_nan_-172260.0_921.69; Malta_200000.0_-226374.0_1211.23;,
22:40 20-04-2022,322,42,42,1740000,9310.0,0,0,0,0,0,0,72700,10962.0,41.9,0,0,0,1930000,560106.0,102.41,1490000,0,0.0,152000,35322.0,13.96,580000,126150.0,662.87,,0,0,4460000,911064.0,7423.79,866000,70818.0,765.28,,25752.0,298.85, Meridione (Italia)_nan_-172260.0_921.69; Malta_200000.0_-226374.0_1211.23;,
22:50 20-04-2022,336,43,43,2740000,15400.0,0,0,0,0,0,0,72700,18084.0,69.3,0,0,0,1930000,793504.0,146.3,1490000,0,0.0,152000,3014.0,1.54,580000,363598.0,1921.92,,0,0,4460000,1391920.0,11396.0,866000,143850.0,1563.1,,26030.0,303.38, Meridione (Italia)_nan_-100010.0_562.1; Malta_200000.0_-224954.0_1264.34;,
23:00 20-04-2022,336,43,43,2740000,15400.0,0,0,0,0,0,0,72700,18084.0,69.3,0,0,0,1930000,793504.0,146.3,1490000,0,0.0,152000,3014.0,1.54,580000,363598.0,1921.92,,0,0,4460000,1391920.0,11396.0,866000,143850.0,1563.1,,26030.0,303.38, Meridione (Italia)_nan_-100010.0_562.1; Malta_200000.0_-224954.0_1264.34;,
23:10 20-04-2022,312,42,42,1630000,8510.0,0,0,0,0,0,0,72700,10921.0,42.55,0,0,0,1930000,573760.0,105.52,1490000,0,0.0,152000,36349.0,14.47,580000,55746.0,294.45,,0,0,4460000,868301.0,7110.11,866000,59495.0,646.76,,25265.0,296.15, Meridione (Italia)_nan_-99756.0_520.81; Malta_200000.0_-224451.0_1171.83;,
23:20 20-04-2022,312,42,42,1630000,8510.0,0,0,0,0,0,0,72700,10921.0,42.55,0,0,0,1930000,573760.0,105.52,1490000,0,0.0,152000,36349.0,14.47,580000,55746.0,294.45,,0,0,4460000,868301.0,7110.11,866000,59495.0,646.76,,25265.0,296.15, Meridione (Italia)_nan_-99756.0_520.81; Malta_200000.0_-224451.0_1171.83;,
23:30 20-04-2022,312,42,42,1630000,8510.0,0,0,0,0,0,0,72700,10921.0,42.55,0,0,0,1930000,573760.0,105.52,1490000,0,0.0,152000,36349.0,14.47,580000,55746.0,294.45,,0,0,4460000,868301.0,7110.11,866000,59495.0,646.76,,25265.0,296.15, Meridione (Italia)_nan_-99756.0_520.81; Malta_200000.0_-224451.0_1171.83;,
23:40 20-04-2022,312,42,42,1630000,8510.0,0,0,0,0,0,0,72700,10921.0,42.55,0,0,0,1930000,573760.0,105.52,1490000,0,0.0,152000,36349.0,14.47,580000,55746.0,294.45,,0,0,4460000,868301.0,7110.11,866000,59495.0,646.76,,25265.0,296.15, Meridione (Italia)_nan_-99756.0_520.81; Malta_200000.0_-224451.0_1171.83;,
23:50 20-04-2022,321,47,47,2340000,12500.0,0,0,0,0,0,0,72700,18018.0,68.75,0,0,0,1930000,762372.0,140.0,1490000,0,0.0,152000,3978.0,1.25,580000,301158.0,1586.25,,0,0,4460000,1062360.0,8672.5,866000,142038.0,1538.75,,25974.0,303.75, Malta_200000.0_-221130.0_1181.25;, Meridione (Italia)_nan_24102.0_188.75;
00:10 21-04-2022,304,42,42,1610000,8150.0,0,0,0,0,0,0,72700,11109.0,42.38,0,0,0,1930000,603750.0,110.84,1490000,0,0.0,152000,36547.0,14.67,580000,11592.0,61.12,,0,0,4460000,845572.0,6895.72,866000,52808.0,571.31,,24633.0,286.06, Malta_200000.0_-221214.0_1119.81;, Meridione (Italia)_nan_23989.0_167.89;
00:20 21-04-2022,304,42,42,1610000,8150.0,0,0,0,0,0,0,72700,11109.0,42.38,0,0,0,1930000,603750.0,110.84,1490000,0,0.0,152000,36547.0,14.67,580000,11592.0,61.12,,0,0,4460000,845572.0,6895.72,866000,52808.0,571.31,,24633.0,286.06, Malta_200000.0_-221214.0_1119.81;, Meridione (Italia)_nan_23989.0_167.89;
00:30 21-04-2022,304,42,42,1610000,8150.0,0,0,0,0,0,0,72700,11109.0,42.38,0,0,0,1930000,603750.0,110.84,1490000,0,0.0,152000,36547.0,14.67,580000,11592.0,61.12,,0,0,4460000,845572.0,6895.72,866000,52808.0,571.31,,24633.0,286.06, Malta_200000.0_-221214.0_1119.81;, Meridione (Italia)_nan_23989.0_167.89;
00:40 21-04-2022,304,42,42,1610000,8150.0,0,0,0,0,0,0,72700,11109.0,42.38,0,0,0,1930000,603750.0,110.84,1490000,0,0.0,152000,36547.0,14.67,580000,11592.0,61.12,,0,0,4460000,845572.0,6895.72,866000,52808.0,571.31,,24633.0,286.06, Malta_200000.0_-221214.0_1119.81;, Meridione (Italia)_nan_23989.0_167.89;
00:50 21-04-2022,308,44,44,2110000,10800.0,0,0,0,0,0,0,72700,17935.0,69.12,0,0,0,1930000,810451.0,147.96,1490000,0,0.0,152000,5908.0,2.16,580000,1899.0,10.8,,0,0,4460000,702630.0,5724.0,866000,74905.0,808.92,,25953.0,302.4, Malta_200000.0_-205514.0_1051.92;, Meridione (Italia)_nan_470108.0_3734.64;
01:00 21-04-2022,308,44,44,2110000,10800.0,0,0,0,0,0,0,72700,17935.0,69.12,0,0,0,1930000,810451.0,147.96,1490000,0,0.0,152000,5908.0,2.16,580000,1899.0,10.8,,0,0,4460000,702630.0,5724.0,866000,74905.0,808.92,,25953.0,302.4, Malta_200000.0_-205514.0_1051.92;, Meridione (Italia)_nan_470108.0_3734.64;
01:10 21-04-2022,308,43,43,1950000,9980.0,0,0,0,0,0,0,72700,11115.0,42.91,0,0,0,1930000,648960.0,118.76,1490000,0,0.0,152000,35490.0,13.97,580000,1170.0,5.99,,0,0,4460000,714480.0,5820.34,866000,42900.0,463.07,,23595.0,275.45, Malta_200000.0_-206505.0_1056.88;, Meridione (Italia)_nan_472095.0_3239.51;
01:20 21-04-2022,308,43,43,1950000,9980.0,0,0,0,0,0,0,72700,11115.0,42.91,0,0,0,1930000,648960.0,118.76,1490000,0,0.0,152000,35490.0,13.97,580000,1170.0,5.99,,0,0,4460000,714480.0,5820.34,866000,42900.0,463.07,,23595.0,275.45, Malta_200000.0_-206505.0_1056.88;, Meridione (Italia)_nan_472095.0_3239.51;
01:30 21-04-2022,308,43,43,1950000,9980.0,0,0,0,0,0,0,72700,11115.0,42.91,0,0,0,1930000,648960.0,118.76,1490000,0,0.0,152000,35490.0,13.97,580000,1170.0,5.99,,0,0,4460000,714480.0,5820.34,866000,42900.0,463.07,,23595.0,275.45, Malta_200000.0_-206505.0_1056.88;, Meridione (Italia)_nan_472095.0_3239.51;
01:40 21-04-2022,308,43,43,1950000,9980.0,0,0,0,0,0,0,72700,11115.0,42.91,0,0,0,1930000,648960.0,118.76,1490000,0,0.0,152000,35490.0,13.97,580000,1170.0,5.99,,0,0,4460000,714480.0,5820.34,866000,42900.0,463.07,,23595.0,275.45, Malta_200000.0_-206505.0_1056.88;, Meridione (Italia)_nan_472095.0_3239.51;
01:50 21-04-2022,295,45,45,1890000,9270.0,0,0,0,0,0,0,72700,17955.0,68.6,0,0,0,1930000,781137.0,142.76,1490000,0,0.0,152000,6048.0,2.78,580000,0.0,0.0,,0,0,4460000,819126.0,6674.4,866000,65205.0,704.52,,23058.0,268.83, Malta_200000.0_-175392.0_860.26;, Meridione (Italia)_nan_177471.0_1408.11;
02:00 21-04-2022,295,45,45,1890000,9270.0,0,0,0,0,0,0,72700,17955.0,68.6,0,0,0,1930000,781137.0,142.76,1490000,0,0.0,152000,6048.0,2.78,580000,0.0,0.0,,0,0,4460000,819126.0,6674.4,866000,65205.0,704.52,,23058.0,268.83, Malta_200000.0_-175392.0_860.26;, Meridione (Italia)_nan_177471.0_1408.11;
02:10 21-04-2022,267,50,50,1600000,7100.0,0,0,0,0,0,0,72700,10240.0,39.05,0,0,0,1930000,691520.0,126.38,1490000,0,0.0,152000,33920.0,13.49,580000,-5920.0,,,0,0,4460000,644320.0,5256.84,866000,21280.0,230.75,,21440.0,250.63, Malta_200000.0_-175200.0_777.45;, Meridione (Italia)_nan_177280.0_1182.86;
02:20 21-04-2022,267,50,50,1600000,7100.0,0,0,0,0,0,0,72700,10240.0,39.05,0,0,0,1930000,691520.0,126.38,1490000,0,0.0,152000,33920.0,13.49,580000,-5920.0,,,0,0,4460000,644320.0,5256.84,866000,21280.0,230.75,,21440.0,250.63, Malta_200000.0_-175200.0_777.45;, Meridione (Italia)_nan_177280.0_1182.86;
02:30 21-04-2022,267,50,50,1600000,7100.0,0,0,0,0,0,0,72700,10240.0,39.05,0,0,0,1930000,691520.0,126.38,1490000,0,0.0,152000,33920.0,13.49,580000,-5920.0,,,0,0,4460000,644320.0,5256.84,866000,21280.0,230.75,,21440.0,250.63, Malta_200000.0_-175200.0_777.45;, Meridione (Italia)_nan_177280.0_1182.86;
02:40 21-04-2022,267,50,50,1600000,7100.0,0,0,0,0,0,0,72700,10240.0,39.05,0,0,0,1930000,691520.0,126.38,1490000,0,0.0,152000,33920.0,13.49,580000,-5920.0,,,0,0,4460000,644320.0,5256.84,866000,21280.0,230.75,,21440.0,250.63, Malta_200000.0_-175200.0_777.45;, Meridione (Italia)_nan_177280.0_1182.86;
02:50 21-04-2022,259,51,51,1690000,7310.0,0,0,0,0,0,0,72700,17914.0,68.71,0,0,0,1930000,829452.0,152.05,1490000,0,0.0,152000,5915.0,2.19,580000,-43940.0,,,0,0,4460000,741741.0,6067.3,866000,64896.0,703.95,,19942.0,233.19, Malta_200000.0_-148720.0_643.28;, Meridione (Italia)_nan_9971.0_81.14;
03:00 21-04-2022,259,51,51,1690000,7310.0,0,0,0,0,0,0,72700,17914.0,68.71,0,0,0,1930000,829452.0,152.05,1490000,0,0.0,152000,5915.0,2.19,580000,-43940.0,,,0,0,4460000,741741.0,6067.3,866000,64896.0,703.95,,19942.0,233.19, Malta_200000.0_-148720.0_643.28;, Meridione (Italia)_nan_9971.0_81.14;
03:10 21-04-2022,251,52,52,1410000,5900.0,0,0,0,0,0,0,72700,10152.0,38.94,0,0,0,1930000,680184.0,124.49,1490000,0,0.0,152000,32994.0,12.98,580000,-30174.0,,,0,0,4460000,634641.0,5184.92,866000,21009.0,227.15,,21009.0,246.03, Malta_200000.0_-148896.0_623.04;, Meridione (Italia)_nan_10011.0_64.9;
03:20 21-04-2022,251,52,52,1410000,5900.0,0,0,0,0,0,0,72700,10152.0,38.94,0,0,0,1930000,680184.0,124.49,1490000,0,0.0,152000,32994.0,12.98,580000,-30174.0,,,0,0,4460000,634641.0,5184.92,866000,21009.0,227.15,,21009.0,246.03, Malta_200000.0_-148896.0_623.04;, Meridione (Italia)_nan_10011.0_64.9;
03:30 21-04-2022,251,52,52,1410000,5900.0,0,0,0,0,0,0,72700,10152.0,38.94,0,0,0,1930000,680184.0,124.49,1490000,0,0.0,152000,32994.0,12.98,580000,-30174.0,,,0,0,4460000,634641.0,5184.92,866000,21009.0,227.15,,21009.0,246.03, Malta_200000.0_-148896.0_623.04;, Meridione (Italia)_nan_10011.0_64.9;
03:40 21-04-2022,251,52,52,1410000,5900.0,0,0,0,0,0,0,72700,10152.0,38.94,0,0,0,1930000,680184.0,124.49,1490000,0,0.0,152000,32994.0,12.98,580000,-30174.0,,,0,0,4460000,634641.0,5184.92,866000,21009.0,227.15,,21009.0,246.03, Malta_200000.0_-148896.0_623.04;, Meridione (Italia)_nan_10011.0_64.9;
03:50 21-04-2022,251,52,52,1410000,5900.0,0,0,0,0,0,0,72700,10152.0,38.94,0,0,0,1930000,680184.0,124.49,1490000,0,0.0,152000,32994.0,12.98,580000,-30174.0,,,0,0,4460000,634641.0,5184.92,866000,21009.0,227.15,,21009.0,246.03, Malta_200000.0_-148896.0_623.04;, Meridione (Italia)_nan_10011.0_64.9;
04:00 21-04-2022,251,52,52,1410000,5900.0,0,0,0,0,0,0,72700,10152.0,38.94,0,0,0,1930000,680184.0,124.49,1490000,0,0.0,152000,32994.0,12.98,580000,-30174.0,,,0,0,4460000,634641.0,5184.92,866000,21009.0,227.15,,21009.0,246.03, Malta_200000.0_-148896.0_623.04;, Meridione (Italia)_nan_10011.0_64.9;
04:10 21-04-2022,258,50,50,1330000,5710.0,0,0,0,0,0,0,72700,9576.0,36.54,0,0,0,1930000,626430.0,114.77,1490000,0,0.0,152000,31388.0,12.56,580000,-63973.0,,,0,0,4460000,617519.0,5040.22,866000,24073.0,260.95,,21014.0,244.96, Meridione (Italia)_nan_-178087.0_764.57; Malta_200000.0_-134064.0_575.57;,
04:20 21-04-2022,258,50,50,1330000,5710.0,0,0,0,0,0,0,72700,9576.0,36.54,0,0,0,1930000,626430.0,114.77,1490000,0,0.0,152000,31388.0,12.56,580000,-63973.0,,,0,0,4460000,617519.0,5040.22,866000,24073.0,260.95,,21014.0,244.96, Meridione (Italia)_nan_-178087.0_764.57; Malta_200000.0_-134064.0_575.57;,
04:30 21-04-2022,258,50,50,1330000,5710.0,0,0,0,0,0,0,72700,9576.0,36.54,0,0,0,1930000,626430.0,114.77,1490000,0,0.0,152000,31388.0,12.56,580000,-63973.0,,,0,0,4460000,617519.0,5040.22,866000,24073.0,260.95,,21014.0,244.96, Meridione (Italia)_nan_-178087.0_764.57; Malta_200000.0_-134064.0_575.57;,
04:40 21-04-2022,258,50,50,1330000,5710.0,0,0,0,0,0,0,72700,9576.0,36.54,0,0,0,1930000,626430.0,114.77,1490000,0,0.0,152000,31388.0,12.56,580000,-63973.0,,,0,0,4460000,617519.0,5040.22,866000,24073.0,260.95,,21014.0,244.96, Meridione (Italia)_nan_-178087.0_764.57; Malta_200000.0_-134064.0_575.57;,
04:50 21-04-2022,284,47,47,1900000,8980.0,0,0,0,0,0,0,72700,18050.0,69.15,0,0,0,1930000,832580.0,152.66,1490000,0,0.0,152000,6080.0,2.69,580000,-468730.0,,,0,0,4460000,797620.0,6513.19,866000,64030.0,693.26,,19950.0,233.48, Malta_200000.0_-127870.0_604.35;, Meridione (Italia)_nan_161880.0_1316.47;
05:00 21-04-2022,284,47,47,1900000,8980.0,0,0,0,0,0,0,72700,18050.0,69.15,0,0,0,1930000,832580.0,152.66,1490000,0,0.0,152000,6080.0,2.69,580000,-468730.0,,,0,0,4460000,797620.0,6513.19,866000,64030.0,693.26,,19950.0,233.48, Malta_200000.0_-127870.0_604.35;, Meridione (Italia)_nan_161880.0_1316.47;
05:10 21-04-2022,274,48,48,1480000,6760.0,0,0,0,0,0,0,72700,9620.0,37.18,0,0,0,1930000,610056.0,111.54,1490000,0,0.0,152000,31524.0,12.84,580000,-78588.0,,,0,0,4460000,621008.0,5068.65,866000,24420.0,263.64,,21164.0,246.74, Malta_200000.0_-128168.0_585.42;, Meridione (Italia)_nan_162060.0_1019.41;
05:20 21-04-2022,274,48,48,1480000,6760.0,0,0,0,0,0,0,72700,9620.0,37.18,0,0,0,1930000,610056.0,111.54,1490000,0,0.0,152000,31524.0,12.84,580000,-78588.0,,,0,0,4460000,621008.0,5068.65,866000,24420.0,263.64,,21164.0,246.74, Malta_200000.0_-128168.0_585.42;, Meridione (Italia)_nan_162060.0_1019.41;
05:30 21-04-2022,274,48,48,1480000,6760.0,0,0,0,0,0,0,72700,9620.0,37.18,0,0,0,1930000,610056.0,111.54,1490000,0,0.0,152000,31524.0,12.84,580000,-78588.0,,,0,0,4460000,621008.0,5068.65,866000,24420.0,263.64,,21164.0,246.74, Malta_200000.0_-128168.0_585.42;, Meridione (Italia)_nan_162060.0_1019.41;
05:40 21-04-2022,274,48,48,1480000,6760.0,0,0,0,0,0,0,72700,9620.0,37.18,0,0,0,1930000,610056.0,111.54,1490000,0,0.0,152000,31524.0,12.84,580000,-78588.0,,,0,0,4460000,621008.0,5068.65,866000,24420.0,263.64,,21164.0,246.74, Malta_200000.0_-128168.0_585.42;, Meridione (Italia)_nan_162060.0_1019.41;
05:50 21-04-2022,274,48,48,1480000,6760.0,0,0,0,0,0,0,72700,9620.0,37.18,0,0,0,1930000,610056.0,111.54,1490000,0,0.0,152000,31524.0,12.84,580000,-78588.0,,,0,0,4460000,621008.0,5068.65,866000,24420.0,263.64,,21164.0,246.74, Malta_200000.0_-128168.0_585.42;, Meridione (Italia)_nan_162060.0_1019.41;
06:00 21-04-2022,250,55,55,1910000,7960.0,0,0,0,0,0,0,72700,17954.0,69.25,0,0,0,1930000,966460.0,177.51,1490000,0,0.0,152000,3056.0,1.59,580000,-476163.0,,,0,0,4460000,614065.0,5019.58,866000,63985.0,692.52,,20055.0,233.23, Malta_200000.0_-126824.0_528.54;, Meridione (Italia)_nan_224616.0_1767.12;
06:10 21-04-2022,284,47,47,1540000,7280.0,0,0,0,0,0,0,72700,9702.0,37.13,0,0,0,1930000,593362.0,108.47,1490000,0,0.0,152000,31570.0,12.38,580000,-63602.0,,,0,0,4460000,633710.0,5164.43,866000,25256.0,272.27,,21098.0,245.34, Malta_200000.0_-127204.0_601.33;, Meridione (Italia)_nan_225456.0_1439.26;
06:20 21-04-2022,284,47,47,1540000,7280.0,0,0,0,0,0,0,72700,9702.0,37.13,0,0,0,1930000,593362.0,108.47,1490000,0,0.0,152000,31570.0,12.38,580000,-63602.0,,,0,0,4460000,633710.0,5164.43,866000,25256.0,272.27,,21098.0,245.34, Malta_200000.0_-127204.0_601.33;, Meridione (Italia)_nan_225456.0_1439.26;
06:30 21-04-2022,284,47,47,1540000,7280.0,0,0,0,0,0,0,72700,9702.0,37.13,0,0,0,1930000,593362.0,108.47,1490000,0,0.0,152000,31570.0,12.38,580000,-63602.0,,,0,0,4460000,633710.0,5164.43,866000,25256.0,272.27,,21098.0,245.34, Malta_200000.0_-127204.0_601.33;, Meridione (Italia)_nan_225456.0_1439.26;
06:40 21-04-2022,284,47,47,1540000,7280.0,0,0,0,0,0,0,72700,9702.0,37.13,0,0,0,1930000,593362.0,108.47,1490000,0,0.0,152000,31570.0,12.38,580000,-63602.0,,,0,0,4460000,633710.0,5164.43,866000,25256.0,272.27,,21098.0,245.34, Malta_200000.0_-127204.0_601.33;, Meridione (Italia)_nan_225456.0_1439.26;
06:50 21-04-2022,284,47,47,1540000,7280.0,0,0,0,0,0,0,72700,9702.0,37.13,0,0,0,1930000,593362.0,108.47,1490000,0,0.0,152000,31570.0,12.38,580000,-63602.0,,,0,0,4460000,633710.0,5164.43,866000,25256.0,272.27,,21098.0,245.34, Malta_200000.0_-127204.0_601.33;, Meridione (Italia)_nan_225456.0_1439.26;
07:00 21-04-2022,227,56,56,1920000,7260.0,0,0,0,0,0,0,72700,18048.0,68.97,0,0,0,1930000,1048512.0,192.39,1490000,0,0.0,152000,3072.0,1.45,580000,-471744.0,,,0,0,4460000,778560.0,6360.49,866000,1920.0,21.78,,19968.0,233.05, Malta_200000.0_-135936.0_514.01;, Meridione (Italia)_nan_49920.0_381.88;
