timestamp,carbon_intensity,low_emissions,renewable_emissions,total_production,total_emissions,nucleare_installed_capacity,nucleare_production,nucleare_emissions,geotermico_installed_capacity,geotermico_production,geotermico_emissions,biomassa_installed_capacity,biomassa_production,biomassa_emissions,carbone_installed_capacity,carbone_production,carbone_emissions,eolico_installed_capacity,eolico_production,eolico_emissions,fotovoltaico_installed_capacity,fotovoltaico_production,fotovoltaico_emissions,idroelettrico_installed_capacity,idroelettrico_production,idroelettrico_emissions,accumuloidro_installed_capacity,accumuloidro_production,accumuloidro_emissions,batterieaccu_installed_capacity,batterieaccu_production,batterieaccu_emissions,gas_installed_capacity,gas_production,gas_emissions,petrolio_installed_capacity,petrolio_production,petrolio_emissions,sconosciuto_installed_capacity,sconosciuto_production,sconosciuto_emissions,exchange_export,exchange_import
19:00 20-04-2022,167,83,65,588000,1640,,,,,,,56500,52449.6,201.39,,,,139000,45981.6,8.36,268000,98196.0,73.8,23000,2998.8,1.15,,0,0,,0,0,11600,8467.2,69.54,,,,82400,,,, Belgio_nan_185161.2_365.39; Germania_nan_194686.8_920.2;
19:10 20-04-2022,175,80,59,611000,1780,,,,,,,56500,49491.0,189.39,,,,139000,45702.8,8.37,268000,75947.3,56.96,23000,9226.1,3.74,,0,0,,0,0,11600,8981.7,73.34,,,,82400,,,, Belgio_nan_225642.3_472.06; Germania_nan_195947.7_976.15;
19:20 20-04-2022,175,80,59,611000,1780,,,,,,,56500,49491.0,189.39,,,,139000,45702.8,8.37,268000,75947.3,56.96,23000,9226.1,3.74,,0,0,,0,0,11600,8981.7,73.34,,,,82400,,,, Belgio_nan_225642.3_472.06; Germania_nan_195947.7_976.15;
19:30 20-04-2022,175,80,59,611000,1780,,,,,,,56500,49491.0,189.39,,,,139000,45702.8,8.37,268000,75947.3,56.96,23000,9226.1,3.74,,0,0,,0,0,11600,8981.7,73.34,,,,82400,,,, Belgio_nan_225642.3_472.06; Germania_nan_195947.7_976.15;
19:40 20-04-2022,175,80,59,611000,1780,,,,,,,56500,49491.0,189.39,,,,139000,45702.8,8.37,268000,75947.3,56.96,23000,9226.1,3.74,,0,0,,0,0,11600,8981.7,73.34,,,,82400,,,, Belgio_nan_225642.3_472.06; Germania_nan_195947.7_976.15;
19:50 20-04-2022,166,82,61,614000,1700,,,,,,,56500,49488.4,189.89,,,,139000,45743.0,8.33,268000,76013.2,57.12,23000,9271.4,3.74,,0,0,,0,0,11600,9025.8,73.61,,,,82400,,,, Belgio_nan_225767.8_327.76; Germania_nan_198751.8_1039.55;
20:00 20-04-2022,166,82,61,614000,1700,,,,,,,56500,49488.4,189.89,,,,139000,45743.0,8.33,268000,76013.2,57.12,23000,9271.4,3.74,,0,0,,0,0,11600,9025.8,73.61,,,,82400,,,, Belgio_nan_225767.8_327.76; Germania_nan_198751.8_1039.55;
20:10 20-04-2022,208,75,51,612000,2120,,,,,,,56500,45288.0,173.84,,,,139000,36536.4,6.78,268000,47001.6,35.4,23000,9241.2,3.6,,0,0,,0,0,11600,14014.8,114.48,,,,82400,,,, Belgio_nan_248349.6_566.89; Germania_nan_211568.4_1219.21;
20:20 20-04-2022,208,75,51,612000,2120,,,,,,,56500,45288.0,173.84,,,,139000,36536.4,6.78,268000,47001.6,35.4,23000,9241.2,3.6,,0,0,,0,0,11600,14014.8,114.48,,,,82400,,,, Belgio_nan_248349.6_566.89; Germania_nan_211568.4_1219.21;
20:30 20-04-2022,208,75,51,612000,2120,,,,,,,56500,45288.0,173.84,,,,139000,36536.4,6.78,268000,47001.6,35.4,23000,9241.2,3.6,,0,0,,0,0,11600,14014.8,114.48,,,,82400,,,, Belgio_nan_248349.6_566.89; Germania_nan_211568.4_1219.21;
20:40 20-04-2022,208,75,51,612000,2120,,,,,,,56500,45288.0,173.84,,,,139000,36536.4,6.78,268000,47001.6,35.4,23000,9241.2,3.6,,0,0,,0,0,11600,14014.8,114.48,,,,82400,,,, Belgio_nan_248349.6_566.89; Germania_nan_211568.4_1219.21;
20:50 20-04-2022,208,75,51,612000,2120,,,,,,,56500,45288.0,173.84,,,,139000,36536.4,6.78,268000,47001.6,35.4,23000,9241.2,3.6,,0,0,,0,0,11600,14014.8,114.48,,,,82400,,,, Belgio_nan_248349.6_566.89; Germania_nan_211568.4_1219.21;
21:00 20-04-2022,208,75,51,612000,2120,,,,,,,56500,45288.0,173.84,,,,139000,36536.4,6.78,268000,47001.6,35.4,23000,9241.2,3.6,,0,0,,0,0,11600,14014.8,114.48,,,,82400,,,, Belgio_nan_248349.6_566.89; Germania_nan_211568.4_1219.21;
21:10 20-04-2022,226,73,52,620000,2340,,,,,,,56500,44268.0,169.65,,,,139000,40982.0,7.49,268000,19530.0,14.74,23000,14012.0,5.62,,0,0,,0,0,11600,10726.0,87.75,,,,82400,,,, Belgio_nan_211730.0_516.91; Germania_nan_278752.0_1537.85;
21:20 20-04-2022,226,73,52,620000,2340,,,,,,,56500,44268.0,169.65,,,,139000,40982.0,7.49,268000,19530.0,14.74,23000,14012.0,5.62,,0,0,,0,0,11600,10726.0,87.75,,,,82400,,,, Belgio_nan_211730.0_516.91; Germania_nan_278752.0_1537.85;
21:30 20-04-2022,226,73,52,620000,2340,,,,,,,56500,44268.0,169.65,,,,139000,40982.0,7.49,268000,19530.0,14.74,23000,14012.0,5.62,,0,0,,0,0,11600,10726.0,87.75,,,,82400,,,, Belgio_nan_211730.0_516.91; Germania_nan_278752.0_1537.85;
21:40 20-04-2022,226,73,52,620000,2340,,,,,,,56500,44268.0,169.65,,,,139000,40982.0,7.49,268000,19530.0,14.74,23000,14012.0,5.62,,0,0,,0,0,11600,10726.0,87.75,,,,82400,,,, Belgio_nan_211730.0_516.91; Germania_nan_278752.0_1537.85;
21:50 20-04-2022,244,69,47,628000,2550,,,,,,,56500,44274.0,169.83,,,,139000,41008.4,7.65,268000,19530.8,14.53,23000,14004.4,5.61,,0,0,,0,0,11600,10738.8,87.98,,,,82400,,,, Belgio_nan_211950.0_463.85; Germania_nan_286493.6_1800.55;
22:00 20-04-2022,244,69,47,628000,2550,,,,,,,56500,44274.0,169.83,,,,139000,41008.4,7.65,268000,19530.8,14.53,23000,14004.4,5.61,,0,0,,0,0,11600,10738.8,87.98,,,,82400,,,, Belgio_nan_211950.0_463.85; Germania_nan_286493.6_1800.55;
22:10 20-04-2022,240,71,51,619000,2470,,,,,,,56500,41039.7,156.84,,,,139000,40544.5,7.41,268000,3033.1,2.22,23000,9285.0,3.71,,0,0,,0,0,11600,5013.9,40.76,,,,82400,,,, Belgio_nan_191147.2_450.53; Germania_nan_328998.5_1808.53;
22:20 20-04-2022,240,71,51,619000,2470,,,,,,,56500,41039.7,156.84,,,,139000,40544.5,7.41,268000,3033.1,2.22,23000,9285.0,3.71,,0,0,,0,0,11600,5013.9,40.76,,,,82400,,,, Belgio_nan_191147.2_450.53; Germania_nan_328998.5_1808.53;
22:30 20-04-2022,240,71,51,619000,2470,,,,,,,56500,41039.7,156.84,,,,139000,40544.5,7.41,268000,3033.1,2.22,23000,9285.0,3.71,,0,0,,0,0,11600,5013.9,40.76,,,,82400,,,, Belgio_nan_191147.2_450.53; Germania_nan_328998.5_1808.53;
22:40 20-04-2022,240,71,51,619000,2470,,,,,,,56500,41039.7,156.84,,,,139000,40544.5,7.41,268000,3033.1,2.22,23000,9285.0,3.71,,0,0,,0,0,11600,5013.9,40.76,,,,82400,,,, Belgio_nan_191147.2_450.53; Germania_nan_328998.5_1808.53;
22:50 20-04-2022,240,71,51,619000,2470,,,,,,,56500,41039.7,156.84,,,,139000,40544.5,7.41,268000,3033.1,2.22,23000,9285.0,3.71,,0,0,,0,0,11600,5013.9,40.76,,,,82400,,,, Belgio_nan_191147.2_450.53; Germania_nan_328998.5_1808.53;
23:00 20-04-2022,252,68,45,605000,2540,,,,,,,56500,41019.0,157.23,,,,139000,40535.0,7.37,268000,3025.0,2.29,23000,9256.5,3.81,,0,0,,0,0,11600,5021.5,40.89,,,,82400,,,, Belgio_nan_191180.0_400.81; Germania_nan_315023.5_1927.86;
23:10 20-04-2022,229,71,52,592000,2260,,,,,,,56500,33033.6,126.79,,,,139000,68316.8,12.43,268000,0.0,0.0,23000,9235.2,3.62,,0,0,,0,0,11600,12787.2,104.41,,,,82400,,,, Belgio_nan_178665.6_421.49; Germania_nan_290020.8_1591.27;
23:20 20-04-2022,229,71,52,592000,2260,,,,,,,56500,33033.6,126.79,,,,139000,68316.8,12.43,268000,0.0,0.0,23000,9235.2,3.62,,0,0,,0,0,11600,12787.2,104.41,,,,82400,,,, Belgio_nan_178665.6_421.49; Germania_nan_290020.8_1591.27;
23:30 20-04-2022,229,71,52,592000,2260,,,,,,,56500,33033.6,126.79,,,,139000,68316.8,12.43,268000,0.0,0.0,23000,9235.2,3.62,,0,0,,0,0,11600,12787.2,104.41,,,,82400,,,, Belgio_nan_178665.6_421.49; Germania_nan_290020.8_1591.27;
23:40 20-04-2022,229,71,52,592000,2260,,,,,,,56500,33033.6,126.79,,,,139000,68316.8,12.43,268000,0.0,0.0,23000,9235.2,3.62,,0,0,,0,0,11600,12787.2,104.41,,,,82400,,,, Belgio_nan_178665.6_421.49; Germania_nan_290020.8_1591.27;
23:50 20-04-2022,226,70,48,592000,2230,,,,,,,56500,33033.6,126.44,,,,139000,68316.8,12.49,268000,0.0,0.0,23000,9235.2,3.79,,0,0,,0,0,11600,12787.2,104.14,,,,82400,,,, Belgio_nan_178665.6_373.08; Germania_nan_290020.8_1610.06;
00:10 21-04-2022,257,69,54,586000,2510,,,,,,,56500,35511.6,136.04,,,,139000,97276.0,17.82,268000,0.0,0.0,23000,12013.0,4.77,,0,0,,0,0,11600,1992.4,16.32,,,,82400,,,, Belgio_nan_100030.2_238.7; Germania_nan_339118.2_2096.35;
00:20 21-04-2022,257,69,54,586000,2510,,,,,,,56500,35511.6,136.04,,,,139000,97276.0,17.82,268000,0.0,0.0,23000,12013.0,4.77,,0,0,,0,0,11600,1992.4,16.32,,,,82400,,,, Belgio_nan_100030.2_238.7; Germania_nan_339118.2_2096.35;
00:30 21-04-2022,257,69,54,586000,2510,,,,,,,56500,35511.6,136.04,,,,139000,97276.0,17.82,268000,0.0,0.0,23000,12013.0,4.77,,0,0,,0,0,11600,1992.4,16.32,,,,82400,,,, Belgio_nan_100030.2_238.7; Germania_nan_339118.2_2096.35;
00:40 21-04-2022,257,69,54,586000,2510,,,,,,,56500,35511.6,136.04,,,,139000,97276.0,17.82,268000,0.0,0.0,23000,12013.0,4.77,,0,0,,0,0,11600,1992.4,16.32,,,,82400,,,, Belgio_nan_100030.2_238.7; Germania_nan_339118.2_2096.35;
00:50 21-04-2022,266,67,52,589000,2610,,,,,,,56500,35457.8,135.98,,,,139000,97185.0,17.75,268000,0.0,0.0,23000,12015.6,4.7,,0,0,,0,0,11600,2002.6,16.44,,,,82400,,,, Belgio_nan_99953.3_227.85; Germania_nan_342326.8_2207.28;
01:00 21-04-2022,266,67,52,589000,2610,,,,,,,56500,35457.8,135.98,,,,139000,97185.0,17.75,268000,0.0,0.0,23000,12015.6,4.7,,0,0,,0,0,11600,2002.6,16.44,,,,82400,,,, Belgio_nan_99953.3_227.85; Germania_nan_342326.8_2207.28;
01:10 21-04-2022,290,64,52,549000,2660,,,,,,,56500,22234.5,85.39,,,,139000,84985.2,15.69,268000,0.0,0.0,23000,13011.3,5.32,,0,0,,0,0,11600,1482.3,12.24,,,,82400,,,, Belgio_nan_56217.6_128.21; Germania_nan_371069.1_2413.42;
01:20 21-04-2022,290,64,52,549000,2660,,,,,,,56500,22234.5,85.39,,,,139000,84985.2,15.69,268000,0.0,0.0,23000,13011.3,5.32,,0,0,,0,0,11600,1482.3,12.24,,,,82400,,,, Belgio_nan_56217.6_128.21; Germania_nan_371069.1_2413.42;
01:30 21-04-2022,290,64,52,549000,2660,,,,,,,56500,22234.5,85.39,,,,139000,84985.2,15.69,268000,0.0,0.0,23000,13011.3,5.32,,0,0,,0,0,11600,1482.3,12.24,,,,82400,,,, Belgio_nan_56217.6_128.21; Germania_nan_371069.1_2413.42;
01:40 21-04-2022,293,64,52,547000,2670,,,,,,,56500,22262.9,85.44,,,,139000,85058.5,15.49,268000,0.0,0.0,23000,13018.6,5.07,,0,0,,0,0,11600,1476.9,12.28,,,,82400,,,, Belgio_nan_56286.3_128.16; Germania_nan_368842.1_2423.56;
01:50 21-04-2022,293,64,52,547000,2670,,,,,,,56500,22262.9,85.44,,,,139000,85058.5,15.49,268000,0.0,0.0,23000,13018.6,5.07,,0,0,,0,0,11600,1476.9,12.28,,,,82400,,,, Belgio_nan_56286.3_128.16; Germania_nan_368842.1_2423.56;
02:00 21-04-2022,293,64,52,547000,2670,,,,,,,56500,22262.9,85.44,,,,139000,85058.5,15.49,268000,0.0,0.0,23000,13018.6,5.07,,0,0,,0,0,11600,1476.9,12.28,,,,82400,,,, Belgio_nan_56286.3_128.16; Germania_nan_368842.1_2423.56;
02:10 21-04-2022,222,74,64,467000,1810,,,,,,,56500,18493.2,70.95,,,,139000,76261.1,13.94,268000,0.0,0.0,23000,12515.6,5.07,,0,0,,0,0,11600,980.7,8.15,,,,82400,,,, Belgio_nan_53985.2_117.83; Germania_nan_304764.2_1594.07;
02:20 21-04-2022,222,74,64,467000,1810,,,,,,,56500,18493.2,70.95,,,,139000,76261.1,13.94,268000,0.0,0.0,23000,12515.6,5.07,,0,0,,0,0,11600,980.7,8.15,,,,82400,,,, Belgio_nan_53985.2_117.83; Germania_nan_304764.2_1594.07;
02:30 21-04-2022,222,74,64,467000,1810,,,,,,,56500,18493.2,70.95,,,,139000,76261.1,13.94,268000,0.0,0.0,23000,12515.6,5.07,,0,0,,0,0,11600,980.7,8.15,,,,82400,,,, Belgio_nan_53985.2_117.83; Germania_nan_304764.2_1594.07;
02:40 21-04-2022,222,74,64,467000,1810,,,,,,,56500,18493.2,70.95,,,,139000,76261.1,13.94,268000,0.0,0.0,23000,12515.6,5.07,,0,0,,0,0,11600,980.7,8.15,,,,82400,,,, Belgio_nan_53985.2_117.83; Germania_nan_304764.2_1594.07;
02:50 21-04-2022,222,74,64,467000,1810,,,,,,,56500,18493.2,70.95,,,,139000,76261.1,13.94,268000,0.0,0.0,23000,12515.6,5.07,,0,0,,0,0,11600,980.7,8.15,,,,82400,,,, Belgio_nan_53985.2_117.83; Germania_nan_304764.2_1594.07;
03:00 21-04-2022,222,74,64,467000,1810,,,,,,,56500,18493.2,70.95,,,,139000,76261.1,13.94,268000,0.0,0.0,23000,12515.6,5.07,,0,0,,0,0,11600,980.7,8.15,,,,82400,,,, Belgio_nan_53985.2_117.83; Germania_nan_304764.2_1594.07;
03:10 21-04-2022,261,69,55,472000,2050,,,,,,,56500,27517.6,105.37,,,,139000,99120.0,18.04,268000,0.0,0.0,23000,5003.2,2.05,,0,0,,0,0,11600,1510.4,12.3,,,,82400,,,, Belgio_nan_62068.0_134.48; Germania_nan_276780.8_1777.97;
03:20 21-04-2022,261,69,55,472000,2050,,,,,,,56500,27517.6,105.37,,,,139000,99120.0,18.04,268000,0.0,0.0,23000,5003.2,2.05,,0,0,,0,0,11600,1510.4,12.3,,,,82400,,,, Belgio_nan_62068.0_134.48; Germania_nan_276780.8_1777.97;
03:30 21-04-2022,261,69,55,472000,2050,,,,,,,56500,27517.6,105.37,,,,139000,99120.0,18.04,268000,0.0,0.0,23000,5003.2,2.05,,0,0,,0,0,11600,1510.4,12.3,,,,82400,,,, Belgio_nan_62068.0_134.48; Germania_nan_276780.8_1777.97;
03:40 21-04-2022,261,69,55,472000,2050,,,,,,,56500,27517.6,105.37,,,,139000,99120.0,18.04,268000,0.0,0.0,23000,5003.2,2.05,,0,0,,0,0,11600,1510.4,12.3,,,,82400,,,, Belgio_nan_62068.0_134.48; Germania_nan_276780.8_1777.97;
03:50 21-04-2022,253,70,53,495000,2090,,,,,,,56500,27472.5,105.54,,,,139000,98950.5,18.18,268000,0.0,0.0,23000,4999.5,2.09,,0,0,,0,0,11600,1485.0,12.33,,,,82400,,,, Belgio_nan_85932.0_162.81; Germania_nan_276111.0_1789.25;
04:00 21-04-2022,253,70,53,495000,2090,,,,,,,56500,27472.5,105.54,,,,139000,98950.5,18.18,268000,0.0,0.0,23000,4999.5,2.09,,0,0,,0,0,11600,1485.0,12.33,,,,82400,,,, Belgio_nan_85932.0_162.81; Germania_nan_276111.0_1789.25;
04:10 21-04-2022,255,70,52,486000,2060,,,,,,,56500,24008.4,91.88,,,,139000,77565.6,14.21,268000,0.0,0.0,23000,7241.4,2.88,,0,0,,0,0,11600,1263.6,10.3,,,,82400,,,, Belgio_nan_96859.8_202.91; Germania_nan_279061.2_1737.82;
04:20 21-04-2022,255,70,52,486000,2060,,,,,,,56500,24008.4,91.88,,,,139000,77565.6,14.21,268000,0.0,0.0,23000,7241.4,2.88,,0,0,,0,0,11600,1263.6,10.3,,,,82400,,,, Belgio_nan_96859.8_202.91; Germania_nan_279061.2_1737.82;
04:30 21-04-2022,255,70,52,486000,2060,,,,,,,56500,24008.4,91.88,,,,139000,77565.6,14.21,268000,0.0,0.0,23000,7241.4,2.88,,0,0,,0,0,11600,1263.6,10.3,,,,82400,,,, Belgio_nan_96859.8_202.91; Germania_nan_279061.2_1737.82;
04:40 21-04-2022,255,70,52,486000,2060,,,,,,,56500,24008.4,91.88,,,,139000,77565.6,14.21,268000,0.0,0.0,23000,7241.4,2.88,,0,0,,0,0,11600,1263.6,10.3,,,,82400,,,, Belgio_nan_96859.8_202.91; Germania_nan_279061.2_1737.82;
04:50 21-04-2022,265,68,49,481000,2120,,,,,,,56500,24001.9,91.8,,,,139000,77489.1,14.2,268000,0.0,0.0,23000,7263.1,2.97,,0,0,,0,0,11600,1250.6,10.18,,,,82400,,,, Belgio_nan_96729.1_186.77; Germania_nan_274266.2_1814.08;
05:00 21-04-2022,265,68,49,481000,2120,,,,,,,56500,24001.9,91.8,,,,139000,77489.1,14.2,268000,0.0,0.0,23000,7263.1,2.97,,0,0,,0,0,11600,1250.6,10.18,,,,82400,,,, Belgio_nan_96729.1_186.77; Germania_nan_274266.2_1814.08;
05:10 21-04-2022,258,70,50,488000,2090,,,,,,,56500,49288.0,188.31,,,,139000,58804.0,10.66,268000,0.0,0.0,23000,11516.8,4.6,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_123561.6_249.75; Germania_nan_244878.4_1636.47;
05:20 21-04-2022,258,70,50,488000,2090,,,,,,,56500,49288.0,188.31,,,,139000,58804.0,10.66,268000,0.0,0.0,23000,11516.8,4.6,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_123561.6_249.75; Germania_nan_244878.4_1636.47;
05:30 21-04-2022,258,70,50,488000,2090,,,,,,,56500,49288.0,188.31,,,,139000,58804.0,10.66,268000,0.0,0.0,23000,11516.8,4.6,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_123561.6_249.75; Germania_nan_244878.4_1636.47;
05:40 21-04-2022,258,70,50,488000,2090,,,,,,,56500,49288.0,188.31,,,,139000,58804.0,10.66,268000,0.0,0.0,23000,11516.8,4.6,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_123561.6_249.75; Germania_nan_244878.4_1636.47;
05:50 21-04-2022,255,70,48,489000,2070,,,,,,,56500,49291.2,188.37,,,,139000,58826.7,10.76,268000,0.0,0.0,23000,11491.5,4.55,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_123619.2_235.36; Germania_nan_245771.4_1630.95;
06:00 21-04-2022,255,70,48,489000,2070,,,,,,,56500,49291.2,188.37,,,,139000,58826.7,10.76,268000,0.0,0.0,23000,11491.5,4.55,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_123619.2_235.36; Germania_nan_245771.4_1630.95;
06:10 21-04-2022,170,80,53,495000,1400,,,,,,,56500,37026.0,141.82,,,,139000,61528.5,11.34,268000,0.0,0.0,23000,10741.5,4.34,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_165330.0_332.78; Germania_nan_220374.0_909.86;
06:20 21-04-2022,170,80,53,495000,1400,,,,,,,56500,37026.0,141.82,,,,139000,61528.5,11.34,268000,0.0,0.0,23000,10741.5,4.34,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_165330.0_332.78; Germania_nan_220374.0_909.86;
06:30 21-04-2022,170,80,53,495000,1400,,,,,,,56500,37026.0,141.82,,,,139000,61528.5,11.34,268000,0.0,0.0,23000,10741.5,4.34,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_165330.0_332.78; Germania_nan_220374.0_909.86;
06:40 21-04-2022,202,75,47,497000,1670,,,,,,,56500,36976.8,141.78,,,,139000,61478.9,11.19,268000,0.0,0.0,23000,10735.2,4.34,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_165153.1_311.45; Germania_nan_222656.0_1201.23;
06:50 21-04-2022,202,75,47,497000,1670,,,,,,,56500,36976.8,141.78,,,,139000,61478.9,11.19,268000,0.0,0.0,23000,10735.2,4.34,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_165153.1_311.45; Germania_nan_222656.0_1201.23;
07:00 21-04-2022,202,75,47,497000,1670,,,,,,,56500,36976.8,141.78,,,,139000,61478.9,11.19,268000,0.0,0.0,23000,10735.2,4.34,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_165153.1_311.45; Germania_nan_222656.0_1201.23;
07:10 21-04-2022,193,77,53,514000,1650,,,,,,,56500,38293.0,146.52,,,,139000,77819.6,14.19,268000,0.0,0.0,23000,8532.4,3.46,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_180928.0_381.64; Germania_nan_208478.4_1104.18;
07:20 21-04-2022,193,77,53,514000,1650,,,,,,,56500,38293.0,146.52,,,,139000,77819.6,14.19,268000,0.0,0.0,23000,8532.4,3.46,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_180928.0_381.64; Germania_nan_208478.4_1104.18;
07:30 21-04-2022,193,77,53,514000,1650,,,,,,,56500,38293.0,146.52,,,,139000,77819.6,14.19,268000,0.0,0.0,23000,8532.4,3.46,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_180928.0_381.64; Germania_nan_208478.4_1104.18;
07:40 21-04-2022,193,77,53,514000,1650,,,,,,,56500,38293.0,146.52,,,,139000,77819.6,14.19,268000,0.0,0.0,23000,8532.4,3.46,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_180928.0_381.64; Germania_nan_208478.4_1104.18;
07:50 21-04-2022,230,72,48,521000,2000,,,,,,,56500,38293.5,146.8,,,,139000,77837.4,14.2,268000,0.0,0.0,23000,8492.3,3.4,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_180943.3_401.8; Germania_nan_215433.5_1433.8;
08:00 21-04-2022,230,72,48,521000,2000,,,,,,,56500,38293.5,146.8,,,,139000,77837.4,14.2,268000,0.0,0.0,23000,8492.3,3.4,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_180943.3_401.8; Germania_nan_215433.5_1433.8;
08:10 21-04-2022,226,73,55,579000,2180,,,,,,,56500,53789.1,206.01,,,,139000,77528.1,14.17,268000,0.0,0.0,23000,9495.6,3.71,,0,0,,0,0,11600,4747.8,38.8,,,,82400,,,, Belgio_nan_138554.7_317.63; Germania_nan_294884.7_1599.47;
08:20 21-04-2022,226,73,55,579000,2180,,,,,,,56500,53789.1,206.01,,,,139000,77528.1,14.17,268000,0.0,0.0,23000,9495.6,3.71,,0,0,,0,0,11600,4747.8,38.8,,,,82400,,,, Belgio_nan_138554.7_317.63; Germania_nan_294884.7_1599.47;
08:30 21-04-2022,226,73,55,579000,2180,,,,,,,56500,53789.1,206.01,,,,139000,77528.1,14.17,268000,0.0,0.0,23000,9495.6,3.71,,0,0,,0,0,11600,4747.8,38.8,,,,82400,,,, Belgio_nan_138554.7_317.63; Germania_nan_294884.7_1599.47;
08:40 21-04-2022,226,73,55,579000,2180,,,,,,,56500,53789.1,206.01,,,,139000,77528.1,14.17,268000,0.0,0.0,23000,9495.6,3.71,,0,0,,0,0,11600,4747.8,38.8,,,,82400,,,, Belgio_nan_138554.7_317.63; Germania_nan_294884.7_1599.47;
08:50 21-04-2022,226,73,55,579000,2180,,,,,,,56500,53789.1,206.01,,,,139000,77528.1,14.17,268000,0.0,0.0,23000,9495.6,3.71,,0,0,,0,0,11600,4747.8,38.8,,,,82400,,,, Belgio_nan_138554.7_317.63; Germania_nan_294884.7_1599.47;
09:00 21-04-2022,226,73,55,579000,2180,,,,,,,56500,53789.1,206.01,,,,139000,77528.1,14.17,268000,0.0,0.0,23000,9495.6,3.71,,0,0,,0,0,11600,4747.8,38.8,,,,82400,,,, Belgio_nan_138554.7_317.63; Germania_nan_294884.7_1599.47;
09:10 21-04-2022,233,71,52,628000,2440,,,,,,,56500,46974.4,180.32,,,,139000,69205.6,12.69,268000,6217.2,4.64,23000,9231.6,3.66,,0,0,,0,0,11600,9985.2,81.74,,,,82400,,,, Belgio_nan_117436.0_289.38; Germania_nan_368824.4_1867.33;
09:20 21-04-2022,233,71,52,628000,2440,,,,,,,56500,46974.4,180.32,,,,139000,69205.6,12.69,268000,6217.2,4.64,23000,9231.6,3.66,,0,0,,0,0,11600,9985.2,81.74,,,,82400,,,, Belgio_nan_117436.0_289.38; Germania_nan_368824.4_1867.33;
09:30 21-04-2022,233,71,52,628000,2440,,,,,,,56500,46974.4,180.32,,,,139000,69205.6,12.69,268000,6217.2,4.64,23000,9231.6,3.66,,0,0,,0,0,11600,9985.2,81.74,,,,82400,,,, Belgio_nan_117436.0_289.38; Germania_nan_368824.4_1867.33;
09:40 21-04-2022,233,71,52,628000,2440,,,,,,,56500,46974.4,180.32,,,,139000,69205.6,12.69,268000,6217.2,4.64,23000,9231.6,3.66,,0,0,,0,0,11600,9985.2,81.74,,,,82400,,,, Belgio_nan_117436.0_289.38; Germania_nan_368824.4_1867.33;
09:50 21-04-2022,285,66,50,623000,2950,,,,,,,56500,46974.2,179.95,,,,139000,69277.6,12.69,268000,6230.0,4.72,23000,9220.4,3.83,,0,0,,0,0,11600,10030.3,81.42,,,,82400,,,, Belgio_nan_117497.8_276.12; Germania_nan_363769.7_2391.27;
10:00 21-04-2022,285,66,50,623000,2950,,,,,,,56500,46974.2,179.95,,,,139000,69277.6,12.69,268000,6230.0,4.72,23000,9220.4,3.83,,0,0,,0,0,11600,10030.3,81.42,,,,82400,,,, Belgio_nan_117497.8_276.12; Germania_nan_363769.7_2391.27;
10:10 21-04-2022,278,66,52,659000,3060,,,,,,,56500,52456.4,201.35,,,,139000,69195.0,12.55,268000,27216.7,20.5,23000,4217.6,1.84,,0,0,,0,0,11600,17265.8,140.76,,,,82400,,,, Belgio_nan_114731.9_289.17; Germania_nan_373850.7_2393.84;
10:20 21-04-2022,278,66,52,659000,3060,,,,,,,56500,52456.4,201.35,,,,139000,69195.0,12.55,268000,27216.7,20.5,23000,4217.6,1.84,,0,0,,0,0,11600,17265.8,140.76,,,,82400,,,, Belgio_nan_114731.9_289.17; Germania_nan_373850.7_2393.84;
10:30 21-04-2022,278,66,52,659000,3060,,,,,,,56500,52456.4,201.35,,,,139000,69195.0,12.55,268000,27216.7,20.5,23000,4217.6,1.84,,0,0,,0,0,11600,17265.8,140.76,,,,82400,,,, Belgio_nan_114731.9_289.17; Germania_nan_373850.7_2393.84;
