timestamp,carbon_intensity,low_emissions,renewable_emissions,total_production,total_emissions,nucleare_installed_capacity,nucleare_production,nucleare_emissions,geotermico_installed_capacity,geotermico_production,geotermico_emissions,biomassa_installed_capacity,biomassa_production,biomassa_emissions,carbone_installed_capacity,carbone_production,carbone_emissions,eolico_installed_capacity,eolico_production,eolico_emissions,fotovoltaico_installed_capacity,fotovoltaico_production,fotovoltaico_emissions,idroelettrico_installed_capacity,idroelettrico_production,idroelettrico_emissions,accumuloidro_installed_capacity,accumuloidro_production,accumuloidro_emissions,batterieaccu_installed_capacity,batterieaccu_production,batterieaccu_emissions,gas_installed_capacity,gas_production,gas_emissions,petrolio_installed_capacity,petrolio_production,petrolio_emissions,sconosciuto_installed_capacity,sconosciuto_production,sconosciuto_emissions,exchange_export,exchange_import
10:00 29-04-2022,293,63,49,656000,3200,,,,,,,56500,41984.0,160.96,,,,139000,20992.0,3.84,268000,13972.8,10.56,23000,984.0,0.32,,0,0,,0,0,11600,33980.8,277.44,,,,82400,,,, Belgio_nan_128576.0_374.08; Germania_nan_415379.2_2372.8;
10:10 29-04-2022,293,63,49,656000,3200,,,,,,,56500,41984.0,160.96,,,,139000,20992.0,3.84,268000,13972.8,10.56,23000,984.0,0.32,,0,0,,0,0,11600,33980.8,277.44,,,,82400,,,, Belgio_nan_128576.0_374.08; Germania_nan_415379.2_2372.8;
10:20 29-04-2022,293,63,49,656000,3200,,,,,,,56500,41984.0,160.96,,,,139000,20992.0,3.84,268000,13972.8,10.56,23000,984.0,0.32,,0,0,,0,0,11600,33980.8,277.44,,,,82400,,,, Belgio_nan_128576.0_374.08; Germania_nan_415379.2_2372.8;
10:30 29-04-2022,293,63,49,656000,3200,,,,,,,56500,41984.0,160.96,,,,139000,20992.0,3.84,268000,13972.8,10.56,23000,984.0,0.32,,0,0,,0,0,11600,33980.8,277.44,,,,82400,,,, Belgio_nan_128576.0_374.08; Germania_nan_415379.2_2372.8;
10:40 29-04-2022,293,63,49,656000,3200,,,,,,,56500,41984.0,160.96,,,,139000,20992.0,3.84,268000,13972.8,10.56,23000,984.0,0.32,,0,0,,0,0,11600,33980.8,277.44,,,,82400,,,, Belgio_nan_128576.0_374.08; Germania_nan_415379.2_2372.8;
10:50 29-04-2022,293,63,49,656000,3200,,,,,,,56500,41984.0,160.96,,,,139000,20992.0,3.84,268000,13972.8,10.56,23000,984.0,0.32,,0,0,,0,0,11600,33980.8,277.44,,,,82400,,,, Belgio_nan_128576.0_374.08; Germania_nan_415379.2_2372.8;
11:00 29-04-2022,290,65,55,677000,3280,,,,,,,56500,42989.5,164.98,,,,139000,10019.6,1.97,268000,24981.3,18.7,23000,9004.1,3.61,,0,0,,0,0,11600,27012.3,220.74,,,,82400,,,, Belgio_nan_71017.3_193.19; Germania_nan_491975.9_2676.81;
11:10 29-04-2022,290,65,55,677000,3280,,,,,,,56500,42989.5,164.98,,,,139000,10019.6,1.97,268000,24981.3,18.7,23000,9004.1,3.61,,0,0,,0,0,11600,27012.3,220.74,,,,82400,,,, Belgio_nan_71017.3_193.19; Germania_nan_491975.9_2676.81;
11:20 29-04-2022,290,65,55,677000,3280,,,,,,,56500,42989.5,164.98,,,,139000,10019.6,1.97,268000,24981.3,18.7,23000,9004.1,3.61,,0,0,,0,0,11600,27012.3,220.74,,,,82400,,,, Belgio_nan_71017.3_193.19; Germania_nan_491975.9_2676.81;
11:30 29-04-2022,290,65,55,677000,3280,,,,,,,56500,42989.5,164.98,,,,139000,10019.6,1.97,268000,24981.3,18.7,23000,9004.1,3.61,,0,0,,0,0,11600,27012.3,220.74,,,,82400,,,, Belgio_nan_71017.3_193.19; Germania_nan_491975.9_2676.81;
11:40 29-04-2022,290,65,55,677000,3280,,,,,,,56500,42989.5,164.98,,,,139000,10019.6,1.97,268000,24981.3,18.7,23000,9004.1,3.61,,0,0,,0,0,11600,27012.3,220.74,,,,82400,,,, Belgio_nan_71017.3_193.19; Germania_nan_491975.9_2676.81;
11:50 29-04-2022,290,65,55,677000,3280,,,,,,,56500,42989.5,164.98,,,,139000,10019.6,1.97,268000,24981.3,18.7,23000,9004.1,3.61,,0,0,,0,0,11600,27012.3,220.74,,,,82400,,,, Belgio_nan_71017.3_193.19; Germania_nan_491975.9_2676.81;
12:00 29-04-2022,257,69,59,638000,2730,,,,,,,56500,46956.8,180.18,,,,139000,2998.6,0.55,268000,49955.4,37.4,23000,7018.0,2.73,,0,0,,0,0,11600,23988.8,196.01,,,,82400,,,, Belgio_nan_107184.0_297.02; Germania_nan_399834.6_2015.83;
12:10 29-04-2022,257,69,59,638000,2730,,,,,,,56500,46956.8,180.18,,,,139000,2998.6,0.55,268000,49955.4,37.4,23000,7018.0,2.73,,0,0,,0,0,11600,23988.8,196.01,,,,82400,,,, Belgio_nan_107184.0_297.02; Germania_nan_399834.6_2015.83;
12:20 29-04-2022,257,69,59,638000,2730,,,,,,,56500,46956.8,180.18,,,,139000,2998.6,0.55,268000,49955.4,37.4,23000,7018.0,2.73,,0,0,,0,0,11600,23988.8,196.01,,,,82400,,,, Belgio_nan_107184.0_297.02; Germania_nan_399834.6_2015.83;
12:30 29-04-2022,257,69,59,638000,2730,,,,,,,56500,46956.8,180.18,,,,139000,2998.6,0.55,268000,49955.4,37.4,23000,7018.0,2.73,,0,0,,0,0,11600,23988.8,196.01,,,,82400,,,, Belgio_nan_107184.0_297.02; Germania_nan_399834.6_2015.83;
12:40 29-04-2022,257,69,59,638000,2730,,,,,,,56500,46956.8,180.18,,,,139000,2998.6,0.55,268000,49955.4,37.4,23000,7018.0,2.73,,0,0,,0,0,11600,23988.8,196.01,,,,82400,,,, Belgio_nan_107184.0_297.02; Germania_nan_399834.6_2015.83;
12:50 29-04-2022,257,69,59,638000,2730,,,,,,,56500,46956.8,180.18,,,,139000,2998.6,0.55,268000,49955.4,37.4,23000,7018.0,2.73,,0,0,,0,0,11600,23988.8,196.01,,,,82400,,,, Belgio_nan_107184.0_297.02; Germania_nan_399834.6_2015.83;
13:00 29-04-2022,233,74,63,674000,2620,,,,,,,56500,47988.8,184.45,,,,139000,0.0,0.0,268000,63490.8,47.68,23000,9975.2,3.93,,0,0,,0,0,11600,9233.8,75.72,,,,82400,,,, Belgio_nan_124016.0_317.02; Germania_nan_419160.6_1991.2;
13:10 29-04-2022,233,74,63,674000,2620,,,,,,,56500,47988.8,184.45,,,,139000,0.0,0.0,268000,63490.8,47.68,23000,9975.2,3.93,,0,0,,0,0,11600,9233.8,75.72,,,,82400,,,, Belgio_nan_124016.0_317.02; Germania_nan_419160.6_1991.2;
13:20 29-04-2022,233,74,63,674000,2620,,,,,,,56500,47988.8,184.45,,,,139000,0.0,0.0,268000,63490.8,47.68,23000,9975.2,3.93,,0,0,,0,0,11600,9233.8,75.72,,,,82400,,,, Belgio_nan_124016.0_317.02; Germania_nan_419160.6_1991.2;
13:30 29-04-2022,233,74,63,674000,2620,,,,,,,56500,47988.8,184.45,,,,139000,0.0,0.0,268000,63490.8,47.68,23000,9975.2,3.93,,0,0,,0,0,11600,9233.8,75.72,,,,82400,,,, Belgio_nan_124016.0_317.02; Germania_nan_419160.6_1991.2;
13:40 29-04-2022,233,74,63,674000,2620,,,,,,,56500,47988.8,184.45,,,,139000,0.0,0.0,268000,63490.8,47.68,23000,9975.2,3.93,,0,0,,0,0,11600,9233.8,75.72,,,,82400,,,, Belgio_nan_124016.0_317.02; Germania_nan_419160.6_1991.2;
13:50 29-04-2022,233,74,63,674000,2620,,,,,,,56500,47988.8,184.45,,,,139000,0.0,0.0,268000,63490.8,47.68,23000,9975.2,3.93,,0,0,,0,0,11600,9233.8,75.72,,,,82400,,,, Belgio_nan_124016.0_317.02; Germania_nan_419160.6_1991.2;
14:00 29-04-2022,222,76,66,661000,2450,,,,,,,56500,53012.2,203.6,,,,139000,0.0,0.0,268000,86194.4,64.68,23000,3767.7,1.47,,0,0,,0,0,11600,10245.5,83.79,,,,82400,,,, Belgio_nan_102190.6_242.8; Germania_nan_405589.6_1853.67;
14:10 29-04-2022,222,76,66,661000,2450,,,,,,,56500,53012.2,203.6,,,,139000,0.0,0.0,268000,86194.4,64.68,23000,3767.7,1.47,,0,0,,0,0,11600,10245.5,83.79,,,,82400,,,, Belgio_nan_102190.6_242.8; Germania_nan_405589.6_1853.67;
14:20 29-04-2022,222,76,66,661000,2450,,,,,,,56500,53012.2,203.6,,,,139000,0.0,0.0,268000,86194.4,64.68,23000,3767.7,1.47,,0,0,,0,0,11600,10245.5,83.79,,,,82400,,,, Belgio_nan_102190.6_242.8; Germania_nan_405589.6_1853.67;
14:30 29-04-2022,222,76,66,661000,2450,,,,,,,56500,53012.2,203.6,,,,139000,0.0,0.0,268000,86194.4,64.68,23000,3767.7,1.47,,0,0,,0,0,11600,10245.5,83.79,,,,82400,,,, Belgio_nan_102190.6_242.8; Germania_nan_405589.6_1853.67;
14:40 29-04-2022,222,76,66,661000,2450,,,,,,,56500,53012.2,203.6,,,,139000,0.0,0.0,268000,86194.4,64.68,23000,3767.7,1.47,,0,0,,0,0,11600,10245.5,83.79,,,,82400,,,, Belgio_nan_102190.6_242.8; Germania_nan_405589.6_1853.67;
14:50 29-04-2022,222,76,66,661000,2450,,,,,,,56500,53012.2,203.6,,,,139000,0.0,0.0,268000,86194.4,64.68,23000,3767.7,1.47,,0,0,,0,0,11600,10245.5,83.79,,,,82400,,,, Belgio_nan_102190.6_242.8; Germania_nan_405589.6_1853.67;
15:00 29-04-2022,236,74,61,651000,2560,,,,,,,56500,40557.3,155.39,,,,139000,0.0,0.0,268000,81830.7,61.44,23000,7030.8,2.82,,0,0,,0,0,11600,13540.8,110.34,,,,82400,,,, Belgio_nan_158388.3_364.54; Germania_nan_349782.3_1865.47;
15:10 29-04-2022,236,74,61,651000,2560,,,,,,,56500,40557.3,155.39,,,,139000,0.0,0.0,268000,81830.7,61.44,23000,7030.8,2.82,,0,0,,0,0,11600,13540.8,110.34,,,,82400,,,, Belgio_nan_158388.3_364.54; Germania_nan_349782.3_1865.47;
15:20 29-04-2022,236,74,61,651000,2560,,,,,,,56500,40557.3,155.39,,,,139000,0.0,0.0,268000,81830.7,61.44,23000,7030.8,2.82,,0,0,,0,0,11600,13540.8,110.34,,,,82400,,,, Belgio_nan_158388.3_364.54; Germania_nan_349782.3_1865.47;
15:30 29-04-2022,236,74,61,651000,2560,,,,,,,56500,40557.3,155.39,,,,139000,0.0,0.0,268000,81830.7,61.44,23000,7030.8,2.82,,0,0,,0,0,11600,13540.8,110.34,,,,82400,,,, Belgio_nan_158388.3_364.54; Germania_nan_349782.3_1865.47;
15:40 29-04-2022,236,74,61,651000,2560,,,,,,,56500,40557.3,155.39,,,,139000,0.0,0.0,268000,81830.7,61.44,23000,7030.8,2.82,,0,0,,0,0,11600,13540.8,110.34,,,,82400,,,, Belgio_nan_158388.3_364.54; Germania_nan_349782.3_1865.47;
15:50 29-04-2022,236,74,61,651000,2560,,,,,,,56500,40557.3,155.39,,,,139000,0.0,0.0,268000,81830.7,61.44,23000,7030.8,2.82,,0,0,,0,0,11600,13540.8,110.34,,,,82400,,,, Belgio_nan_158388.3_364.54; Germania_nan_349782.3_1865.47;
16:00 29-04-2022,227,75,59,640000,2420,,,,,,,56500,48768.0,186.82,,,,139000,512.0,0.0,268000,63744.0,47.67,23000,6272.0,2.42,,0,0,,0,0,11600,7744.0,63.16,,,,82400,,,, Belgio_nan_192064.0_412.61; Germania_nan_320896.0_1707.07;
16:10 29-04-2022,227,75,59,640000,2420,,,,,,,56500,48768.0,186.82,,,,139000,512.0,0.0,268000,63744.0,47.67,23000,6272.0,2.42,,0,0,,0,0,11600,7744.0,63.16,,,,82400,,,, Belgio_nan_192064.0_412.61; Germania_nan_320896.0_1707.07;
16:20 29-04-2022,227,75,59,640000,2420,,,,,,,56500,48768.0,186.82,,,,139000,512.0,0.0,268000,63744.0,47.67,23000,6272.0,2.42,,0,0,,0,0,11600,7744.0,63.16,,,,82400,,,, Belgio_nan_192064.0_412.61; Germania_nan_320896.0_1707.07;
16:30 29-04-2022,227,75,59,640000,2420,,,,,,,56500,48768.0,186.82,,,,139000,512.0,0.0,268000,63744.0,47.67,23000,6272.0,2.42,,0,0,,0,0,11600,7744.0,63.16,,,,82400,,,, Belgio_nan_192064.0_412.61; Germania_nan_320896.0_1707.07;
16:40 29-04-2022,227,75,59,640000,2420,,,,,,,56500,48768.0,186.82,,,,139000,512.0,0.0,268000,63744.0,47.67,23000,6272.0,2.42,,0,0,,0,0,11600,7744.0,63.16,,,,82400,,,, Belgio_nan_192064.0_412.61; Germania_nan_320896.0_1707.07;
16:50 29-04-2022,227,75,59,640000,2420,,,,,,,56500,48768.0,186.82,,,,139000,512.0,0.0,268000,63744.0,47.67,23000,6272.0,2.42,,0,0,,0,0,11600,7744.0,63.16,,,,82400,,,, Belgio_nan_192064.0_412.61; Germania_nan_320896.0_1707.07;
17:00 29-04-2022,196,78,59,615000,2010,,,,,,,56500,47232.0,181.1,,,,139000,984.0,0.2,268000,58240.5,43.62,23000,4489.5,1.81,,0,0,,0,0,11600,8241.0,67.33,,,,82400,,,, Belgio_nan_223245.0_456.27; Germania_nan_272506.5_1259.47;
17:10 29-04-2022,196,78,59,615000,2010,,,,,,,56500,47232.0,181.1,,,,139000,984.0,0.2,268000,58240.5,43.62,23000,4489.5,1.81,,0,0,,0,0,11600,8241.0,67.33,,,,82400,,,, Belgio_nan_223245.0_456.27; Germania_nan_272506.5_1259.47;
17:20 29-04-2022,196,78,59,615000,2010,,,,,,,56500,47232.0,181.1,,,,139000,984.0,0.2,268000,58240.5,43.62,23000,4489.5,1.81,,0,0,,0,0,11600,8241.0,67.33,,,,82400,,,, Belgio_nan_223245.0_456.27; Germania_nan_272506.5_1259.47;
17:30 29-04-2022,196,78,59,615000,2010,,,,,,,56500,47232.0,181.1,,,,139000,984.0,0.2,268000,58240.5,43.62,23000,4489.5,1.81,,0,0,,0,0,11600,8241.0,67.33,,,,82400,,,, Belgio_nan_223245.0_456.27; Germania_nan_272506.5_1259.47;
17:40 29-04-2022,196,78,59,615000,2010,,,,,,,56500,47232.0,181.1,,,,139000,984.0,0.2,268000,58240.5,43.62,23000,4489.5,1.81,,0,0,,0,0,11600,8241.0,67.33,,,,82400,,,, Belgio_nan_223245.0_456.27; Germania_nan_272506.5_1259.47;
17:50 29-04-2022,196,78,59,615000,2010,,,,,,,56500,47232.0,181.1,,,,139000,984.0,0.2,268000,58240.5,43.62,23000,4489.5,1.81,,0,0,,0,0,11600,8241.0,67.33,,,,82400,,,, Belgio_nan_223245.0_456.27; Germania_nan_272506.5_1259.47;
18:00 29-04-2022,205,77,58,625000,2140,,,,,,,56500,55250.0,212.07,,,,139000,7500.0,1.28,268000,44500.0,33.38,23000,3250.0,1.28,,0,0,,0,0,11600,3750.0,30.6,,,,82400,,,, Belgio_nan_228750.0_492.84; Germania_nan_282000.0_1368.32;
18:10 29-04-2022,205,77,58,625000,2140,,,,,,,56500,55250.0,212.07,,,,139000,7500.0,1.28,268000,44500.0,33.38,23000,3250.0,1.28,,0,0,,0,0,11600,3750.0,30.6,,,,82400,,,, Belgio_nan_228750.0_492.84; Germania_nan_282000.0_1368.32;
18:20 29-04-2022,205,77,58,625000,2140,,,,,,,56500,55250.0,212.07,,,,139000,7500.0,1.28,268000,44500.0,33.38,23000,3250.0,1.28,,0,0,,0,0,11600,3750.0,30.6,,,,82400,,,, Belgio_nan_228750.0_492.84; Germania_nan_282000.0_1368.32;
18:30 29-04-2022,205,77,58,625000,2140,,,,,,,56500,55250.0,212.07,,,,139000,7500.0,1.28,268000,44500.0,33.38,23000,3250.0,1.28,,0,0,,0,0,11600,3750.0,30.6,,,,82400,,,, Belgio_nan_228750.0_492.84; Germania_nan_282000.0_1368.32;
18:40 29-04-2022,205,77,58,625000,2140,,,,,,,56500,55250.0,212.07,,,,139000,7500.0,1.28,268000,44500.0,33.38,23000,3250.0,1.28,,0,0,,0,0,11600,3750.0,30.6,,,,82400,,,, Belgio_nan_228750.0_492.84; Germania_nan_282000.0_1368.32;
18:50 29-04-2022,205,77,58,625000,2140,,,,,,,56500,55250.0,212.07,,,,139000,7500.0,1.28,268000,44500.0,33.38,23000,3250.0,1.28,,0,0,,0,0,11600,3750.0,30.6,,,,82400,,,, Belgio_nan_228750.0_492.84; Germania_nan_282000.0_1368.32;
19:00 29-04-2022,215,75,55,615000,2200,,,,,,,56500,53013.0,203.5,,,,139000,24046.5,4.4,268000,32041.5,23.98,23000,4243.5,1.76,,0,0,,0,0,11600,2521.5,20.46,,,,82400,,,, Belgio_nan_221154.0_504.24; Germania_nan_277980.0_1441.88;
19:10 29-04-2022,215,75,55,615000,2200,,,,,,,56500,53013.0,203.5,,,,139000,24046.5,4.4,268000,32041.5,23.98,23000,4243.5,1.76,,0,0,,0,0,11600,2521.5,20.46,,,,82400,,,, Belgio_nan_221154.0_504.24; Germania_nan_277980.0_1441.88;
19:20 29-04-2022,215,75,55,615000,2200,,,,,,,56500,53013.0,203.5,,,,139000,24046.5,4.4,268000,32041.5,23.98,23000,4243.5,1.76,,0,0,,0,0,11600,2521.5,20.46,,,,82400,,,, Belgio_nan_221154.0_504.24; Germania_nan_277980.0_1441.88;
19:30 29-04-2022,215,75,55,615000,2200,,,,,,,56500,53013.0,203.5,,,,139000,24046.5,4.4,268000,32041.5,23.98,23000,4243.5,1.76,,0,0,,0,0,11600,2521.5,20.46,,,,82400,,,, Belgio_nan_221154.0_504.24; Germania_nan_277980.0_1441.88;
19:40 29-04-2022,215,75,55,615000,2200,,,,,,,56500,53013.0,203.5,,,,139000,24046.5,4.4,268000,32041.5,23.98,23000,4243.5,1.76,,0,0,,0,0,11600,2521.5,20.46,,,,82400,,,, Belgio_nan_221154.0_504.24; Germania_nan_277980.0_1441.88;
19:50 29-04-2022,215,75,55,615000,2200,,,,,,,56500,53013.0,203.5,,,,139000,24046.5,4.4,268000,32041.5,23.98,23000,4243.5,1.76,,0,0,,0,0,11600,2521.5,20.46,,,,82400,,,, Belgio_nan_221154.0_504.24; Germania_nan_277980.0_1441.88;
20:00 29-04-2022,273,67,48,644000,2920,,,,,,,56500,54031.6,206.74,,,,139000,37545.2,7.01,268000,19770.8,14.89,23000,3735.2,1.46,,0,0,,0,0,11600,9531.2,77.38,,,,82400,,,, Belgio_nan_210910.0_534.36; Germania_nan_308476.0_2078.46;
20:10 29-04-2022,273,67,48,644000,2920,,,,,,,56500,54031.6,206.74,,,,139000,37545.2,7.01,268000,19770.8,14.89,23000,3735.2,1.46,,0,0,,0,0,11600,9531.2,77.38,,,,82400,,,, Belgio_nan_210910.0_534.36; Germania_nan_308476.0_2078.46;
20:20 29-04-2022,273,67,48,644000,2920,,,,,,,56500,54031.6,206.74,,,,139000,37545.2,7.01,268000,19770.8,14.89,23000,3735.2,1.46,,0,0,,0,0,11600,9531.2,77.38,,,,82400,,,, Belgio_nan_210910.0_534.36; Germania_nan_308476.0_2078.46;
20:30 29-04-2022,273,67,48,644000,2920,,,,,,,56500,54031.6,206.74,,,,139000,37545.2,7.01,268000,19770.8,14.89,23000,3735.2,1.46,,0,0,,0,0,11600,9531.2,77.38,,,,82400,,,, Belgio_nan_210910.0_534.36; Germania_nan_308476.0_2078.46;
20:40 29-04-2022,273,67,48,644000,2920,,,,,,,56500,54031.6,206.74,,,,139000,37545.2,7.01,268000,19770.8,14.89,23000,3735.2,1.46,,0,0,,0,0,11600,9531.2,77.38,,,,82400,,,, Belgio_nan_210910.0_534.36; Germania_nan_308476.0_2078.46;
20:50 29-04-2022,273,67,48,644000,2920,,,,,,,56500,54031.6,206.74,,,,139000,37545.2,7.01,268000,19770.8,14.89,23000,3735.2,1.46,,0,0,,0,0,11600,9531.2,77.38,,,,82400,,,, Belgio_nan_210910.0_534.36; Germania_nan_308476.0_2078.46;
21:00 29-04-2022,332,59,45,649000,3590,,,,,,,56500,54970.3,210.73,,,,139000,37771.8,6.82,268000,8242.3,6.1,23000,7009.2,2.87,,0,0,,0,0,11600,15251.5,124.57,,,,82400,,,, Belgio_nan_114483.6_307.3; Germania_nan_411271.3_2931.59;
21:10 29-04-2022,332,59,45,649000,3590,,,,,,,56500,54970.3,210.73,,,,139000,37771.8,6.82,268000,8242.3,6.1,23000,7009.2,2.87,,0,0,,0,0,11600,15251.5,124.57,,,,82400,,,, Belgio_nan_114483.6_307.3; Germania_nan_411271.3_2931.59;
21:20 29-04-2022,332,59,45,649000,3590,,,,,,,56500,54970.3,210.73,,,,139000,37771.8,6.82,268000,8242.3,6.1,23000,7009.2,2.87,,0,0,,0,0,11600,15251.5,124.57,,,,82400,,,, Belgio_nan_114483.6_307.3; Germania_nan_411271.3_2931.59;
21:30 29-04-2022,332,59,45,649000,3590,,,,,,,56500,54970.3,210.73,,,,139000,37771.8,6.82,268000,8242.3,6.1,23000,7009.2,2.87,,0,0,,0,0,11600,15251.5,124.57,,,,82400,,,, Belgio_nan_114483.6_307.3; Germania_nan_411271.3_2931.59;
21:40 29-04-2022,332,59,45,649000,3590,,,,,,,56500,54970.3,210.73,,,,139000,37771.8,6.82,268000,8242.3,6.1,23000,7009.2,2.87,,0,0,,0,0,11600,15251.5,124.57,,,,82400,,,, Belgio_nan_114483.6_307.3; Germania_nan_411271.3_2931.59;
21:50 29-04-2022,332,59,45,649000,3590,,,,,,,56500,54970.3,210.73,,,,139000,37771.8,6.82,268000,8242.3,6.1,23000,7009.2,2.87,,0,0,,0,0,11600,15251.5,124.57,,,,82400,,,, Belgio_nan_114483.6_307.3; Germania_nan_411271.3_2931.59;
22:00 29-04-2022,304,64,55,638000,3230,,,,,,,56500,51295.2,196.38,,,,139000,53528.2,9.69,268000,2233.0,1.61,23000,10527.0,4.2,,0,0,,0,0,11600,18502.0,151.16,,,,82400,,,, Belgio_nan_35281.4_92.38; Germania_nan_466697.0_2774.57;
22:10 29-04-2022,304,64,55,638000,3230,,,,,,,56500,51295.2,196.38,,,,139000,53528.2,9.69,268000,2233.0,1.61,23000,10527.0,4.2,,0,0,,0,0,11600,18502.0,151.16,,,,82400,,,, Belgio_nan_35281.4_92.38; Germania_nan_466697.0_2774.57;
22:20 29-04-2022,304,64,55,638000,3230,,,,,,,56500,51295.2,196.38,,,,139000,53528.2,9.69,268000,2233.0,1.61,23000,10527.0,4.2,,0,0,,0,0,11600,18502.0,151.16,,,,82400,,,, Belgio_nan_35281.4_92.38; Germania_nan_466697.0_2774.57;
22:30 29-04-2022,304,64,55,638000,3230,,,,,,,56500,51295.2,196.38,,,,139000,53528.2,9.69,268000,2233.0,1.61,23000,10527.0,4.2,,0,0,,0,0,11600,18502.0,151.16,,,,82400,,,, Belgio_nan_35281.4_92.38; Germania_nan_466697.0_2774.57;
22:40 29-04-2022,304,64,55,638000,3230,,,,,,,56500,51295.2,196.38,,,,139000,53528.2,9.69,268000,2233.0,1.61,23000,10527.0,4.2,,0,0,,0,0,11600,18502.0,151.16,,,,82400,,,, Belgio_nan_35281.4_92.38; Germania_nan_466697.0_2774.57;
22:50 29-04-2022,304,64,55,638000,3230,,,,,,,56500,51295.2,196.38,,,,139000,53528.2,9.69,268000,2233.0,1.61,23000,10527.0,4.2,,0,0,,0,0,11600,18502.0,151.16,,,,82400,,,, Belgio_nan_35281.4_92.38; Germania_nan_466697.0_2774.57;
23:00 29-04-2022,334,60,47,566000,3150,,,,,,,56500,52468.2,201.28,,,,139000,55468.0,10.08,268000,0.0,0.0,23000,7244.8,2.83,,0,0,,0,0,11600,11772.8,96.08,,,,82400,,,, Belgio_nan_81956.8_218.93; Germania_nan_357089.4_2620.8;
23:10 29-04-2022,334,60,47,566000,3150,,,,,,,56500,52468.2,201.28,,,,139000,55468.0,10.08,268000,0.0,0.0,23000,7244.8,2.83,,0,0,,0,0,11600,11772.8,96.08,,,,82400,,,, Belgio_nan_81956.8_218.93; Germania_nan_357089.4_2620.8;
23:20 29-04-2022,334,60,47,566000,3150,,,,,,,56500,52468.2,201.28,,,,139000,55468.0,10.08,268000,0.0,0.0,23000,7244.8,2.83,,0,0,,0,0,11600,11772.8,96.08,,,,82400,,,, Belgio_nan_81956.8_218.93; Germania_nan_357089.4_2620.8;
23:30 29-04-2022,334,60,47,566000,3150,,,,,,,56500,52468.2,201.28,,,,139000,55468.0,10.08,268000,0.0,0.0,23000,7244.8,2.83,,0,0,,0,0,11600,11772.8,96.08,,,,82400,,,, Belgio_nan_81956.8_218.93; Germania_nan_357089.4_2620.8;
23:40 29-04-2022,334,60,47,566000,3150,,,,,,,56500,52468.2,201.28,,,,139000,55468.0,10.08,268000,0.0,0.0,23000,7244.8,2.83,,0,0,,0,0,11600,11772.8,96.08,,,,82400,,,, Belgio_nan_81956.8_218.93; Germania_nan_357089.4_2620.8;
23:50 29-04-2022,334,60,47,566000,3150,,,,,,,56500,52468.2,201.28,,,,139000,55468.0,10.08,268000,0.0,0.0,23000,7244.8,2.83,,0,0,,0,0,11600,11772.8,96.08,,,,82400,,,, Belgio_nan_81956.8_218.93; Germania_nan_357089.4_2620.8;
00:00 30-04-2022,334,60,47,566000,3150,,,,,,,56500,52468.2,201.28,,,,139000,55468.0,10.08,268000,0.0,0.0,23000,7244.8,2.83,,0,0,,0,0,11600,11772.8,96.08,,,,82400,,,, Belgio_nan_81956.8_218.93; Germania_nan_357089.4_2620.8;
00:10 30-04-2022,362,56,44,567000,3420,,,,,,,56500,45473.4,174.42,,,,139000,38726.1,7.18,268000,0.0,0.0,23000,10773.0,4.45,,0,0,,0,0,11600,1474.2,12.31,,,,82400,,,, Belgio_nan_65261.7_174.76; Germania_nan_405234.9_3047.56;
00:20 30-04-2022,362,56,44,567000,3420,,,,,,,56500,45473.4,174.42,,,,139000,38726.1,7.18,268000,0.0,0.0,23000,10773.0,4.45,,0,0,,0,0,11600,1474.2,12.31,,,,82400,,,, Belgio_nan_65261.7_174.76; Germania_nan_405234.9_3047.56;
00:30 30-04-2022,362,56,44,567000,3420,,,,,,,56500,45473.4,174.42,,,,139000,38726.1,7.18,268000,0.0,0.0,23000,10773.0,4.45,,0,0,,0,0,11600,1474.2,12.31,,,,82400,,,, Belgio_nan_65261.7_174.76; Germania_nan_405234.9_3047.56;
00:40 30-04-2022,362,56,44,567000,3420,,,,,,,56500,45473.4,174.42,,,,139000,38726.1,7.18,268000,0.0,0.0,23000,10773.0,4.45,,0,0,,0,0,11600,1474.2,12.31,,,,82400,,,, Belgio_nan_65261.7_174.76; Germania_nan_405234.9_3047.56;
00:50 30-04-2022,362,56,44,567000,3420,,,,,,,56500,45473.4,174.42,,,,139000,38726.1,7.18,268000,0.0,0.0,23000,10773.0,4.45,,0,0,,0,0,11600,1474.2,12.31,,,,82400,,,, Belgio_nan_65261.7_174.76; Germania_nan_405234.9_3047.56;
01:00 30-04-2022,373,56,46,546000,3400,,,,,,,56500,52033.8,199.58,,,,139000,39530.4,7.14,268000,0.0,0.0,23000,6770.4,2.72,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_30794.4_89.42; Germania_nan_416871.0_3101.14;
01:10 30-04-2022,373,56,46,546000,3400,,,,,,,56500,52033.8,199.58,,,,139000,39530.4,7.14,268000,0.0,0.0,23000,6770.4,2.72,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_30794.4_89.42; Germania_nan_416871.0_3101.14;
01:20 30-04-2022,373,56,46,546000,3400,,,,,,,56500,52033.8,199.58,,,,139000,39530.4,7.14,268000,0.0,0.0,23000,6770.4,2.72,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_30794.4_89.42; Germania_nan_416871.0_3101.14;
