timestamp,carbon_intensity,low_emissions,renewable_emissions,total_production,total_emissions,nucleare_installed_capacity,nucleare_production,nucleare_emissions,geotermico_installed_capacity,geotermico_production,geotermico_emissions,biomassa_installed_capacity,biomassa_production,biomassa_emissions,carbone_installed_capacity,carbone_production,carbone_emissions,eolico_installed_capacity,eolico_production,eolico_emissions,fotovoltaico_installed_capacity,fotovoltaico_production,fotovoltaico_emissions,idroelettrico_installed_capacity,idroelettrico_production,idroelettrico_emissions,accumuloidro_installed_capacity,accumuloidro_production,accumuloidro_emissions,batterieaccu_installed_capacity,batterieaccu_production,batterieaccu_emissions,gas_installed_capacity,gas_production,gas_emissions,petrolio_installed_capacity,petrolio_production,petrolio_emissions,sconosciuto_installed_capacity,sconosciuto_production,sconosciuto_emissions,exchange_export,exchange_import
19:00 20-04-2022,256,65,42,7370000,31400,1400000,1396615,279.46,0,0,0,116000,78122,301.44,2640000,1383349,18902.8,2960000,660352,122.46,1160000,103180,78.5,6140000,2055493,822.68,0,0,0,,0,0,2220000,860079,7021.04,,,,,,, Moldavia_nan_-112761.0_480.42; Serbia_1130000.0_-262372.0_1117.84;, Bulgaria_nan_234366.0_1548.02; Ungheria_nan_283745.0_1083.3; Ucraina_650000.0_315436.0_1249.72;
19:10 20-04-2022,256,65,42,7370000,31400,1400000,1396615,279.46,0,0,0,116000,78122,301.44,2640000,1383349,18902.8,2960000,660352,122.46,1160000,103180,78.5,6140000,2055493,822.68,0,0,0,,0,0,2220000,860079,7021.04,,,,,,, Moldavia_nan_-112761.0_480.42; Serbia_1130000.0_-262372.0_1117.84;, Bulgaria_nan_234366.0_1548.02; Ungheria_nan_283745.0_1083.3; Ucraina_650000.0_315436.0_1249.72;
19:20 20-04-2022,256,65,42,7370000,31400,1400000,1396615,279.46,0,0,0,116000,78122,301.44,2640000,1383349,18902.8,2960000,660352,122.46,1160000,103180,78.5,6140000,2055493,822.68,0,0,0,,0,0,2220000,860079,7021.04,,,,,,, Moldavia_nan_-112761.0_480.42; Serbia_1130000.0_-262372.0_1117.84;, Bulgaria_nan_234366.0_1548.02; Ungheria_nan_283745.0_1083.3; Ucraina_650000.0_315436.0_1249.72;
19:30 20-04-2022,256,65,42,7370000,31400,1400000,1396615,279.46,0,0,0,116000,78122,301.44,2640000,1383349,18902.8,2960000,660352,122.46,1160000,103180,78.5,6140000,2055493,822.68,0,0,0,,0,0,2220000,860079,7021.04,,,,,,, Moldavia_nan_-112761.0_480.42; Serbia_1130000.0_-262372.0_1117.84;, Bulgaria_nan_234366.0_1548.02; Ungheria_nan_283745.0_1083.3; Ucraina_650000.0_315436.0_1249.72;
19:40 20-04-2022,256,65,42,7370000,31400,1400000,1396615,279.46,0,0,0,116000,78122,301.44,2640000,1383349,18902.8,2960000,660352,122.46,1160000,103180,78.5,6140000,2055493,822.68,0,0,0,,0,0,2220000,860079,7021.04,,,,,,, Moldavia_nan_-112761.0_480.42; Serbia_1130000.0_-262372.0_1117.84;, Bulgaria_nan_234366.0_1548.02; Ungheria_nan_283745.0_1083.3; Ucraina_650000.0_315436.0_1249.72;
19:50 20-04-2022,255,65,42,7320000,31100,1400000,1395924,279.9,0,0,0,116000,77592,298.56,2640000,1384212,18890.14,2960000,663924,121.29,1160000,97356,71.53,6140000,2059848,821.04,0,0,0,,0,0,2220000,859368,7009.94,,,,,,, Moldavia_nan_-112728.0_478.94; Serbia_1130000.0_-21228.0_90.19;, Bulgaria_nan_188124.0_1240.89; Ungheria_nan_281820.0_1135.15; Ucraina_650000.0_311100.0_1231.56;
20:00 20-04-2022,255,65,42,7320000,31100,1400000,1395924,279.9,0,0,0,116000,77592,298.56,2640000,1384212,18890.14,2960000,663924,121.29,1160000,97356,71.53,6140000,2059848,821.04,0,0,0,,0,0,2220000,859368,7009.94,,,,,,, Moldavia_nan_-112728.0_478.94; Serbia_1130000.0_-21228.0_90.19;, Bulgaria_nan_188124.0_1240.89; Ungheria_nan_281820.0_1135.15; Ucraina_650000.0_311100.0_1231.56;
20:10 20-04-2022,253,66,42,7420000,31300,1400000,1395702,278.57,0,0,0,116000,77168,294.22,2640000,1386798,18980.32,2960000,663348,122.07,1160000,20776,15.65,6140000,2219322,888.92,0,0,0,,0,0,2220000,862946,7055.02,,,,,,, Moldavia_nan_-68264.0_287.96; Serbia_1130000.0_-20776.0_87.64;, Bulgaria_nan_187726.0_1211.31; Ungheria_nan_295316.0_1217.57; Ucraina_650000.0_310898.0_1236.35;
20:20 20-04-2022,253,66,42,7420000,31300,1400000,1395702,278.57,0,0,0,116000,77168,294.22,2640000,1386798,18980.32,2960000,663348,122.07,1160000,20776,15.65,6140000,2219322,888.92,0,0,0,,0,0,2220000,862946,7055.02,,,,,,, Moldavia_nan_-68264.0_287.96; Serbia_1130000.0_-20776.0_87.64;, Bulgaria_nan_187726.0_1211.31; Ungheria_nan_295316.0_1217.57; Ucraina_650000.0_310898.0_1236.35;
20:30 20-04-2022,253,66,42,7420000,31300,1400000,1395702,278.57,0,0,0,116000,77168,294.22,2640000,1386798,18980.32,2960000,663348,122.07,1160000,20776,15.65,6140000,2219322,888.92,0,0,0,,0,0,2220000,862946,7055.02,,,,,,, Moldavia_nan_-68264.0_287.96; Serbia_1130000.0_-20776.0_87.64;, Bulgaria_nan_187726.0_1211.31; Ungheria_nan_295316.0_1217.57; Ucraina_650000.0_310898.0_1236.35;
20:40 20-04-2022,254,66,42,7460000,31500,1400000,1396512,280.35,0,0,0,116000,76838,296.1,2640000,1387560,18950.4,2960000,663194,122.85,1160000,20142,15.75,6140000,2220842,888.3,0,0,0,,0,0,2220000,863122,7043.4,,,,,,, Moldavia_nan_-68632.0_289.8;, Bulgaria_nan_185008.0_1190.7; Ungheria_nan_293178.0_1228.5; Serbia_1130000.0_20142.0_166.95; Ucraina_650000.0_332716.0_1319.85;
20:50 20-04-2022,254,66,42,7460000,31500,1400000,1396512,280.35,0,0,0,116000,76838,296.1,2640000,1387560,18950.4,2960000,663194,122.85,1160000,20142,15.75,6140000,2220842,888.3,0,0,0,,0,0,2220000,863122,7043.4,,,,,,, Moldavia_nan_-68632.0_289.8;, Bulgaria_nan_185008.0_1190.7; Ungheria_nan_293178.0_1228.5; Serbia_1130000.0_20142.0_166.95; Ucraina_650000.0_332716.0_1319.85;
21:00 20-04-2022,254,66,42,7460000,31500,1400000,1396512,280.35,0,0,0,116000,76838,296.1,2640000,1387560,18950.4,2960000,663194,122.85,1160000,20142,15.75,6140000,2220842,888.3,0,0,0,,0,0,2220000,863122,7043.4,,,,,,, Moldavia_nan_-68632.0_289.8;, Bulgaria_nan_185008.0_1190.7; Ungheria_nan_293178.0_1228.5; Serbia_1130000.0_20142.0_166.95; Ucraina_650000.0_332716.0_1319.85;
21:10 20-04-2022,248,66,43,7610000,31500,1400000,1397957,280.35,0,0,0,116000,80666,308.7,2640000,1378171,18824.4,2960000,702403,129.15,1160000,0,0.0,6140000,2342358,935.55,0,0,0,,0,0,2220000,866018,7068.6,,,,,,, Moldavia_nan_-51748.0_214.2;, Bulgaria_nan_184923.0_1187.55; Ungheria_nan_305161.0_1275.75; Serbia_1130000.0_19786.0_166.95; Ucraina_650000.0_333318.0_1323.0;
21:20 20-04-2022,248,66,43,7610000,31500,1400000,1397957,280.35,0,0,0,116000,80666,308.7,2640000,1378171,18824.4,2960000,702403,129.15,1160000,0,0.0,6140000,2342358,935.55,0,0,0,,0,0,2220000,866018,7068.6,,,,,,, Moldavia_nan_-51748.0_214.2;, Bulgaria_nan_184923.0_1187.55; Ungheria_nan_305161.0_1275.75; Serbia_1130000.0_19786.0_166.95; Ucraina_650000.0_333318.0_1323.0;
21:30 20-04-2022,248,66,43,7610000,31500,1400000,1397957,280.35,0,0,0,116000,80666,308.7,2640000,1378171,18824.4,2960000,702403,129.15,1160000,0,0.0,6140000,2342358,935.55,0,0,0,,0,0,2220000,866018,7068.6,,,,,,, Moldavia_nan_-51748.0_214.2;, Bulgaria_nan_184923.0_1187.55; Ungheria_nan_305161.0_1275.75; Serbia_1130000.0_19786.0_166.95; Ucraina_650000.0_333318.0_1323.0;
21:40 20-04-2022,252,66,43,7880000,33100,1400000,1397124,278.04,0,0,0,116000,80376,307.83,2640000,1377424,18810.73,2960000,701320,129.09,1160000,0,0.0,6140000,2341148,936.73,0,0,0,,0,0,2220000,865224,7063.54,,,,,,, Moldavia_nan_-51220.0_215.15;, Bulgaria_nan_294712.0_1890.01; Ungheria_nan_301804.0_1280.97; Serbia_1130000.0_167844.0_999.62; Ucraina_650000.0_353024.0_1400.13;
21:50 20-04-2022,252,66,43,7880000,33100,1400000,1397124,278.04,0,0,0,116000,80376,307.83,2640000,1377424,18810.73,2960000,701320,129.09,1160000,0,0.0,6140000,2341148,936.73,0,0,0,,0,0,2220000,865224,7063.54,,,,,,, Moldavia_nan_-51220.0_215.15;, Bulgaria_nan_294712.0_1890.01; Ungheria_nan_301804.0_1280.97; Serbia_1130000.0_167844.0_999.62; Ucraina_650000.0_353024.0_1400.13;
22:00 20-04-2022,252,66,43,7880000,33100,1400000,1397124,278.04,0,0,0,116000,80376,307.83,2640000,1377424,18810.73,2960000,701320,129.09,1160000,0,0.0,6140000,2341148,936.73,0,0,0,,0,0,2220000,865224,7063.54,,,,,,, Moldavia_nan_-51220.0_215.15;, Bulgaria_nan_294712.0_1890.01; Ungheria_nan_301804.0_1280.97; Serbia_1130000.0_167844.0_999.62; Ucraina_650000.0_353024.0_1400.13;
22:10 20-04-2022,254,66,43,7760000,32800,1400000,1397576,278.8,0,0,0,116000,80704,308.32,2640000,1381280,18863.28,2960000,640976,118.08,1160000,0,0.0,6140000,2361368,944.64,0,0,0,,0,0,2220000,871448,7111.04,,,,,,, Moldavia_nan_-103208.0_436.24;, Bulgaria_nan_294880.0_1889.28; Ungheria_nan_211072.0_888.88; Serbia_1130000.0_167616.0_1000.4; Ucraina_650000.0_353080.0_1400.56;
22:20 20-04-2022,254,66,43,7760000,32800,1400000,1397576,278.8,0,0,0,116000,80704,308.32,2640000,1381280,18863.28,2960000,640976,118.08,1160000,0,0.0,6140000,2361368,944.64,0,0,0,,0,0,2220000,871448,7111.04,,,,,,, Moldavia_nan_-103208.0_436.24;, Bulgaria_nan_294880.0_1889.28; Ungheria_nan_211072.0_888.88; Serbia_1130000.0_167616.0_1000.4; Ucraina_650000.0_353080.0_1400.56;
22:30 20-04-2022,254,66,43,7760000,32800,1400000,1397576,278.8,0,0,0,116000,80704,308.32,2640000,1381280,18863.28,2960000,640976,118.08,1160000,0,0.0,6140000,2361368,944.64,0,0,0,,0,0,2220000,871448,7111.04,,,,,,, Moldavia_nan_-103208.0_436.24;, Bulgaria_nan_294880.0_1889.28; Ungheria_nan_211072.0_888.88; Serbia_1130000.0_167616.0_1000.4; Ucraina_650000.0_353080.0_1400.56;
22:40 20-04-2022,254,66,43,7760000,32800,1400000,1397576,278.8,0,0,0,116000,80704,308.32,2640000,1381280,18863.28,2960000,640976,118.08,1160000,0,0.0,6140000,2361368,944.64,0,0,0,,0,0,2220000,871448,7111.04,,,,,,, Moldavia_nan_-103208.0_436.24;, Bulgaria_nan_294880.0_1889.28; Ungheria_nan_211072.0_888.88; Serbia_1130000.0_167616.0_1000.4; Ucraina_650000.0_353080.0_1400.56;
22:50 20-04-2022,256,66,43,7830000,33400,1400000,1398438,280.56,0,0,0,116000,80649,307.28,2640000,1381212,18894.38,2960000,641277,116.9,1160000,0,0.0,6140000,2361528,945.22,0,0,0,,0,0,2220000,871479,7124.22,,,,,,, Moldavia_nan_-103356.0_440.88;, Bulgaria_nan_379755.0_2438.2; Ungheria_nan_212193.0_905.14; Serbia_1130000.0_197316.0_1169.0; Ucraina_650000.0_306153.0_1215.76;
23:00 20-04-2022,256,66,43,7830000,33400,1400000,1398438,280.56,0,0,0,116000,80649,307.28,2640000,1381212,18894.38,2960000,641277,116.9,1160000,0,0.0,6140000,2361528,945.22,0,0,0,,0,0,2220000,871479,7124.22,,,,,,, Moldavia_nan_-103356.0_440.88;, Bulgaria_nan_379755.0_2438.2; Ungheria_nan_212193.0_905.14; Serbia_1130000.0_197316.0_1169.0; Ucraina_650000.0_306153.0_1215.76;
23:10 20-04-2022,272,64,39,7380000,33400,1400000,1406628,280.56,0,0,0,116000,78228,300.6,2640000,1383750,18901.06,2960000,409590,73.48,1160000,0,0.0,6140000,2110680,845.02,0,0,0,,0,0,2220000,853128,6963.9,,,,,,, Moldavia_nan_-56826.0_257.18;, Bulgaria_nan_380070.0_2555.1; Ungheria_nan_255348.0_1085.5; Serbia_1130000.0_197046.0_1175.68; Ucraina_650000.0_306270.0_1215.76;
23:20 20-04-2022,272,64,39,7380000,33400,1400000,1406628,280.56,0,0,0,116000,78228,300.6,2640000,1383750,18901.06,2960000,409590,73.48,1160000,0,0.0,6140000,2110680,845.02,0,0,0,,0,0,2220000,853128,6963.9,,,,,,, Moldavia_nan_-56826.0_257.18;, Bulgaria_nan_380070.0_2555.1; Ungheria_nan_255348.0_1085.5; Serbia_1130000.0_197046.0_1175.68; Ucraina_650000.0_306270.0_1215.76;
23:30 20-04-2022,272,64,39,7380000,33400,1400000,1406628,280.56,0,0,0,116000,78228,300.6,2640000,1383750,18901.06,2960000,409590,73.48,1160000,0,0.0,6140000,2110680,845.02,0,0,0,,0,0,2220000,853128,6963.9,,,,,,, Moldavia_nan_-56826.0_257.18;, Bulgaria_nan_380070.0_2555.1; Ungheria_nan_255348.0_1085.5; Serbia_1130000.0_197046.0_1175.68; Ucraina_650000.0_306270.0_1215.76;
23:40 20-04-2022,272,64,39,7380000,33400,1400000,1406628,280.56,0,0,0,116000,78228,300.6,2640000,1383750,18901.06,2960000,409590,73.48,1160000,0,0.0,6140000,2110680,845.02,0,0,0,,0,0,2220000,853128,6963.9,,,,,,, Moldavia_nan_-56826.0_257.18;, Bulgaria_nan_380070.0_2555.1; Ungheria_nan_255348.0_1085.5; Serbia_1130000.0_197046.0_1175.68; Ucraina_650000.0_306270.0_1215.76;
23:50 20-04-2022,272,64,39,7380000,33400,1400000,1406628,280.56,0,0,0,116000,78228,300.6,2640000,1383750,18901.06,2960000,409590,73.48,1160000,0,0.0,6140000,2110680,845.02,0,0,0,,0,0,2220000,853128,6963.9,,,,,,, Moldavia_nan_-56826.0_257.18;, Bulgaria_nan_380070.0_2555.1; Ungheria_nan_255348.0_1085.5; Serbia_1130000.0_197046.0_1175.68; Ucraina_650000.0_306270.0_1215.76;
00:10 21-04-2022,287,61,35,6820000,32700,1400000,1408330,281.22,0,0,0,116000,77748,297.57,2640000,1383096,18920.22,2960000,431706,78.48,1160000,0,0.0,6140000,1668172,667.08,0,0,0,,0,0,2220000,863412,7056.66,,,,,,, Moldavia_nan_-76384.0_366.24;, Bulgaria_nan_289850.0_2040.48; Ungheria_nan_259842.0_1115.07; Serbia_1130000.0_132308.0_1023.51; Ucraina_650000.0_306218.0_1216.44;
00:20 21-04-2022,287,61,35,6820000,32700,1400000,1408330,281.22,0,0,0,116000,77748,297.57,2640000,1383096,18920.22,2960000,431706,78.48,1160000,0,0.0,6140000,1668172,667.08,0,0,0,,0,0,2220000,863412,7056.66,,,,,,, Moldavia_nan_-76384.0_366.24;, Bulgaria_nan_289850.0_2040.48; Ungheria_nan_259842.0_1115.07; Serbia_1130000.0_132308.0_1023.51; Ucraina_650000.0_306218.0_1216.44;
00:30 21-04-2022,287,61,35,6820000,32700,1400000,1408330,281.22,0,0,0,116000,77748,297.57,2640000,1383096,18920.22,2960000,431706,78.48,1160000,0,0.0,6140000,1668172,667.08,0,0,0,,0,0,2220000,863412,7056.66,,,,,,, Moldavia_nan_-76384.0_366.24;, Bulgaria_nan_289850.0_2040.48; Ungheria_nan_259842.0_1115.07; Serbia_1130000.0_132308.0_1023.51; Ucraina_650000.0_306218.0_1216.44;
00:40 21-04-2022,287,61,35,6820000,32700,1400000,1408330,281.22,0,0,0,116000,77748,297.57,2640000,1383096,18920.22,2960000,431706,78.48,1160000,0,0.0,6140000,1668172,667.08,0,0,0,,0,0,2220000,863412,7056.66,,,,,,, Moldavia_nan_-76384.0_366.24;, Bulgaria_nan_289850.0_2040.48; Ungheria_nan_259842.0_1115.07; Serbia_1130000.0_132308.0_1023.51; Ucraina_650000.0_306218.0_1216.44;
00:50 21-04-2022,283,61,35,6680000,31500,1400000,1409480,283.5,0,0,0,116000,77488,296.1,2640000,1384096,18925.2,2960000,432196,78.75,1160000,0,0.0,6140000,1670000,667.8,0,0,0,,0,0,2220000,863724,7059.15,,,,,,, Moldavia_nan_-76820.0_362.25;, Bulgaria_nan_166332.0_1168.65; Ungheria_nan_261856.0_1159.2; Serbia_1130000.0_100868.0_614.25; Ucraina_650000.0_313960.0_1247.4;
01:00 21-04-2022,283,61,35,6680000,31500,1400000,1409480,283.5,0,0,0,116000,77488,296.1,2640000,1384096,18925.2,2960000,432196,78.75,1160000,0,0.0,6140000,1670000,667.8,0,0,0,,0,0,2220000,863724,7059.15,,,,,,, Moldavia_nan_-76820.0_362.25;, Bulgaria_nan_166332.0_1168.65; Ungheria_nan_261856.0_1159.2; Serbia_1130000.0_100868.0_614.25; Ucraina_650000.0_313960.0_1247.4;
01:10 21-04-2022,281,62,35,6610000,30900,1400000,1407269,281.19,0,0,0,116000,74032,284.28,2640000,1362982,18620.34,2960000,534749,98.88,1160000,0,0.0,6140000,1577807,630.36,0,0,0,,0,0,2220000,852029,6958.68,,,,,,, Moldavia_nan_-101133.0_472.77;, Bulgaria_nan_165911.0_1223.64; Ungheria_nan_220113.0_939.36; Serbia_1130000.0_101133.0_618.0; Ucraina_650000.0_313975.0_1245.27;
01:20 21-04-2022,281,62,35,6610000,30900,1400000,1407269,281.19,0,0,0,116000,74032,284.28,2640000,1362982,18620.34,2960000,534749,98.88,1160000,0,0.0,6140000,1577807,630.36,0,0,0,,0,0,2220000,852029,6958.68,,,,,,, Moldavia_nan_-101133.0_472.77;, Bulgaria_nan_165911.0_1223.64; Ungheria_nan_220113.0_939.36; Serbia_1130000.0_101133.0_618.0; Ucraina_650000.0_313975.0_1245.27;
01:30 21-04-2022,281,62,35,6610000,30900,1400000,1407269,281.19,0,0,0,116000,74032,284.28,2640000,1362982,18620.34,2960000,534749,98.88,1160000,0,0.0,6140000,1577807,630.36,0,0,0,,0,0,2220000,852029,6958.68,,,,,,, Moldavia_nan_-101133.0_472.77;, Bulgaria_nan_165911.0_1223.64; Ungheria_nan_220113.0_939.36; Serbia_1130000.0_101133.0_618.0; Ucraina_650000.0_313975.0_1245.27;
01:40 21-04-2022,281,62,35,6610000,30900,1400000,1407269,281.19,0,0,0,116000,74032,284.28,2640000,1362982,18620.34,2960000,534749,98.88,1160000,0,0.0,6140000,1577807,630.36,0,0,0,,0,0,2220000,852029,6958.68,,,,,,, Moldavia_nan_-101133.0_472.77;, Bulgaria_nan_165911.0_1223.64; Ungheria_nan_220113.0_939.36; Serbia_1130000.0_101133.0_618.0; Ucraina_650000.0_313975.0_1245.27;
01:50 21-04-2022,276,62,36,6370000,29300,1400000,1407770,281.28,0,0,0,116000,73892,284.21,2640000,1362543,18626.01,2960000,535080,96.69,1160000,0,0.0,6140000,1577849,629.95,0,0,0,,0,0,2220000,852306,6961.68,,,,,,, Moldavia_nan_-101283.0_465.87; Serbia_1130000.0_-93639.0_430.71;, Bulgaria_nan_22932.0_169.94; Ungheria_nan_226772.0_1013.78; Ucraina_650000.0_310856.0_1233.53;
02:00 21-04-2022,276,62,36,6370000,29300,1400000,1407770,281.28,0,0,0,116000,73892,284.21,2640000,1362543,18626.01,2960000,535080,96.69,1160000,0,0.0,6140000,1577849,629.95,0,0,0,,0,0,2220000,852306,6961.68,,,,,,, Moldavia_nan_-101283.0_465.87; Serbia_1130000.0_-93639.0_430.71;, Bulgaria_nan_22932.0_169.94; Ungheria_nan_226772.0_1013.78; Ucraina_650000.0_310856.0_1233.53;
02:10 21-04-2022,275,62,36,6400000,29300,1400000,1410560,281.28,0,0,0,116000,74240,284.21,2640000,1380480,18857.48,2960000,565760,102.55,1160000,0,0.0,6140000,1603840,641.67,0,0,0,,0,0,2220000,856320,6988.05,,,,,,, Moldavia_nan_-128640.0_588.93; Serbia_1130000.0_-94080.0_430.71;, Bulgaria_nan_23040.0_169.94; Ungheria_nan_175360.0_738.36; Ucraina_650000.0_311040.0_1233.53;
02:20 21-04-2022,275,62,36,6400000,29300,1400000,1410560,281.28,0,0,0,116000,74240,284.21,2640000,1380480,18857.48,2960000,565760,102.55,1160000,0,0.0,6140000,1603840,641.67,0,0,0,,0,0,2220000,856320,6988.05,,,,,,, Moldavia_nan_-128640.0_588.93; Serbia_1130000.0_-94080.0_430.71;, Bulgaria_nan_23040.0_169.94; Ungheria_nan_175360.0_738.36; Ucraina_650000.0_311040.0_1233.53;
02:30 21-04-2022,275,62,36,6400000,29300,1400000,1410560,281.28,0,0,0,116000,74240,284.21,2640000,1380480,18857.48,2960000,565760,102.55,1160000,0,0.0,6140000,1603840,641.67,0,0,0,,0,0,2220000,856320,6988.05,,,,,,, Moldavia_nan_-128640.0_588.93; Serbia_1130000.0_-94080.0_430.71;, Bulgaria_nan_23040.0_169.94; Ungheria_nan_175360.0_738.36; Ucraina_650000.0_311040.0_1233.53;
02:40 21-04-2022,275,62,36,6400000,29300,1400000,1410560,281.28,0,0,0,116000,74240,284.21,2640000,1380480,18857.48,2960000,565760,102.55,1160000,0,0.0,6140000,1603840,641.67,0,0,0,,0,0,2220000,856320,6988.05,,,,,,, Moldavia_nan_-128640.0_588.93; Serbia_1130000.0_-94080.0_430.71;, Bulgaria_nan_23040.0_169.94; Ungheria_nan_175360.0_738.36; Ucraina_650000.0_311040.0_1233.53;
02:50 21-04-2022,276,62,36,6410000,29500,1400000,1410841,283.2,0,0,0,116000,74356,286.15,2640000,1380714,18880.0,2960000,568567,103.25,1160000,0,0.0,6140000,1605064,643.1,0,0,0,,0,0,2220000,857017,7003.3,,,,,,, Moldavia_nan_-128841.0_592.95; Serbia_1130000.0_-310885.0_1430.75;, Bulgaria_nan_46793.0_348.1; Ungheria_nan_171147.0_781.75; Ucraina_650000.0_294860.0_1171.15;
03:00 21-04-2022,276,62,36,6410000,29500,1400000,1410841,283.2,0,0,0,116000,74356,286.15,2640000,1380714,18880.0,2960000,568567,103.25,1160000,0,0.0,6140000,1605064,643.1,0,0,0,,0,0,2220000,857017,7003.3,,,,,,, Moldavia_nan_-128841.0_592.95; Serbia_1130000.0_-310885.0_1430.75;, Bulgaria_nan_46793.0_348.1; Ungheria_nan_171147.0_781.75; Ucraina_650000.0_294860.0_1171.15;
03:10 21-04-2022,270,63,37,6430000,28900,1400000,1411385,283.22,0,0,0,116000,75874,291.89,2640000,1367018,18680.96,2960000,697012,127.16,1160000,0,0.0,6140000,1566991,627.13,0,0,0,,0,0,2220000,825612,6739.48,,,,,,, Moldavia_nan_-205760.0_924.8; Serbia_1130000.0_-311212.0_1398.76;, Bulgaria_nan_46939.0_346.8; Ungheria_nan_144675.0_632.91; Ucraina_650000.0_295137.0_1170.45;
03:20 21-04-2022,270,63,37,6430000,28900,1400000,1411385,283.22,0,0,0,116000,75874,291.89,2640000,1367018,18680.96,2960000,697012,127.16,1160000,0,0.0,6140000,1566991,627.13,0,0,0,,0,0,2220000,825612,6739.48,,,,,,, Moldavia_nan_-205760.0_924.8; Serbia_1130000.0_-311212.0_1398.76;, Bulgaria_nan_46939.0_346.8; Ungheria_nan_144675.0_632.91; Ucraina_650000.0_295137.0_1170.45;
03:30 21-04-2022,270,63,37,6430000,28900,1400000,1411385,283.22,0,0,0,116000,75874,291.89,2640000,1367018,18680.96,2960000,697012,127.16,1160000,0,0.0,6140000,1566991,627.13,0,0,0,,0,0,2220000,825612,6739.48,,,,,,, Moldavia_nan_-205760.0_924.8; Serbia_1130000.0_-311212.0_1398.76;, Bulgaria_nan_46939.0_346.8; Ungheria_nan_144675.0_632.91; Ucraina_650000.0_295137.0_1170.45;
03:40 21-04-2022,271,63,37,6410000,28900,1400000,1410841,283.22,0,0,0,116000,76279,291.89,2640000,1365971,18660.73,2960000,696126,127.16,1160000,0,0.0,6140000,1565963,627.13,0,0,0,,0,0,2220000,824967,6733.7,,,,,,, Moldavia_nan_-205761.0_927.69; Serbia_1130000.0_-391651.0_1765.79;, Bulgaria_nan_71792.0_531.76; Ungheria_nan_141661.0_630.02; Ucraina_650000.0_257041.0_1020.17;
03:50 21-04-2022,271,63,37,6410000,28900,1400000,1410841,283.22,0,0,0,116000,76279,291.89,2640000,1365971,18660.73,2960000,696126,127.16,1160000,0,0.0,6140000,1565963,627.13,0,0,0,,0,0,2220000,824967,6733.7,,,,,,, Moldavia_nan_-205761.0_927.69; Serbia_1130000.0_-391651.0_1765.79;, Bulgaria_nan_71792.0_531.76; Ungheria_nan_141661.0_630.02; Ucraina_650000.0_257041.0_1020.17;
04:00 21-04-2022,271,63,37,6410000,28900,1400000,1410841,283.22,0,0,0,116000,76279,291.89,2640000,1365971,18660.73,2960000,696126,127.16,1160000,0,0.0,6140000,1565963,627.13,0,0,0,,0,0,2220000,824967,6733.7,,,,,,, Moldavia_nan_-205761.0_927.69; Serbia_1130000.0_-391651.0_1765.79;, Bulgaria_nan_71792.0_531.76; Ungheria_nan_141661.0_630.02; Ucraina_650000.0_257041.0_1020.17;
04:10 21-04-2022,262,65,39,6370000,27800,1400000,1410318,280.78,0,0,0,116000,75803,289.12,2640000,1337700,18275.72,2960000,801983,147.34,1160000,0,0.0,6140000,1517971,606.04,0,0,0,,0,0,2220000,720447,5882.48,,,,,,, Moldavia_nan_-240786.0_1050.84; Serbia_1130000.0_-391755.0_1709.7;, Bulgaria_nan_71981.0_533.76; Ungheria_nan_177086.0_761.72; Ucraina_650000.0_256711.0_1020.26;
04:20 21-04-2022,262,65,39,6370000,27800,1400000,1410318,280.78,0,0,0,116000,75803,289.12,2640000,1337700,18275.72,2960000,801983,147.34,1160000,0,0.0,6140000,1517971,606.04,0,0,0,,0,0,2220000,720447,5882.48,,,,,,, Moldavia_nan_-240786.0_1050.84; Serbia_1130000.0_-391755.0_1709.7;, Bulgaria_nan_71981.0_533.76; Ungheria_nan_177086.0_761.72; Ucraina_650000.0_256711.0_1020.26;
04:30 21-04-2022,262,65,39,6370000,27800,1400000,1410318,280.78,0,0,0,116000,75803,289.12,2640000,1337700,18275.72,2960000,801983,147.34,1160000,0,0.0,6140000,1517971,606.04,0,0,0,,0,0,2220000,720447,5882.48,,,,,,, Moldavia_nan_-240786.0_1050.84; Serbia_1130000.0_-391755.0_1709.7;, Bulgaria_nan_71981.0_533.76; Ungheria_nan_177086.0_761.72; Ucraina_650000.0_256711.0_1020.26;
04:40 21-04-2022,264,65,38,6460000,28400,1400000,1410218,281.16,0,0,0,116000,75582,289.68,2640000,1337866,18286.76,2960000,801686,147.68,1160000,0,0.0,6140000,1518100,607.76,0,0,0,,0,0,2220000,720936,5887.32,,,,,,, Moldavia_nan_-240312.0_1056.48; Serbia_1130000.0_-456076.0_2005.04;, Bulgaria_nan_129200.0_959.92; Ungheria_nan_182818.0_815.08; Ucraina_650000.0_283594.0_1127.48;
04:50 21-04-2022,264,65,38,6460000,28400,1400000,1410218,281.16,0,0,0,116000,75582,289.68,2640000,1337866,18286.76,2960000,801686,147.68,1160000,0,0.0,6140000,1518100,607.76,0,0,0,,0,0,2220000,720936,5887.32,,,,,,, Moldavia_nan_-240312.0_1056.48; Serbia_1130000.0_-456076.0_2005.04;, Bulgaria_nan_129200.0_959.92; Ungheria_nan_182818.0_815.08; Ucraina_650000.0_283594.0_1127.48;
