timestamp,carbon_intensity,low_emissions,renewable_emissions,total_production,total_emissions,nucleare_installed_capacity,nucleare_production,nucleare_emissions,geotermico_installed_capacity,geotermico_production,geotermico_emissions,biomassa_installed_capacity,biomassa_production,biomassa_emissions,carbone_installed_capacity,carbone_production,carbone_emissions,eolico_installed_capacity,eolico_production,eolico_emissions,fotovoltaico_installed_capacity,fotovoltaico_production,fotovoltaico_emissions,idroelettrico_installed_capacity,idroelettrico_production,idroelettrico_emissions,accumuloidro_installed_capacity,accumuloidro_production,accumuloidro_emissions,batterieaccu_installed_capacity,batterieaccu_production,batterieaccu_emissions,gas_installed_capacity,gas_production,gas_emissions,petrolio_installed_capacity,petrolio_production,petrolio_emissions,sconosciuto_installed_capacity,sconosciuto_production,sconosciuto_emissions,exchange_export,exchange_import
15:00 29-04-2022,238,66,47,7390000,29300,1400000,1350892,269.56,0,0,0,116000,50991,196.31,2640000,1168359,15953.85,2960000,416057,76.18,1160000,458919,342.81,6140000,2535509,1013.78,0,0,0,,0,0,2220000,1211960,9891.68,,,,,,, Ungheria_nan_-73161.0_290.07; Moldavia_nan_-214310.0_849.7; Serbia_1130000.0_-410145.0_1626.15;, Bulgaria_nan_186228.0_1508.95; Ucraina_650000.0_11085.0_43.95;
15:10 29-04-2022,238,66,47,7390000,29300,1400000,1350892,269.56,0,0,0,116000,50991,196.31,2640000,1168359,15953.85,2960000,416057,76.18,1160000,458919,342.81,6140000,2535509,1013.78,0,0,0,,0,0,2220000,1211960,9891.68,,,,,,, Ungheria_nan_-73161.0_290.07; Moldavia_nan_-214310.0_849.7; Serbia_1130000.0_-410145.0_1626.15;, Bulgaria_nan_186228.0_1508.95; Ucraina_650000.0_11085.0_43.95;
15:20 29-04-2022,238,66,47,7390000,29300,1400000,1350892,269.56,0,0,0,116000,50991,196.31,2640000,1168359,15953.85,2960000,416057,76.18,1160000,458919,342.81,6140000,2535509,1013.78,0,0,0,,0,0,2220000,1211960,9891.68,,,,,,, Ungheria_nan_-73161.0_290.07; Moldavia_nan_-214310.0_849.7; Serbia_1130000.0_-410145.0_1626.15;, Bulgaria_nan_186228.0_1508.95; Ucraina_650000.0_11085.0_43.95;
15:30 29-04-2022,238,66,47,7390000,29300,1400000,1350892,269.56,0,0,0,116000,50991,196.31,2640000,1168359,15953.85,2960000,416057,76.18,1160000,458919,342.81,6140000,2535509,1013.78,0,0,0,,0,0,2220000,1211960,9891.68,,,,,,, Ungheria_nan_-73161.0_290.07; Moldavia_nan_-214310.0_849.7; Serbia_1130000.0_-410145.0_1626.15;, Bulgaria_nan_186228.0_1508.95; Ucraina_650000.0_11085.0_43.95;
15:40 29-04-2022,238,66,47,7390000,29300,1400000,1350892,269.56,0,0,0,116000,50991,196.31,2640000,1168359,15953.85,2960000,416057,76.18,1160000,458919,342.81,6140000,2535509,1013.78,0,0,0,,0,0,2220000,1211960,9891.68,,,,,,, Ungheria_nan_-73161.0_290.07; Moldavia_nan_-214310.0_849.7; Serbia_1130000.0_-410145.0_1626.15;, Bulgaria_nan_186228.0_1508.95; Ucraina_650000.0_11085.0_43.95;
15:50 29-04-2022,238,66,47,7390000,29300,1400000,1350892,269.56,0,0,0,116000,50991,196.31,2640000,1168359,15953.85,2960000,416057,76.18,1160000,458919,342.81,6140000,2535509,1013.78,0,0,0,,0,0,2220000,1211960,9891.68,,,,,,, Ungheria_nan_-73161.0_290.07; Moldavia_nan_-214310.0_849.7; Serbia_1130000.0_-410145.0_1626.15;, Bulgaria_nan_186228.0_1508.95; Ucraina_650000.0_11085.0_43.95;
16:00 29-04-2022,240,67,48,7330000,29300,1400000,1358249,272.49,0,0,0,116000,51310,196.31,2640000,1280551,17521.4,2960000,584934,108.41,1160000,382626,287.14,6140000,2448953,981.55,0,0,0,,0,0,2220000,1028399,8412.03,,,,,,, Ungheria_nan_-63038.0_251.98; Moldavia_nan_-239691.0_958.11; Serbia_1130000.0_-403883.0_1614.43;, Bulgaria_nan_183983.0_1479.65; Ucraina_650000.0_10995.0_43.95;
16:10 29-04-2022,240,67,48,7330000,29300,1400000,1358249,272.49,0,0,0,116000,51310,196.31,2640000,1280551,17521.4,2960000,584934,108.41,1160000,382626,287.14,6140000,2448953,981.55,0,0,0,,0,0,2220000,1028399,8412.03,,,,,,, Ungheria_nan_-63038.0_251.98; Moldavia_nan_-239691.0_958.11; Serbia_1130000.0_-403883.0_1614.43;, Bulgaria_nan_183983.0_1479.65; Ucraina_650000.0_10995.0_43.95;
16:20 29-04-2022,240,67,48,7330000,29300,1400000,1358249,272.49,0,0,0,116000,51310,196.31,2640000,1280551,17521.4,2960000,584934,108.41,1160000,382626,287.14,6140000,2448953,981.55,0,0,0,,0,0,2220000,1028399,8412.03,,,,,,, Ungheria_nan_-63038.0_251.98; Moldavia_nan_-239691.0_958.11; Serbia_1130000.0_-403883.0_1614.43;, Bulgaria_nan_183983.0_1479.65; Ucraina_650000.0_10995.0_43.95;
16:30 29-04-2022,240,67,48,7330000,29300,1400000,1358249,272.49,0,0,0,116000,51310,196.31,2640000,1280551,17521.4,2960000,584934,108.41,1160000,382626,287.14,6140000,2448953,981.55,0,0,0,,0,0,2220000,1028399,8412.03,,,,,,, Ungheria_nan_-63038.0_251.98; Moldavia_nan_-239691.0_958.11; Serbia_1130000.0_-403883.0_1614.43;, Bulgaria_nan_183983.0_1479.65; Ucraina_650000.0_10995.0_43.95;
16:40 29-04-2022,240,67,48,7330000,29300,1400000,1358249,272.49,0,0,0,116000,51310,196.31,2640000,1280551,17521.4,2960000,584934,108.41,1160000,382626,287.14,6140000,2448953,981.55,0,0,0,,0,0,2220000,1028399,8412.03,,,,,,, Ungheria_nan_-63038.0_251.98; Moldavia_nan_-239691.0_958.11; Serbia_1130000.0_-403883.0_1614.43;, Bulgaria_nan_183983.0_1479.65; Ucraina_650000.0_10995.0_43.95;
16:50 29-04-2022,240,67,48,7330000,29300,1400000,1358249,272.49,0,0,0,116000,51310,196.31,2640000,1280551,17521.4,2960000,584934,108.41,1160000,382626,287.14,6140000,2448953,981.55,0,0,0,,0,0,2220000,1028399,8412.03,,,,,,, Ungheria_nan_-63038.0_251.98; Moldavia_nan_-239691.0_958.11; Serbia_1130000.0_-403883.0_1614.43;, Bulgaria_nan_183983.0_1479.65; Ucraina_650000.0_10995.0_43.95;
17:00 29-04-2022,240,67,48,7330000,29300,1400000,1364113,272.49,0,0,0,116000,52776,202.17,2640000,1367778,18693.4,2960000,646506,117.2,1160000,314457,234.4,6140000,2484870,993.27,0,0,0,,0,0,2220000,983686,8031.13,,,,,,, Ungheria_nan_-93824.0_375.04; Moldavia_nan_-251419.0_1004.99; Serbia_1130000.0_-431737.0_1725.77;, Bulgaria_nan_71101.0_574.28; Ucraina_650000.0_44713.0_178.73;
17:10 29-04-2022,240,67,48,7330000,29300,1400000,1364113,272.49,0,0,0,116000,52776,202.17,2640000,1367778,18693.4,2960000,646506,117.2,1160000,314457,234.4,6140000,2484870,993.27,0,0,0,,0,0,2220000,983686,8031.13,,,,,,, Ungheria_nan_-93824.0_375.04; Moldavia_nan_-251419.0_1004.99; Serbia_1130000.0_-431737.0_1725.77;, Bulgaria_nan_71101.0_574.28; Ucraina_650000.0_44713.0_178.73;
17:20 29-04-2022,240,67,48,7330000,29300,1400000,1364113,272.49,0,0,0,116000,52776,202.17,2640000,1367778,18693.4,2960000,646506,117.2,1160000,314457,234.4,6140000,2484870,993.27,0,0,0,,0,0,2220000,983686,8031.13,,,,,,, Ungheria_nan_-93824.0_375.04; Moldavia_nan_-251419.0_1004.99; Serbia_1130000.0_-431737.0_1725.77;, Bulgaria_nan_71101.0_574.28; Ucraina_650000.0_44713.0_178.73;
17:30 29-04-2022,240,67,48,7330000,29300,1400000,1364113,272.49,0,0,0,116000,52776,202.17,2640000,1367778,18693.4,2960000,646506,117.2,1160000,314457,234.4,6140000,2484870,993.27,0,0,0,,0,0,2220000,983686,8031.13,,,,,,, Ungheria_nan_-93824.0_375.04; Moldavia_nan_-251419.0_1004.99; Serbia_1130000.0_-431737.0_1725.77;, Bulgaria_nan_71101.0_574.28; Ucraina_650000.0_44713.0_178.73;
17:40 29-04-2022,240,67,48,7330000,29300,1400000,1364113,272.49,0,0,0,116000,52776,202.17,2640000,1367778,18693.4,2960000,646506,117.2,1160000,314457,234.4,6140000,2484870,993.27,0,0,0,,0,0,2220000,983686,8031.13,,,,,,, Ungheria_nan_-93824.0_375.04; Moldavia_nan_-251419.0_1004.99; Serbia_1130000.0_-431737.0_1725.77;, Bulgaria_nan_71101.0_574.28; Ucraina_650000.0_44713.0_178.73;
17:50 29-04-2022,240,67,48,7330000,29300,1400000,1364113,272.49,0,0,0,116000,52776,202.17,2640000,1367778,18693.4,2960000,646506,117.2,1160000,314457,234.4,6140000,2484870,993.27,0,0,0,,0,0,2220000,983686,8031.13,,,,,,, Ungheria_nan_-93824.0_375.04; Moldavia_nan_-251419.0_1004.99; Serbia_1130000.0_-431737.0_1725.77;, Bulgaria_nan_71101.0_574.28; Ucraina_650000.0_44713.0_178.73;
18:00 29-04-2022,239,67,48,7500000,30000,1400000,1374000,276.0,0,0,0,116000,54000,207.0,2640000,1347750,18459.0,2960000,673500,123.0,1160000,230250,174.0,6140000,2623500,1053.0,0,0,0,,0,0,2220000,1107000,9060.0,,,,,,, Ungheria_nan_-168000.0_672.0; Moldavia_nan_-255000.0_1020.0; Serbia_1130000.0_-462750.0_1851.0;, Bulgaria_nan_72750.0_585.0; Ucraina_650000.0_15750.0_63.0;
18:10 29-04-2022,239,67,48,7500000,30000,1400000,1374000,276.0,0,0,0,116000,54000,207.0,2640000,1347750,18459.0,2960000,673500,123.0,1160000,230250,174.0,6140000,2623500,1053.0,0,0,0,,0,0,2220000,1107000,9060.0,,,,,,, Ungheria_nan_-168000.0_672.0; Moldavia_nan_-255000.0_1020.0; Serbia_1130000.0_-462750.0_1851.0;, Bulgaria_nan_72750.0_585.0; Ucraina_650000.0_15750.0_63.0;
18:20 29-04-2022,239,67,48,7500000,30000,1400000,1374000,276.0,0,0,0,116000,54000,207.0,2640000,1347750,18459.0,2960000,673500,123.0,1160000,230250,174.0,6140000,2623500,1053.0,0,0,0,,0,0,2220000,1107000,9060.0,,,,,,, Ungheria_nan_-168000.0_672.0; Moldavia_nan_-255000.0_1020.0; Serbia_1130000.0_-462750.0_1851.0;, Bulgaria_nan_72750.0_585.0; Ucraina_650000.0_15750.0_63.0;
18:30 29-04-2022,239,67,48,7500000,30000,1400000,1374000,276.0,0,0,0,116000,54000,207.0,2640000,1347750,18459.0,2960000,673500,123.0,1160000,230250,174.0,6140000,2623500,1053.0,0,0,0,,0,0,2220000,1107000,9060.0,,,,,,, Ungheria_nan_-168000.0_672.0; Moldavia_nan_-255000.0_1020.0; Serbia_1130000.0_-462750.0_1851.0;, Bulgaria_nan_72750.0_585.0; Ucraina_650000.0_15750.0_63.0;
18:40 29-04-2022,239,67,48,7500000,30000,1400000,1374000,276.0,0,0,0,116000,54000,207.0,2640000,1347750,18459.0,2960000,673500,123.0,1160000,230250,174.0,6140000,2623500,1053.0,0,0,0,,0,0,2220000,1107000,9060.0,,,,,,, Ungheria_nan_-168000.0_672.0; Moldavia_nan_-255000.0_1020.0; Serbia_1130000.0_-462750.0_1851.0;, Bulgaria_nan_72750.0_585.0; Ucraina_650000.0_15750.0_63.0;
18:50 29-04-2022,239,67,48,7500000,30000,1400000,1374000,276.0,0,0,0,116000,54000,207.0,2640000,1347750,18459.0,2960000,673500,123.0,1160000,230250,174.0,6140000,2623500,1053.0,0,0,0,,0,0,2220000,1107000,9060.0,,,,,,, Ungheria_nan_-168000.0_672.0; Moldavia_nan_-255000.0_1020.0; Serbia_1130000.0_-462750.0_1851.0;, Bulgaria_nan_72750.0_585.0; Ucraina_650000.0_15750.0_63.0;
19:00 29-04-2022,231,68,49,7540000,29000,1400000,1392638,278.4,0,0,0,116000,55796,214.6,2640000,1325532,18113.4,2960000,869362,159.5,1160000,136474,101.5,6140000,2648048,1058.5,0,0,0,,0,0,2220000,1110642,9071.2,,,,,,, Bulgaria_nan_-91234.0_350.9; Ungheria_nan_-190762.0_733.7; Moldavia_nan_-306878.0_1180.3; Serbia_1130000.0_-478036.0_1838.6; Ucra_650000.0_-17342.0_66.7;,
19:10 29-04-2022,231,68,49,7540000,29000,1400000,1392638,278.4,0,0,0,116000,55796,214.6,2640000,1325532,18113.4,2960000,869362,159.5,1160000,136474,101.5,6140000,2648048,1058.5,0,0,0,,0,0,2220000,1110642,9071.2,,,,,,, Bulgaria_nan_-91234.0_350.9; Ungheria_nan_-190762.0_733.7; Moldavia_nan_-306878.0_1180.3; Serbia_1130000.0_-478036.0_1838.6; Ucra_650000.0_-17342.0_66.7;,
19:20 29-04-2022,231,68,49,7540000,29000,1400000,1392638,278.4,0,0,0,116000,55796,214.6,2640000,1325532,18113.4,2960000,869362,159.5,1160000,136474,101.5,6140000,2648048,1058.5,0,0,0,,0,0,2220000,1110642,9071.2,,,,,,, Bulgaria_nan_-91234.0_350.9; Ungheria_nan_-190762.0_733.7; Moldavia_nan_-306878.0_1180.3; Serbia_1130000.0_-478036.0_1838.6; Ucra_650000.0_-17342.0_66.7;,
19:30 29-04-2022,231,68,49,7540000,29000,1400000,1392638,278.4,0,0,0,116000,55796,214.6,2640000,1325532,18113.4,2960000,869362,159.5,1160000,136474,101.5,6140000,2648048,1058.5,0,0,0,,0,0,2220000,1110642,9071.2,,,,,,, Bulgaria_nan_-91234.0_350.9; Ungheria_nan_-190762.0_733.7; Moldavia_nan_-306878.0_1180.3; Serbia_1130000.0_-478036.0_1838.6; Ucra_650000.0_-17342.0_66.7;,
19:40 29-04-2022,231,68,49,7540000,29000,1400000,1392638,278.4,0,0,0,116000,55796,214.6,2640000,1325532,18113.4,2960000,869362,159.5,1160000,136474,101.5,6140000,2648048,1058.5,0,0,0,,0,0,2220000,1110642,9071.2,,,,,,, Bulgaria_nan_-91234.0_350.9; Ungheria_nan_-190762.0_733.7; Moldavia_nan_-306878.0_1180.3; Serbia_1130000.0_-478036.0_1838.6; Ucra_650000.0_-17342.0_66.7;,
19:50 29-04-2022,231,68,49,7540000,29000,1400000,1392638,278.4,0,0,0,116000,55796,214.6,2640000,1325532,18113.4,2960000,869362,159.5,1160000,136474,101.5,6140000,2648048,1058.5,0,0,0,,0,0,2220000,1110642,9071.2,,,,,,, Bulgaria_nan_-91234.0_350.9; Ungheria_nan_-190762.0_733.7; Moldavia_nan_-306878.0_1180.3; Serbia_1130000.0_-478036.0_1838.6; Ucra_650000.0_-17342.0_66.7;,
20:00 29-04-2022,231,68,49,7520000,29000,1400000,1395712,278.4,0,0,0,116000,53392,205.9,2640000,1327280,18174.3,2960000,940752,174.0,1160000,33840,26.1,6140000,2657568,1064.3,0,0,0,,0,0,2220000,1082128,8853.7,,,,,,, Ungheria_nan_-224848.0_867.1; Moldavia_nan_-334640.0_1290.5; Serbia_1130000.0_-300048.0_1157.1; Ucra_650000.0_-70688.0_272.6;, Bulgaria_nan_29328.0_223.3;
20:10 29-04-2022,231,68,49,7520000,29000,1400000,1395712,278.4,0,0,0,116000,53392,205.9,2640000,1327280,18174.3,2960000,940752,174.0,1160000,33840,26.1,6140000,2657568,1064.3,0,0,0,,0,0,2220000,1082128,8853.7,,,,,,, Ungheria_nan_-224848.0_867.1; Moldavia_nan_-334640.0_1290.5; Serbia_1130000.0_-300048.0_1157.1; Ucra_650000.0_-70688.0_272.6;, Bulgaria_nan_29328.0_223.3;
20:20 29-04-2022,231,68,49,7520000,29000,1400000,1395712,278.4,0,0,0,116000,53392,205.9,2640000,1327280,18174.3,2960000,940752,174.0,1160000,33840,26.1,6140000,2657568,1064.3,0,0,0,,0,0,2220000,1082128,8853.7,,,,,,, Ungheria_nan_-224848.0_867.1; Moldavia_nan_-334640.0_1290.5; Serbia_1130000.0_-300048.0_1157.1; Ucra_650000.0_-70688.0_272.6;, Bulgaria_nan_29328.0_223.3;
20:30 29-04-2022,231,68,49,7520000,29000,1400000,1395712,278.4,0,0,0,116000,53392,205.9,2640000,1327280,18174.3,2960000,940752,174.0,1160000,33840,26.1,6140000,2657568,1064.3,0,0,0,,0,0,2220000,1082128,8853.7,,,,,,, Ungheria_nan_-224848.0_867.1; Moldavia_nan_-334640.0_1290.5; Serbia_1130000.0_-300048.0_1157.1; Ucra_650000.0_-70688.0_272.6;, Bulgaria_nan_29328.0_223.3;
20:40 29-04-2022,231,68,49,7520000,29000,1400000,1395712,278.4,0,0,0,116000,53392,205.9,2640000,1327280,18174.3,2960000,940752,174.0,1160000,33840,26.1,6140000,2657568,1064.3,0,0,0,,0,0,2220000,1082128,8853.7,,,,,,, Ungheria_nan_-224848.0_867.1; Moldavia_nan_-334640.0_1290.5; Serbia_1130000.0_-300048.0_1157.1; Ucra_650000.0_-70688.0_272.6;, Bulgaria_nan_29328.0_223.3;
20:50 29-04-2022,231,68,49,7520000,29000,1400000,1395712,278.4,0,0,0,116000,53392,205.9,2640000,1327280,18174.3,2960000,940752,174.0,1160000,33840,26.1,6140000,2657568,1064.3,0,0,0,,0,0,2220000,1082128,8853.7,,,,,,, Ungheria_nan_-224848.0_867.1; Moldavia_nan_-334640.0_1290.5; Serbia_1130000.0_-300048.0_1157.1; Ucra_650000.0_-70688.0_272.6;, Bulgaria_nan_29328.0_223.3;
21:00 29-04-2022,236,67,48,7650000,30100,1400000,1398420,279.93,0,0,0,116000,53550,204.68,2640000,1338750,18282.74,2960000,934830,171.57,1160000,765,0.0,6140000,2675205,1068.55,0,0,0,,0,0,2220000,1119960,9135.35,,,,,,, Ungheria_nan_-211140.0_830.76; Moldavia_nan_-315180.0_1240.12; Serbia_1130000.0_-158355.0_623.07; Ucra_650000.0_-62730.0_246.82;, Bulgaria_nan_127755.0_957.18;
21:10 29-04-2022,236,67,48,7650000,30100,1400000,1398420,279.93,0,0,0,116000,53550,204.68,2640000,1338750,18282.74,2960000,934830,171.57,1160000,765,0.0,6140000,2675205,1068.55,0,0,0,,0,0,2220000,1119960,9135.35,,,,,,, Ungheria_nan_-211140.0_830.76; Moldavia_nan_-315180.0_1240.12; Serbia_1130000.0_-158355.0_623.07; Ucra_650000.0_-62730.0_246.82;, Bulgaria_nan_127755.0_957.18;
21:20 29-04-2022,236,67,48,7650000,30100,1400000,1398420,279.93,0,0,0,116000,53550,204.68,2640000,1338750,18282.74,2960000,934830,171.57,1160000,765,0.0,6140000,2675205,1068.55,0,0,0,,0,0,2220000,1119960,9135.35,,,,,,, Ungheria_nan_-211140.0_830.76; Moldavia_nan_-315180.0_1240.12; Serbia_1130000.0_-158355.0_623.07; Ucra_650000.0_-62730.0_246.82;, Bulgaria_nan_127755.0_957.18;
21:30 29-04-2022,236,67,48,7650000,30100,1400000,1398420,279.93,0,0,0,116000,53550,204.68,2640000,1338750,18282.74,2960000,934830,171.57,1160000,765,0.0,6140000,2675205,1068.55,0,0,0,,0,0,2220000,1119960,9135.35,,,,,,, Ungheria_nan_-211140.0_830.76; Moldavia_nan_-315180.0_1240.12; Serbia_1130000.0_-158355.0_623.07; Ucra_650000.0_-62730.0_246.82;, Bulgaria_nan_127755.0_957.18;
21:40 29-04-2022,236,67,48,7650000,30100,1400000,1398420,279.93,0,0,0,116000,53550,204.68,2640000,1338750,18282.74,2960000,934830,171.57,1160000,765,0.0,6140000,2675205,1068.55,0,0,0,,0,0,2220000,1119960,9135.35,,,,,,, Ungheria_nan_-211140.0_830.76; Moldavia_nan_-315180.0_1240.12; Serbia_1130000.0_-158355.0_623.07; Ucra_650000.0_-62730.0_246.82;, Bulgaria_nan_127755.0_957.18;
21:50 29-04-2022,236,67,48,7650000,30100,1400000,1398420,279.93,0,0,0,116000,53550,204.68,2640000,1338750,18282.74,2960000,934830,171.57,1160000,765,0.0,6140000,2675205,1068.55,0,0,0,,0,0,2220000,1119960,9135.35,,,,,,, Ungheria_nan_-211140.0_830.76; Moldavia_nan_-315180.0_1240.12; Serbia_1130000.0_-158355.0_623.07; Ucra_650000.0_-62730.0_246.82;, Bulgaria_nan_127755.0_957.18;
22:00 29-04-2022,250,64,46,7550000,31500,1400000,1398260,280.35,0,0,0,116000,54360,207.9,2640000,1374100,18780.3,2960000,774630,141.75,1160000,0,0.0,6140000,2585120,1033.2,0,0,0,,0,0,2220000,1234425,10080.0,,,,,,, Ungheria_nan_-125330.0_522.9; Moldavia_nan_-231785.0_967.05; Serbia_1130000.0_-153265.0_639.45; Ucra_650000.0_-62665.0_261.45;, Bulgaria_nan_129105.0_976.5;
22:10 29-04-2022,250,64,46,7550000,31500,1400000,1398260,280.35,0,0,0,116000,54360,207.9,2640000,1374100,18780.3,2960000,774630,141.75,1160000,0,0.0,6140000,2585120,1033.2,0,0,0,,0,0,2220000,1234425,10080.0,,,,,,, Ungheria_nan_-125330.0_522.9; Moldavia_nan_-231785.0_967.05; Serbia_1130000.0_-153265.0_639.45; Ucra_650000.0_-62665.0_261.45;, Bulgaria_nan_129105.0_976.5;
22:20 29-04-2022,250,64,46,7550000,31500,1400000,1398260,280.35,0,0,0,116000,54360,207.9,2640000,1374100,18780.3,2960000,774630,141.75,1160000,0,0.0,6140000,2585120,1033.2,0,0,0,,0,0,2220000,1234425,10080.0,,,,,,, Ungheria_nan_-125330.0_522.9; Moldavia_nan_-231785.0_967.05; Serbia_1130000.0_-153265.0_639.45; Ucra_650000.0_-62665.0_261.45;, Bulgaria_nan_129105.0_976.5;
22:30 29-04-2022,250,64,46,7550000,31500,1400000,1398260,280.35,0,0,0,116000,54360,207.9,2640000,1374100,18780.3,2960000,774630,141.75,1160000,0,0.0,6140000,2585120,1033.2,0,0,0,,0,0,2220000,1234425,10080.0,,,,,,, Ungheria_nan_-125330.0_522.9; Moldavia_nan_-231785.0_967.05; Serbia_1130000.0_-153265.0_639.45; Ucra_650000.0_-62665.0_261.45;, Bulgaria_nan_129105.0_976.5;
22:40 29-04-2022,250,64,46,7550000,31500,1400000,1398260,280.35,0,0,0,116000,54360,207.9,2640000,1374100,18780.3,2960000,774630,141.75,1160000,0,0.0,6140000,2585120,1033.2,0,0,0,,0,0,2220000,1234425,10080.0,,,,,,, Ungheria_nan_-125330.0_522.9; Moldavia_nan_-231785.0_967.05; Serbia_1130000.0_-153265.0_639.45; Ucra_650000.0_-62665.0_261.45;, Bulgaria_nan_129105.0_976.5;
22:50 29-04-2022,250,64,46,7550000,31500,1400000,1398260,280.35,0,0,0,116000,54360,207.9,2640000,1374100,18780.3,2960000,774630,141.75,1160000,0,0.0,6140000,2585120,1033.2,0,0,0,,0,0,2220000,1234425,10080.0,,,,,,, Ungheria_nan_-125330.0_522.9; Moldavia_nan_-231785.0_967.05; Serbia_1130000.0_-153265.0_639.45; Ucra_650000.0_-62665.0_261.45;, Bulgaria_nan_129105.0_976.5;
23:00 29-04-2022,255,64,44,7350000,31300,1400000,1399440,281.7,0,0,0,116000,54390,209.71,2640000,1367100,18701.75,2960000,677670,125.2,1160000,0,0.0,6140000,2500470,1001.6,0,0,0,,0,0,2220000,1236270,10109.9,,,,,,, Ungheria_nan_-155820.0_663.56; Moldavia_nan_-272685.0_1161.23; Serbia_1130000.0_-108045.0_460.11; Ucra_650000.0_-5145.0_21.91;, Bulgaria_nan_115395.0_873.27;
23:10 29-04-2022,255,64,44,7350000,31300,1400000,1399440,281.7,0,0,0,116000,54390,209.71,2640000,1367100,18701.75,2960000,677670,125.2,1160000,0,0.0,6140000,2500470,1001.6,0,0,0,,0,0,2220000,1236270,10109.9,,,,,,, Ungheria_nan_-155820.0_663.56; Moldavia_nan_-272685.0_1161.23; Serbia_1130000.0_-108045.0_460.11; Ucra_650000.0_-5145.0_21.91;, Bulgaria_nan_115395.0_873.27;
23:20 29-04-2022,255,64,44,7350000,31300,1400000,1399440,281.7,0,0,0,116000,54390,209.71,2640000,1367100,18701.75,2960000,677670,125.2,1160000,0,0.0,6140000,2500470,1001.6,0,0,0,,0,0,2220000,1236270,10109.9,,,,,,, Ungheria_nan_-155820.0_663.56; Moldavia_nan_-272685.0_1161.23; Serbia_1130000.0_-108045.0_460.11; Ucra_650000.0_-5145.0_21.91;, Bulgaria_nan_115395.0_873.27;
23:30 29-04-2022,255,64,44,7350000,31300,1400000,1399440,281.7,0,0,0,116000,54390,209.71,2640000,1367100,18701.75,2960000,677670,125.2,1160000,0,0.0,6140000,2500470,1001.6,0,0,0,,0,0,2220000,1236270,10109.9,,,,,,, Ungheria_nan_-155820.0_663.56; Moldavia_nan_-272685.0_1161.23; Serbia_1130000.0_-108045.0_460.11; Ucra_650000.0_-5145.0_21.91;, Bulgaria_nan_115395.0_873.27;
23:40 29-04-2022,255,64,44,7350000,31300,1400000,1399440,281.7,0,0,0,116000,54390,209.71,2640000,1367100,18701.75,2960000,677670,125.2,1160000,0,0.0,6140000,2500470,1001.6,0,0,0,,0,0,2220000,1236270,10109.9,,,,,,, Ungheria_nan_-155820.0_663.56; Moldavia_nan_-272685.0_1161.23; Serbia_1130000.0_-108045.0_460.11; Ucra_650000.0_-5145.0_21.91;, Bulgaria_nan_115395.0_873.27;
23:50 29-04-2022,255,64,44,7350000,31300,1400000,1399440,281.7,0,0,0,116000,54390,209.71,2640000,1367100,18701.75,2960000,677670,125.2,1160000,0,0.0,6140000,2500470,1001.6,0,0,0,,0,0,2220000,1236270,10109.9,,,,,,, Ungheria_nan_-155820.0_663.56; Moldavia_nan_-272685.0_1161.23; Serbia_1130000.0_-108045.0_460.11; Ucra_650000.0_-5145.0_21.91;, Bulgaria_nan_115395.0_873.27;
00:00 30-04-2022,255,64,44,7350000,31300,1400000,1399440,281.7,0,0,0,116000,54390,209.71,2640000,1367100,18701.75,2960000,677670,125.2,1160000,0,0.0,6140000,2500470,1001.6,0,0,0,,0,0,2220000,1236270,10109.9,,,,,,, Ungheria_nan_-155820.0_663.56; Moldavia_nan_-272685.0_1161.23; Serbia_1130000.0_-108045.0_460.11; Ucra_650000.0_-5145.0_21.91;, Bulgaria_nan_115395.0_873.27;
00:10 30-04-2022,256,63,43,7020000,29900,1400000,1399788,281.06,0,0,0,116000,53352,206.31,2640000,1339416,18292.82,2960000,720954,131.56,1160000,0,0.0,6140000,2270970,908.96,0,0,0,,0,0,2220000,1235520,10082.28,,,,,,, Bulgaria_nan_-131274.0_559.13; Ungheria_nan_-102492.0_436.54; Moldavia_nan_-321516.0_1369.42; Serbia_1130000.0_-324324.0_1381.38; Ucra_650000.0_-84942.0_361.79;,
00:20 30-04-2022,256,63,43,7020000,29900,1400000,1399788,281.06,0,0,0,116000,53352,206.31,2640000,1339416,18292.82,2960000,720954,131.56,1160000,0,0.0,6140000,2270970,908.96,0,0,0,,0,0,2220000,1235520,10082.28,,,,,,, Bulgaria_nan_-131274.0_559.13; Ungheria_nan_-102492.0_436.54; Moldavia_nan_-321516.0_1369.42; Serbia_1130000.0_-324324.0_1381.38; Ucra_650000.0_-84942.0_361.79;,
00:30 30-04-2022,256,63,43,7020000,29900,1400000,1399788,281.06,0,0,0,116000,53352,206.31,2640000,1339416,18292.82,2960000,720954,131.56,1160000,0,0.0,6140000,2270970,908.96,0,0,0,,0,0,2220000,1235520,10082.28,,,,,,, Bulgaria_nan_-131274.0_559.13; Ungheria_nan_-102492.0_436.54; Moldavia_nan_-321516.0_1369.42; Serbia_1130000.0_-324324.0_1381.38; Ucra_650000.0_-84942.0_361.79;,
