timestamp,carbon_intensity,low_emissions,renewable_emissions,total_production,total_emissions,nucleare_installed_capacity,nucleare_production,nucleare_emissions,geotermico_installed_capacity,geotermico_production,geotermico_emissions,biomassa_installed_capacity,biomassa_production,biomassa_emissions,carbone_installed_capacity,carbone_production,carbone_emissions,eolico_installed_capacity,eolico_production,eolico_emissions,fotovoltaico_installed_capacity,fotovoltaico_production,fotovoltaico_emissions,idroelettrico_installed_capacity,idroelettrico_production,idroelettrico_emissions,accumuloidro_installed_capacity,accumuloidro_production,accumuloidro_emissions,batterieaccu_installed_capacity,batterieaccu_production,batterieaccu_emissions,gas_installed_capacity,gas_production,gas_emissions,petrolio_installed_capacity,petrolio_production,petrolio_emissions,sconosciuto_installed_capacity,sconosciuto_production,sconosciuto_emissions,exchange_export,exchange_import
11:50 23-04-2022,411,48,15,6110000,41800,2000000,2007135,401.28,0,0,0,80000,29328,112.86,4370000,2718339,37135.12,701000,58656,12.54,1130000,444197,334.4,2740000,405704,163.02,931000,0,0,,0,0,1370000,446641,3649.14,0,0,0,,,, Grecia_nan_-453973.0_3105.74; Macedonia del Nord_950000.0_-450307.0_3080.66; Romania_nan_-208962.0_1429.56; Serbia_2490000.0_-460083.0_3147.54; Turchia_2490000.0_-394095.0_2696.1;,
12:00 23-04-2022,415,48,16,6250000,43200,2000000,2005625,401.76,0,0,0,80000,30000,116.64,4370000,2813750,38456.64,701000,52500,8.64,1130000,618750,462.24,2740000,283750,112.32,931000,0,0,,0,0,1370000,445625,3637.44,0,0,0,,,, Grecia_nan_-410625.0_2838.24; Macedonia del Nord_950000.0_-425625.0_2941.92; Romania_nan_-218750.0_1512.0; Serbia_2490000.0_-441875.0_3054.24; Turchia_2490000.0_-407500.0_2816.64;,
12:10 23-04-2022,415,48,16,6250000,43200,2000000,2005625,401.76,0,0,0,80000,30000,116.64,4370000,2813750,38456.64,701000,52500,8.64,1130000,618750,462.24,2740000,283750,112.32,931000,0,0,,0,0,1370000,445625,3637.44,0,0,0,,,, Grecia_nan_-410625.0_2838.24; Macedonia del Nord_950000.0_-425625.0_2941.92; Romania_nan_-218750.0_1512.0; Serbia_2490000.0_-441875.0_3054.24; Turchia_2490000.0_-407500.0_2816.64;,
12:20 23-04-2022,415,48,16,6250000,43200,2000000,2005625,401.76,0,0,0,80000,30000,116.64,4370000,2813750,38456.64,701000,52500,8.64,1130000,618750,462.24,2740000,283750,112.32,931000,0,0,,0,0,1370000,445625,3637.44,0,0,0,,,, Grecia_nan_-410625.0_2838.24; Macedonia del Nord_950000.0_-425625.0_2941.92; Romania_nan_-218750.0_1512.0; Serbia_2490000.0_-441875.0_3054.24; Turchia_2490000.0_-407500.0_2816.64;,
12:30 23-04-2022,415,48,16,6250000,43200,2000000,2005625,401.76,0,0,0,80000,30000,116.64,4370000,2813750,38456.64,701000,52500,8.64,1130000,618750,462.24,2740000,283750,112.32,931000,0,0,,0,0,1370000,445625,3637.44,0,0,0,,,, Grecia_nan_-410625.0_2838.24; Macedonia del Nord_950000.0_-425625.0_2941.92; Romania_nan_-218750.0_1512.0; Serbia_2490000.0_-441875.0_3054.24; Turchia_2490000.0_-407500.0_2816.64;,
12:40 23-04-2022,415,48,16,6250000,43200,2000000,2005625,401.76,0,0,0,80000,30000,116.64,4370000,2813750,38456.64,701000,52500,8.64,1130000,618750,462.24,2740000,283750,112.32,931000,0,0,,0,0,1370000,445625,3637.44,0,0,0,,,, Grecia_nan_-410625.0_2838.24; Macedonia del Nord_950000.0_-425625.0_2941.92; Romania_nan_-218750.0_1512.0; Serbia_2490000.0_-441875.0_3054.24; Turchia_2490000.0_-407500.0_2816.64;,
12:50 23-04-2022,415,48,16,6250000,43200,2000000,2005625,401.76,0,0,0,80000,30000,116.64,4370000,2813750,38456.64,701000,52500,8.64,1130000,618750,462.24,2740000,283750,112.32,931000,0,0,,0,0,1370000,445625,3637.44,0,0,0,,,, Grecia_nan_-397500.0_2747.52; Macedonia del Nord_950000.0_-445000.0_3075.84; Romania_nan_-452500.0_3127.68; Serbia_2490000.0_-508750.0_3516.48; Turchia_2490000.0_-381875.0_2639.52;,
13:00 23-04-2022,411,48,17,6350000,43500,2000000,2006600,400.2,0,0,0,80000,30480,117.45,4370000,2832735,38728.05,701000,50800,8.7,1130000,719455,539.4,2740000,269240,108.75,931000,0,0,,0,0,1370000,440690,3597.45,0,0,0,,,, Grecia_nan_-397510.0_2723.1; Macedonia del Nord_950000.0_-444500.0_3045.0; Romania_nan_-452755.0_3101.55; Serbia_2490000.0_-508635.0_3484.35; Turchia_2490000.0_-381635.0_2614.35;,
13:10 23-04-2022,411,48,17,6350000,43500,2000000,2006600,400.2,0,0,0,80000,30480,117.45,4370000,2832735,38728.05,701000,50800,8.7,1130000,719455,539.4,2740000,269240,108.75,931000,0,0,,0,0,1370000,440690,3597.45,0,0,0,,,, Grecia_nan_-397510.0_2723.1; Macedonia del Nord_950000.0_-444500.0_3045.0; Romania_nan_-452755.0_3101.55; Serbia_2490000.0_-508635.0_3484.35; Turchia_2490000.0_-381635.0_2614.35;,
13:20 23-04-2022,411,48,17,6350000,43500,2000000,2006600,400.2,0,0,0,80000,30480,117.45,4370000,2832735,38728.05,701000,50800,8.7,1130000,719455,539.4,2740000,269240,108.75,931000,0,0,,0,0,1370000,440690,3597.45,0,0,0,,,, Grecia_nan_-397510.0_2723.1; Macedonia del Nord_950000.0_-444500.0_3045.0; Romania_nan_-452755.0_3101.55; Serbia_2490000.0_-508635.0_3484.35; Turchia_2490000.0_-381635.0_2614.35;,
13:30 23-04-2022,411,48,17,6350000,43500,2000000,2006600,400.2,0,0,0,80000,30480,117.45,4370000,2832735,38728.05,701000,50800,8.7,1130000,719455,539.4,2740000,269240,108.75,931000,0,0,,0,0,1370000,440690,3597.45,0,0,0,,,, Grecia_nan_-397510.0_2723.1; Macedonia del Nord_950000.0_-444500.0_3045.0; Romania_nan_-452755.0_3101.55; Serbia_2490000.0_-508635.0_3484.35; Turchia_2490000.0_-381635.0_2614.35;,
13:40 23-04-2022,411,48,17,6350000,43500,2000000,2006600,400.2,0,0,0,80000,30480,117.45,4370000,2832735,38728.05,701000,50800,8.7,1130000,719455,539.4,2740000,269240,108.75,931000,0,0,,0,0,1370000,440690,3597.45,0,0,0,,,, Grecia_nan_-397510.0_2723.1; Macedonia del Nord_950000.0_-444500.0_3045.0; Romania_nan_-452755.0_3101.55; Serbia_2490000.0_-508635.0_3484.35; Turchia_2490000.0_-381635.0_2614.35;,
13:50 23-04-2022,411,48,17,6350000,43500,2000000,2006600,400.2,0,0,0,80000,30480,117.45,4370000,2832735,38728.05,701000,50800,8.7,1130000,719455,539.4,2740000,269240,108.75,931000,0,0,,0,0,1370000,440690,3597.45,0,0,0,,,, Grecia_nan_-408940.0_2801.4; Macedonia del Nord_950000.0_-454025.0_3110.25; Romania_nan_-508000.0_3480.0; Serbia_2490000.0_-517525.0_3545.25; Turchia_2490000.0_-411480.0_2818.8;,
14:00 23-04-2022,406,49,17,6290000,42500,2000000,2009026,399.5,0,0,0,80000,30192,114.75,4370000,2764455,37723.0,701000,69190,12.75,1130000,724608,544.0,2740000,250971,102.0,931000,0,0,,0,0,1370000,442187,3604.0,0,0,0,,,, Grecia_nan_-409479.0_2766.75; Macedonia del Nord_950000.0_-454138.0_3068.5; Romania_nan_-508232.0_3434.0; Serbia_2490000.0_-518296.0_3502.0; Turchia_2490000.0_-411995.0_2783.75;,
14:10 23-04-2022,406,49,17,6290000,42500,2000000,2009026,399.5,0,0,0,80000,30192,114.75,4370000,2764455,37723.0,701000,69190,12.75,1130000,724608,544.0,2740000,250971,102.0,931000,0,0,,0,0,1370000,442187,3604.0,0,0,0,,,, Grecia_nan_-409479.0_2766.75; Macedonia del Nord_950000.0_-454138.0_3068.5; Romania_nan_-508232.0_3434.0; Serbia_2490000.0_-518296.0_3502.0; Turchia_2490000.0_-411995.0_2783.75;,
14:20 23-04-2022,406,49,17,6290000,42500,2000000,2009026,399.5,0,0,0,80000,30192,114.75,4370000,2764455,37723.0,701000,69190,12.75,1130000,724608,544.0,2740000,250971,102.0,931000,0,0,,0,0,1370000,442187,3604.0,0,0,0,,,, Grecia_nan_-409479.0_2766.75; Macedonia del Nord_950000.0_-454138.0_3068.5; Romania_nan_-508232.0_3434.0; Serbia_2490000.0_-518296.0_3502.0; Turchia_2490000.0_-411995.0_2783.75;,
14:30 23-04-2022,406,49,17,6290000,42500,2000000,2009026,399.5,0,0,0,80000,30192,114.75,4370000,2764455,37723.0,701000,69190,12.75,1130000,724608,544.0,2740000,250971,102.0,931000,0,0,,0,0,1370000,442187,3604.0,0,0,0,,,, Grecia_nan_-409479.0_2766.75; Macedonia del Nord_950000.0_-454138.0_3068.5; Romania_nan_-508232.0_3434.0; Serbia_2490000.0_-518296.0_3502.0; Turchia_2490000.0_-411995.0_2783.75;,
14:40 23-04-2022,406,49,17,6290000,42500,2000000,2009026,399.5,0,0,0,80000,30192,114.75,4370000,2764455,37723.0,701000,69190,12.75,1130000,724608,544.0,2740000,250971,102.0,931000,0,0,,0,0,1370000,442187,3604.0,0,0,0,,,, Grecia_nan_-409479.0_2766.75; Macedonia del Nord_950000.0_-454138.0_3068.5; Romania_nan_-508232.0_3434.0; Serbia_2490000.0_-518296.0_3502.0; Turchia_2490000.0_-411995.0_2783.75;,
14:50 23-04-2022,406,49,17,6290000,42500,2000000,2009026,399.5,0,0,0,80000,30192,114.75,4370000,2764455,37723.0,701000,69190,12.75,1130000,724608,544.0,2740000,250971,102.0,931000,0,0,,0,0,1370000,442187,3604.0,0,0,0,,,, Grecia_nan_-423317.0_2860.25; Macedonia del Nord_950000.0_-470492.0_3179.0; Romania_nan_-457283.0_3089.75; Serbia_2490000.0_-534021.0_3608.25; Turchia_2490000.0_-478040.0_3230.0;,
15:00 23-04-2022,400,50,17,6200000,41300,2000000,2007560,400.61,0,0,0,80000,31000,119.77,4370000,2679020,36538.11,701000,88660,16.52,1130000,709900,532.77,2740000,243040,94.99,931000,0,0,,0,0,1370000,441440,3597.23,0,0,0,,,, Grecia_nan_-423460.0_2820.79; Macedonia del Nord_950000.0_-470580.0_3134.67; Romania_nan_-457560.0_3047.94; Serbia_2490000.0_-534440.0_3560.06; Turchia_2490000.0_-478640.0_3188.36;,
15:10 23-04-2022,400,50,17,6200000,41300,2000000,2007560,400.61,0,0,0,80000,31000,119.77,4370000,2679020,36538.11,701000,88660,16.52,1130000,709900,532.77,2740000,243040,94.99,931000,0,0,,0,0,1370000,441440,3597.23,0,0,0,,,, Grecia_nan_-423460.0_2820.79; Macedonia del Nord_950000.0_-470580.0_3134.67; Romania_nan_-457560.0_3047.94; Serbia_2490000.0_-534440.0_3560.06; Turchia_2490000.0_-478640.0_3188.36;,
15:20 23-04-2022,400,50,17,6200000,41300,2000000,2007560,400.61,0,0,0,80000,31000,119.77,4370000,2679020,36538.11,701000,88660,16.52,1130000,709900,532.77,2740000,243040,94.99,931000,0,0,,0,0,1370000,441440,3597.23,0,0,0,,,, Grecia_nan_-423460.0_2820.79; Macedonia del Nord_950000.0_-470580.0_3134.67; Romania_nan_-457560.0_3047.94; Serbia_2490000.0_-534440.0_3560.06; Turchia_2490000.0_-478640.0_3188.36;,
15:30 23-04-2022,400,50,17,6200000,41300,2000000,2007560,400.61,0,0,0,80000,31000,119.77,4370000,2679020,36538.11,701000,88660,16.52,1130000,709900,532.77,2740000,243040,94.99,931000,0,0,,0,0,1370000,441440,3597.23,0,0,0,,,, Grecia_nan_-423460.0_2820.79; Macedonia del Nord_950000.0_-470580.0_3134.67; Romania_nan_-457560.0_3047.94; Serbia_2490000.0_-534440.0_3560.06; Turchia_2490000.0_-478640.0_3188.36;,
15:40 23-04-2022,400,50,17,6200000,41300,2000000,2007560,400.61,0,0,0,80000,31000,119.77,4370000,2679020,36538.11,701000,88660,16.52,1130000,709900,532.77,2740000,243040,94.99,931000,0,0,,0,0,1370000,441440,3597.23,0,0,0,,,, Grecia_nan_-423460.0_2820.79; Macedonia del Nord_950000.0_-470580.0_3134.67; Romania_nan_-457560.0_3047.94; Serbia_2490000.0_-534440.0_3560.06; Turchia_2490000.0_-478640.0_3188.36;,
15:50 23-04-2022,400,50,17,6200000,41300,2000000,2007560,400.61,0,0,0,80000,31000,119.77,4370000,2679020,36538.11,701000,88660,16.52,1130000,709900,532.77,2740000,243040,94.99,931000,0,0,,0,0,1370000,441440,3597.23,0,0,0,,,, Grecia_nan_-447640.0_2981.86; Macedonia del Nord_950000.0_-491660.0_3275.09; Romania_nan_-309380.0_2060.87; Serbia_2490000.0_-563580.0_3754.17; Turchia_2490000.0_-553660.0_3688.09;,
16:00 23-04-2022,390,51,17,5930000,38500,2000000,2005526,400.4,0,0,0,80000,30836,119.35,4370000,2469845,33764.5,701000,84206,15.4,1130000,658230,492.8,2740000,238979,96.25,931000,0,0,,0,0,1370000,442378,3611.3,0,0,0,,,, Grecia_nan_-447122.0_2902.9; Macedonia del Nord_950000.0_-491597.0_3191.65; Romania_nan_-308953.0_2009.7; Serbia_2490000.0_-563350.0_3657.5; Turchia_2490000.0_-553269.0_3592.05;,
16:10 23-04-2022,390,51,17,5930000,38500,2000000,2005526,400.4,0,0,0,80000,30836,119.35,4370000,2469845,33764.5,701000,84206,15.4,1130000,658230,492.8,2740000,238979,96.25,931000,0,0,,0,0,1370000,442378,3611.3,0,0,0,,,, Grecia_nan_-447122.0_2902.9; Macedonia del Nord_950000.0_-491597.0_3191.65; Romania_nan_-308953.0_2009.7; Serbia_2490000.0_-563350.0_3657.5; Turchia_2490000.0_-553269.0_3592.05;,
16:20 23-04-2022,390,51,17,5930000,38500,2000000,2005526,400.4,0,0,0,80000,30836,119.35,4370000,2469845,33764.5,701000,84206,15.4,1130000,658230,492.8,2740000,238979,96.25,931000,0,0,,0,0,1370000,442378,3611.3,0,0,0,,,, Grecia_nan_-447122.0_2902.9; Macedonia del Nord_950000.0_-491597.0_3191.65; Romania_nan_-308953.0_2009.7; Serbia_2490000.0_-563350.0_3657.5; Turchia_2490000.0_-553269.0_3592.05;,
16:30 23-04-2022,390,51,17,5930000,38500,2000000,2005526,400.4,0,0,0,80000,30836,119.35,4370000,2469845,33764.5,701000,84206,15.4,1130000,658230,492.8,2740000,238979,96.25,931000,0,0,,0,0,1370000,442378,3611.3,0,0,0,,,, Grecia_nan_-447122.0_2902.9; Macedonia del Nord_950000.0_-491597.0_3191.65; Romania_nan_-308953.0_2009.7; Serbia_2490000.0_-563350.0_3657.5; Turchia_2490000.0_-553269.0_3592.05;,
16:40 23-04-2022,390,51,17,5930000,38500,2000000,2005526,400.4,0,0,0,80000,30836,119.35,4370000,2469845,33764.5,701000,84206,15.4,1130000,658230,492.8,2740000,238979,96.25,931000,0,0,,0,0,1370000,442378,3611.3,0,0,0,,,, Grecia_nan_-447122.0_2902.9; Macedonia del Nord_950000.0_-491597.0_3191.65; Romania_nan_-308953.0_2009.7; Serbia_2490000.0_-563350.0_3657.5; Turchia_2490000.0_-553269.0_3592.05;,
16:50 23-04-2022,389,51,17,5930000,38500,2000000,2005526,400.4,0,0,0,80000,30836,119.35,4370000,2469845,33764.5,701000,84206,15.4,1130000,658230,492.8,2740000,238979,96.25,931000,0,0,,0,0,1370000,442378,3611.3,0,0,0,,,, Grecia_nan_-441192.0_2864.4; Macedonia del Nord_950000.0_-474400.0_3080.0; Romania_nan_-185016.0_1201.2; Serbia_2490000.0_-525398.0_3411.1; Turchia_2490000.0_-498120.0_3237.85;,
17:00 23-04-2022,393,50,15,5740000,37500,2000000,2003834,401.25,0,0,0,80000,30422,116.25,4370000,2408504,32880.0,701000,66010,11.25,1130000,548170,412.5,2740000,243950,97.5,931000,0,0,,0,0,1370000,439684,3585.0,0,0,0,,,, Grecia_nan_-440832.0_2883.75; Macedonia del Nord_950000.0_-474124.0_3097.5; Romania_nan_-184828.0_1207.5; Serbia_2490000.0_-525210.0_3431.25; Turchia_2490000.0_-497658.0_3255.0;,
17:10 23-04-2022,393,50,15,5740000,37500,2000000,2003834,401.25,0,0,0,80000,30422,116.25,4370000,2408504,32880.0,701000,66010,11.25,1130000,548170,412.5,2740000,243950,97.5,931000,0,0,,0,0,1370000,439684,3585.0,0,0,0,,,, Grecia_nan_-440832.0_2883.75; Macedonia del Nord_950000.0_-474124.0_3097.5; Romania_nan_-184828.0_1207.5; Serbia_2490000.0_-525210.0_3431.25; Turchia_2490000.0_-497658.0_3255.0;,
17:20 23-04-2022,393,50,15,5740000,37500,2000000,2003834,401.25,0,0,0,80000,30422,116.25,4370000,2408504,32880.0,701000,66010,11.25,1130000,548170,412.5,2740000,243950,97.5,931000,0,0,,0,0,1370000,439684,3585.0,0,0,0,,,, Grecia_nan_-440832.0_2883.75; Macedonia del Nord_950000.0_-474124.0_3097.5; Romania_nan_-184828.0_1207.5; Serbia_2490000.0_-525210.0_3431.25; Turchia_2490000.0_-497658.0_3255.0;,
17:30 23-04-2022,393,50,15,5740000,37500,2000000,2003834,401.25,0,0,0,80000,30422,116.25,4370000,2408504,32880.0,701000,66010,11.25,1130000,548170,412.5,2740000,243950,97.5,931000,0,0,,0,0,1370000,439684,3585.0,0,0,0,,,, Grecia_nan_-440832.0_2883.75; Macedonia del Nord_950000.0_-474124.0_3097.5; Romania_nan_-184828.0_1207.5; Serbia_2490000.0_-525210.0_3431.25; Turchia_2490000.0_-497658.0_3255.0;,
17:40 23-04-2022,393,50,15,5740000,37500,2000000,2003834,401.25,0,0,0,80000,30422,116.25,4370000,2408504,32880.0,701000,66010,11.25,1130000,548170,412.5,2740000,243950,97.5,931000,0,0,,0,0,1370000,439684,3585.0,0,0,0,,,, Grecia_nan_-431074.0_2816.25; Macedonia del Nord_950000.0_-450016.0_2940.0; Romania_nan_-83804.0_547.5; Serbia_2490000.0_-474124.0_3097.5; Turchia_2490000.0_-470106.0_3071.25;,
17:50 23-04-2022,393,50,15,5740000,37500,2000000,2003834,401.25,0,0,0,80000,30422,116.25,4370000,2408504,32880.0,701000,66010,11.25,1130000,548170,412.5,2740000,243950,97.5,931000,0,0,,0,0,1370000,439684,3585.0,0,0,0,,,, Grecia_nan_-431074.0_2816.25; Macedonia del Nord_950000.0_-450016.0_2940.0; Romania_nan_-83804.0_547.5; Serbia_2490000.0_-474124.0_3097.5; Turchia_2490000.0_-470106.0_3071.25;,
18:00 23-04-2022,414,48,12,5700000,39400,2000000,2002980,401.88,0,0,0,80000,28500,110.32,4370000,2551320,34908.4,701000,48450,7.88,1130000,348840,260.04,2740000,280440,110.32,931000,0,0,,0,0,1370000,440040,3601.16,0,0,0,,,, Grecia_nan_-430920.0_2978.64; Macedonia del Nord_950000.0_-449730.0_3108.66; Romania_nan_-83790.0_579.18; Serbia_2490000.0_-473670.0_3274.14; Turchia_2490000.0_-469680.0_3246.56;,
18:10 23-04-2022,414,48,12,5700000,39400,2000000,2002980,401.88,0,0,0,80000,28500,110.32,4370000,2551320,34908.4,701000,48450,7.88,1130000,348840,260.04,2740000,280440,110.32,931000,0,0,,0,0,1370000,440040,3601.16,0,0,0,,,, Grecia_nan_-430920.0_2978.64; Macedonia del Nord_950000.0_-449730.0_3108.66; Romania_nan_-83790.0_579.18; Serbia_2490000.0_-473670.0_3274.14; Turchia_2490000.0_-469680.0_3246.56;,
18:20 23-04-2022,414,48,12,5700000,39400,2000000,2002980,401.88,0,0,0,80000,28500,110.32,4370000,2551320,34908.4,701000,48450,7.88,1130000,348840,260.04,2740000,280440,110.32,931000,0,0,,0,0,1370000,440040,3601.16,0,0,0,,,, Grecia_nan_-430920.0_2978.64; Macedonia del Nord_950000.0_-449730.0_3108.66; Romania_nan_-83790.0_579.18; Serbia_2490000.0_-473670.0_3274.14; Turchia_2490000.0_-469680.0_3246.56;,
18:30 23-04-2022,414,48,12,5700000,39400,2000000,2002980,401.88,0,0,0,80000,28500,110.32,4370000,2551320,34908.4,701000,48450,7.88,1130000,348840,260.04,2740000,280440,110.32,931000,0,0,,0,0,1370000,440040,3601.16,0,0,0,,,, Grecia_nan_-430920.0_2978.64; Macedonia del Nord_950000.0_-449730.0_3108.66; Romania_nan_-83790.0_579.18; Serbia_2490000.0_-473670.0_3274.14; Turchia_2490000.0_-469680.0_3246.56;,
18:40 23-04-2022,411,48,13,5780000,39600,2000000,2006238,399.96,0,0,0,80000,28322,106.92,4370000,2555338,34887.6,701000,48552,7.92,1130000,349112,261.36,2740000,280908,110.88,931000,0,0,,0,0,1370000,441014,3599.64,0,0,0,,,, Grecia_nan_-423096.0_2898.72; Macedonia del Nord_950000.0_-443326.0_3037.32; Serbia_2490000.0_-459510.0_3148.2; Turchia_2490000.0_-495346.0_3393.72;, Romania_nan_71094.0_221.76;
18:50 23-04-2022,411,48,13,5780000,39600,2000000,2006238,399.96,0,0,0,80000,28322,106.92,4370000,2555338,34887.6,701000,48552,7.92,1130000,349112,261.36,2740000,280908,110.88,931000,0,0,,0,0,1370000,441014,3599.64,0,0,0,,,, Grecia_nan_-423096.0_2898.72; Macedonia del Nord_950000.0_-443326.0_3037.32; Serbia_2490000.0_-459510.0_3148.2; Turchia_2490000.0_-495346.0_3393.72;, Romania_nan_71094.0_221.76;
19:00 23-04-2022,400,49,14,5730000,38200,2000000,2005500,401.1,0,0,0,80000,29796,114.6,4370000,2454159,33505.22,701000,48132,7.64,1130000,175911,129.88,2740000,502521,202.46,931000,0,0,,0,0,1370000,442356,3609.9,0,0,0,,,, Grecia_nan_-423447.0_2819.16; Macedonia del Nord_950000.0_-442929.0_2952.86; Serbia_2490000.0_-458973.0_3059.82; Turchia_2490000.0_-495072.0_3300.48;, Romania_nan_71052.0_229.2;
19:10 23-04-2022,400,49,14,5730000,38200,2000000,2005500,401.1,0,0,0,80000,29796,114.6,4370000,2454159,33505.22,701000,48132,7.64,1130000,175911,129.88,2740000,502521,202.46,931000,0,0,,0,0,1370000,442356,3609.9,0,0,0,,,, Grecia_nan_-423447.0_2819.16; Macedonia del Nord_950000.0_-442929.0_2952.86; Serbia_2490000.0_-458973.0_3059.82; Turchia_2490000.0_-495072.0_3300.48;, Romania_nan_71052.0_229.2;
19:20 23-04-2022,400,49,14,5730000,38200,2000000,2005500,401.1,0,0,0,80000,29796,114.6,4370000,2454159,33505.22,701000,48132,7.64,1130000,175911,129.88,2740000,502521,202.46,931000,0,0,,0,0,1370000,442356,3609.9,0,0,0,,,, Grecia_nan_-423447.0_2819.16; Macedonia del Nord_950000.0_-442929.0_2952.86; Serbia_2490000.0_-458973.0_3059.82; Turchia_2490000.0_-495072.0_3300.48;, Romania_nan_71052.0_229.2;
19:30 23-04-2022,400,49,14,5730000,38200,2000000,2005500,401.1,0,0,0,80000,29796,114.6,4370000,2454159,33505.22,701000,48132,7.64,1130000,175911,129.88,2740000,502521,202.46,931000,0,0,,0,0,1370000,442356,3609.9,0,0,0,,,, Grecia_nan_-423447.0_2819.16; Macedonia del Nord_950000.0_-442929.0_2952.86; Serbia_2490000.0_-458973.0_3059.82; Turchia_2490000.0_-495072.0_3300.48;, Romania_nan_71052.0_229.2;
19:40 23-04-2022,400,49,14,5730000,38200,2000000,2005500,401.1,0,0,0,80000,29796,114.6,4370000,2454159,33505.22,701000,48132,7.64,1130000,175911,129.88,2740000,502521,202.46,931000,0,0,,0,0,1370000,442356,3609.9,0,0,0,,,, Grecia_nan_-423447.0_2819.16; Macedonia del Nord_950000.0_-442929.0_2952.86; Serbia_2490000.0_-458973.0_3059.82; Turchia_2490000.0_-495072.0_3300.48;, Romania_nan_71052.0_229.2;
19:50 23-04-2022,400,49,14,5730000,38200,2000000,2003208,401.1,0,0,0,80000,29796,114.6,4370000,2451294,33489.94,701000,48132,7.64,1130000,175911,129.88,2740000,502521,202.46,931000,0,0,,0,0,1370000,441783,3606.08,0,0,0,,,, Grecia_nan_-415998.0_2769.5; Macedonia del Nord_950000.0_-422874.0_2819.16; Serbia_2490000.0_-412560.0_2750.4; Turchia_2490000.0_-472725.0_3151.5;, Romania_nan_76782.0_248.3;
20:00 23-04-2022,391,50,16,5900000,38400,2000000,2003050,399.36,0,0,0,80000,29500,115.2,4370000,2462070,33638.4,701000,37170,7.68,1130000,46610,34.56,2740000,800630,318.72,931000,0,0,,0,0,1370000,443680,3621.12,0,0,0,,,, Grecia_nan_-415950.0_2707.2; Macedonia del Nord_950000.0_-423030.0_2753.28; Serbia_2490000.0_-413000.0_2688.0; Turchia_2490000.0_-472590.0_3075.84;, Romania_nan_76700.0_264.96;
20:10 23-04-2022,391,50,16,5900000,38400,2000000,2003050,399.36,0,0,0,80000,29500,115.2,4370000,2462070,33638.4,701000,37170,7.68,1130000,46610,34.56,2740000,800630,318.72,931000,0,0,,0,0,1370000,443680,3621.12,0,0,0,,,, Grecia_nan_-415950.0_2707.2; Macedonia del Nord_950000.0_-423030.0_2753.28; Serbia_2490000.0_-413000.0_2688.0; Turchia_2490000.0_-472590.0_3075.84;, Romania_nan_76700.0_264.96;
20:20 23-04-2022,391,50,16,5900000,38400,2000000,2003050,399.36,0,0,0,80000,29500,115.2,4370000,2462070,33638.4,701000,37170,7.68,1130000,46610,34.56,2740000,800630,318.72,931000,0,0,,0,0,1370000,443680,3621.12,0,0,0,,,, Grecia_nan_-415950.0_2707.2; Macedonia del Nord_950000.0_-423030.0_2753.28; Serbia_2490000.0_-413000.0_2688.0; Turchia_2490000.0_-472590.0_3075.84;, Romania_nan_76700.0_264.96;
20:30 23-04-2022,391,50,16,5900000,38400,2000000,2003050,399.36,0,0,0,80000,29500,115.2,4370000,2462070,33638.4,701000,37170,7.68,1130000,46610,34.56,2740000,800630,318.72,931000,0,0,,0,0,1370000,443680,3621.12,0,0,0,,,, Grecia_nan_-415950.0_2707.2; Macedonia del Nord_950000.0_-423030.0_2753.28; Serbia_2490000.0_-413000.0_2688.0; Turchia_2490000.0_-472590.0_3075.84;, Romania_nan_76700.0_264.96;
20:40 23-04-2022,391,50,16,5900000,38400,2000000,2003050,399.36,0,0,0,80000,29500,115.2,4370000,2462070,33638.4,701000,37170,7.68,1130000,46610,34.56,2740000,800630,318.72,931000,0,0,,0,0,1370000,443680,3621.12,0,0,0,,,, Grecia_nan_-415950.0_2707.2; Macedonia del Nord_950000.0_-423030.0_2753.28; Serbia_2490000.0_-413000.0_2688.0; Turchia_2490000.0_-472590.0_3075.84;, Romania_nan_76700.0_264.96;
20:50 23-04-2022,393,50,16,5820000,38200,2000000,2002080,401.1,0,0,0,80000,29682,114.6,4370000,2461278,33696.22,701000,37248,7.64,1130000,46560,34.38,2740000,800250,320.88,931000,0,0,,0,0,1370000,443484,3625.18,0,0,0,,,, Grecia_nan_-408564.0_2681.64; Macedonia del Nord_950000.0_-409728.0_2689.28; Romania_nan_-158886.0_1042.86; Serbia_2490000.0_-355602.0_2334.02; Turchia_2490000.0_-382956.0_2513.56;,
21:00 23-04-2022,369,53,21,6200000,38100,2000000,2003840,400.05,0,0,0,80000,29760,114.3,4370000,2450240,33459.42,701000,48360,7.62,1130000,0,0.0,2740000,1222640,487.68,931000,0,0,,0,0,1370000,444540,3630.93,0,0,0,,,, Grecia_nan_-409200.0_2510.79; Macedonia del Nord_950000.0_-409820.0_2518.41; Romania_nan_-158720.0_975.36; Serbia_2490000.0_-355880.0_2186.94; Turchia_2490000.0_-383160.0_2350.77;,
21:10 23-04-2022,369,53,21,6200000,38100,2000000,2003840,400.05,0,0,0,80000,29760,114.3,4370000,2450240,33459.42,701000,48360,7.62,1130000,0,0.0,2740000,1222640,487.68,931000,0,0,,0,0,1370000,444540,3630.93,0,0,0,,,, Grecia_nan_-409200.0_2510.79; Macedonia del Nord_950000.0_-409820.0_2518.41; Romania_nan_-158720.0_975.36; Serbia_2490000.0_-355880.0_2186.94; Turchia_2490000.0_-383160.0_2350.77;,
