timestamp,carbon_intensity,low_emissions,renewable_emissions,total_production,total_emissions,nucleare_installed_capacity,nucleare_production,nucleare_emissions,geotermico_installed_capacity,geotermico_production,geotermico_emissions,biomassa_installed_capacity,biomassa_production,biomassa_emissions,carbone_installed_capacity,carbone_production,carbone_emissions,eolico_installed_capacity,eolico_production,eolico_emissions,fotovoltaico_installed_capacity,fotovoltaico_production,fotovoltaico_emissions,idroelettrico_installed_capacity,idroelettrico_production,idroelettrico_emissions,accumuloidro_installed_capacity,accumuloidro_production,accumuloidro_emissions,batterieaccu_installed_capacity,batterieaccu_production,batterieaccu_emissions,gas_installed_capacity,gas_production,gas_emissions,petrolio_installed_capacity,petrolio_production,petrolio_emissions,sconosciuto_installed_capacity,sconosciuto_production,sconosciuto_emissions,exchange_export,exchange_import
15:20 23-04-2022,160,78,78,6030000,16000,0,0,0,0,0,0,663000,209241,800.0,2420000,322002.0,4388.8,5500000,2539836,464.0,4010000,1793322,1342.4,1010000,90450,36.8,0,0,0,,0,0,9140000,719379,5864.0,66000,1206,16.0,,173061,2011.2, Centrosud (Italia)_nan_-3741012.0_9926.4; Sicilia (Italia)_nan_-295470.0_784.0;, Grecia_500000.0_182106.0_1080.0;
15:30 23-04-2022,160,78,78,6030000,16000,0,0,0,0,0,0,663000,209241,800.0,2420000,322002.0,4388.8,5500000,2539836,464.0,4010000,1793322,1342.4,1010000,90450,36.8,0,0,0,,0,0,9140000,719379,5864.0,66000,1206,16.0,,173061,2011.2, Centrosud (Italia)_nan_-3741012.0_9926.4; Sicilia (Italia)_nan_-295470.0_784.0;, Grecia_500000.0_182106.0_1080.0;
15:40 23-04-2022,160,78,78,6030000,16000,0,0,0,0,0,0,663000,209241,800.0,2420000,322002.0,4388.8,5500000,2539836,464.0,4010000,1793322,1342.4,1010000,90450,36.8,0,0,0,,0,0,9140000,719379,5864.0,66000,1206,16.0,,173061,2011.2, Centrosud (Italia)_nan_-3741012.0_9926.4; Sicilia (Italia)_nan_-295470.0_784.0;, Grecia_500000.0_182106.0_1080.0;
15:50 23-04-2022,175,75,74,6440000,18700,0,0,0,0,0,0,663000,171304,654.5,2420000,280140.0,3820.41,5500000,1812216,330.99,4010000,2565052,1920.49,1010000,123004,48.62,0,0,0,,0,0,9140000,1016876,8291.58,66000,0,0.0,,146188,1699.83, Centrosud (Italia)_nan_-3534916.0_10264.43; Sicilia (Italia)_nan_-256312.0_744.26;, Grecia_500000.0_325864.0_1933.58;
16:00 23-04-2022,173,75,75,5940000,17200,0,0,0,0,0,0,663000,206118,791.2,2420000,329670.0,4515.0,5500000,2417580,443.76,4010000,1613898,1212.6,1010000,113454,44.72,0,0,0,,0,0,9140000,760320,6221.24,66000,1188,15.48,,171666,2010.68, Centrosud (Italia)_nan_-3536676.0_10240.88; Sicilia (Italia)_nan_-256014.0_741.32;, Grecia_500000.0_326106.0_1941.88;
16:10 23-04-2022,173,75,75,5940000,17200,0,0,0,0,0,0,663000,206118,791.2,2420000,329670.0,4515.0,5500000,2417580,443.76,4010000,1613898,1212.6,1010000,113454,44.72,0,0,0,,0,0,9140000,760320,6221.24,66000,1188,15.48,,171666,2010.68, Centrosud (Italia)_nan_-3536676.0_10240.88; Sicilia (Italia)_nan_-256014.0_741.32;, Grecia_500000.0_326106.0_1941.88;
16:20 23-04-2022,173,75,75,5940000,17200,0,0,0,0,0,0,663000,206118,791.2,2420000,329670.0,4515.0,5500000,2417580,443.76,4010000,1613898,1212.6,1010000,113454,44.72,0,0,0,,0,0,9140000,760320,6221.24,66000,1188,15.48,,171666,2010.68, Centrosud (Italia)_nan_-3536676.0_10240.88; Sicilia (Italia)_nan_-256014.0_741.32;, Grecia_500000.0_326106.0_1941.88;
16:30 23-04-2022,173,75,75,5940000,17200,0,0,0,0,0,0,663000,206118,791.2,2420000,329670.0,4515.0,5500000,2417580,443.76,4010000,1613898,1212.6,1010000,113454,44.72,0,0,0,,0,0,9140000,760320,6221.24,66000,1188,15.48,,171666,2010.68, Centrosud (Italia)_nan_-3536676.0_10240.88; Sicilia (Italia)_nan_-256014.0_741.32;, Grecia_500000.0_326106.0_1941.88;
16:40 23-04-2022,173,75,75,5940000,17200,0,0,0,0,0,0,663000,206118,791.2,2420000,329670.0,4515.0,5500000,2417580,443.76,4010000,1613898,1212.6,1010000,113454,44.72,0,0,0,,0,0,9140000,760320,6221.24,66000,1188,15.48,,171666,2010.68, Centrosud (Italia)_nan_-3536676.0_10240.88; Sicilia (Italia)_nan_-256014.0_741.32;, Grecia_500000.0_326106.0_1941.88;
16:50 23-04-2022,175,75,75,6330000,18400,0,0,0,0,0,0,663000,173442,662.4,2420000,285483.0,3887.92,5500000,1736319,318.32,4010000,2542128,1902.56,1010000,155085,62.56,0,0,0,,0,0,9140000,985581,8029.76,66000,0,0.0,,150021,1746.16, Centrosud (Italia)_nan_-3443520.0_10009.6; Sicilia (Italia)_nan_-263328.0_765.44;, Grecia_500000.0_301941.0_1790.32;
17:00 23-04-2022,183,74,73,5650000,17200,0,0,0,0,0,0,663000,206225,787.76,2420000,337870.0,4606.16,5500000,2444755,447.2,4010000,1258820,940.84,1010000,122605,48.16,0,0,0,,0,0,9140000,798910,6505.04,66000,1130,12.04,,177410,2062.28, Centrosud (Italia)_nan_-3442545.0_10479.96; Sicilia (Italia)_nan_-263290.0_801.52;, Grecia_500000.0_302275.0_1788.8;
17:10 23-04-2022,183,74,73,5650000,17200,0,0,0,0,0,0,663000,206225,787.76,2420000,337870.0,4606.16,5500000,2444755,447.2,4010000,1258820,940.84,1010000,122605,48.16,0,0,0,,0,0,9140000,798910,6505.04,66000,1130,12.04,,177410,2062.28, Centrosud (Italia)_nan_-3442545.0_10479.96; Sicilia (Italia)_nan_-263290.0_801.52;, Grecia_500000.0_302275.0_1788.8;
17:20 23-04-2022,183,74,73,5650000,17200,0,0,0,0,0,0,663000,206225,787.76,2420000,337870.0,4606.16,5500000,2444755,447.2,4010000,1258820,940.84,1010000,122605,48.16,0,0,0,,0,0,9140000,798910,6505.04,66000,1130,12.04,,177410,2062.28, Centrosud (Italia)_nan_-3442545.0_10479.96; Sicilia (Italia)_nan_-263290.0_801.52;, Grecia_500000.0_302275.0_1788.8;
17:30 23-04-2022,183,74,73,5650000,17200,0,0,0,0,0,0,663000,206225,787.76,2420000,337870.0,4606.16,5500000,2444755,447.2,4010000,1258820,940.84,1010000,122605,48.16,0,0,0,,0,0,9140000,798910,6505.04,66000,1130,12.04,,177410,2062.28, Centrosud (Italia)_nan_-3442545.0_10479.96; Sicilia (Italia)_nan_-263290.0_801.52;, Grecia_500000.0_302275.0_1788.8;
17:40 23-04-2022,183,74,73,5650000,17200,0,0,0,0,0,0,663000,206225,787.76,2420000,337870.0,4606.16,5500000,2444755,447.2,4010000,1258820,940.84,1010000,122605,48.16,0,0,0,,0,0,9140000,798910,6505.04,66000,1130,12.04,,177410,2062.28, Centrosud (Italia)_nan_-3442545.0_10479.96; Sicilia (Italia)_nan_-263290.0_801.52;, Grecia_500000.0_302275.0_1788.8;
17:50 23-04-2022,175,75,75,6070000,17700,0,0,0,0,0,0,663000,183921,704.46,2420000,293788.0,4016.13,5500000,1732378,316.83,4010000,2418288,1812.48,1010000,114723,46.02,0,0,0,,0,0,9140000,989410,8074.74,66000,0,0.0,,160248,1865.58, Centrosud (Italia)_nan_-3353675.0_9779.25;, Grecia_500000.0_78910.0_469.05; Sicilia (Italia)_nan_97727.0_391.17;
18:00 23-04-2022,188,73,73,5600000,17600,0,0,0,0,0,0,663000,206640,795.52,2420000,386400.0,5295.84,5500000,2595040,476.96,4010000,1025920,772.64,1010000,137760,54.56,0,0,0,,0,0,9140000,879760,7208.96,66000,1120,12.32,,189840,2224.64, Centrosud (Italia)_nan_-3351040.0_10531.84;, Grecia_500000.0_78960.0_469.92; Sicilia (Italia)_nan_98000.0_286.88;
18:10 23-04-2022,188,73,73,5600000,17600,0,0,0,0,0,0,663000,206640,795.52,2420000,386400.0,5295.84,5500000,2595040,476.96,4010000,1025920,772.64,1010000,137760,54.56,0,0,0,,0,0,9140000,879760,7208.96,66000,1120,12.32,,189840,2224.64, Centrosud (Italia)_nan_-3351040.0_10531.84;, Grecia_500000.0_78960.0_469.92; Sicilia (Italia)_nan_98000.0_286.88;
18:20 23-04-2022,188,73,73,5600000,17600,0,0,0,0,0,0,663000,206640,795.52,2420000,386400.0,5295.84,5500000,2595040,476.96,4010000,1025920,772.64,1010000,137760,54.56,0,0,0,,0,0,9140000,879760,7208.96,66000,1120,12.32,,189840,2224.64, Centrosud (Italia)_nan_-3351040.0_10531.84;, Grecia_500000.0_78960.0_469.92; Sicilia (Italia)_nan_98000.0_286.88;
18:30 23-04-2022,188,73,73,5600000,17600,0,0,0,0,0,0,663000,206640,795.52,2420000,386400.0,5295.84,5500000,2595040,476.96,4010000,1025920,772.64,1010000,137760,54.56,0,0,0,,0,0,9140000,879760,7208.96,66000,1120,12.32,,189840,2224.64, Centrosud (Italia)_nan_-3351040.0_10531.84;, Grecia_500000.0_78960.0_469.92; Sicilia (Italia)_nan_98000.0_286.88;
18:40 23-04-2022,188,73,73,5600000,17600,0,0,0,0,0,0,663000,206640,795.52,2420000,386400.0,5295.84,5500000,2595040,476.96,4010000,1025920,772.64,1010000,137760,54.56,0,0,0,,0,0,9140000,879760,7208.96,66000,1120,12.32,,189840,2224.64, Centrosud (Italia)_nan_-3351040.0_10531.84;, Grecia_500000.0_78960.0_469.92; Sicilia (Italia)_nan_98000.0_286.88;
18:50 23-04-2022,194,72,72,5400000,17400,0,0,0,0,0,0,663000,179820,689.04,2420000,305640.0,4172.52,5500000,1529280,280.14,4010000,1994220,1492.92,1010000,140940,55.68,0,0,0,,0,0,9140000,1019520,8311.98,66000,0,0.0,,180900,2107.14, Centrosud (Italia)_nan_-2700000.0_8700.0; Sicilia (Italia)_nan_-2160.0_6.96;, Grecia_500000.0_49140.0_290.58;
19:00 23-04-2022,216,67,67,5630000,20300,0,0,0,0,0,0,663000,208310,799.82,2420000,458845.0,6274.73,5500000,2722668,499.38,4010000,681230,511.56,1010000,144128,56.84,0,0,0,,0,0,9140000,1163721,9512.58,66000,1126,12.18,,200428,2340.59, Centrosud (Italia)_nan_-2699585.0_9733.85; Sicilia (Italia)_nan_-2252.0_8.12;, Grecia_500000.0_48981.0_290.29;
19:10 23-04-2022,216,67,67,5630000,20300,0,0,0,0,0,0,663000,208310,799.82,2420000,458845.0,6274.73,5500000,2722668,499.38,4010000,681230,511.56,1010000,144128,56.84,0,0,0,,0,0,9140000,1163721,9512.58,66000,1126,12.18,,200428,2340.59, Centrosud (Italia)_nan_-2699585.0_9733.85; Sicilia (Italia)_nan_-2252.0_8.12;, Grecia_500000.0_48981.0_290.29;
19:20 23-04-2022,216,67,67,5630000,20300,0,0,0,0,0,0,663000,208310,799.82,2420000,458845.0,6274.73,5500000,2722668,499.38,4010000,681230,511.56,1010000,144128,56.84,0,0,0,,0,0,9140000,1163721,9512.58,66000,1126,12.18,,200428,2340.59, Centrosud (Italia)_nan_-2699585.0_9733.85; Sicilia (Italia)_nan_-2252.0_8.12;, Grecia_500000.0_48981.0_290.29;
19:30 23-04-2022,216,67,67,5630000,20300,0,0,0,0,0,0,663000,208310,799.82,2420000,458845.0,6274.73,5500000,2722668,499.38,4010000,681230,511.56,1010000,144128,56.84,0,0,0,,0,0,9140000,1163721,9512.58,66000,1126,12.18,,200428,2340.59, Centrosud (Italia)_nan_-2699585.0_9733.85; Sicilia (Italia)_nan_-2252.0_8.12;, Grecia_500000.0_48981.0_290.29;
19:40 23-04-2022,216,67,67,5630000,20300,0,0,0,0,0,0,663000,208310,799.82,2420000,458845.0,6274.73,5500000,2722668,499.38,4010000,681230,511.56,1010000,144128,56.84,0,0,0,,0,0,9140000,1163721,9512.58,66000,1126,12.18,,200428,2340.59, Centrosud (Italia)_nan_-2699585.0_9733.85; Sicilia (Italia)_nan_-2252.0_8.12;, Grecia_500000.0_48981.0_290.29;
19:50 23-04-2022,216,67,67,5630000,20300,0,0,0,0,0,0,663000,208310,799.82,2420000,458845.0,6274.73,5500000,2722668,499.38,4010000,681230,511.56,1010000,144128,56.84,0,0,0,,0,0,9140000,1163721,9512.58,66000,1126,12.18,,200428,2340.59, Centrosud (Italia)_nan_-2699585.0_9733.85; Sicilia (Italia)_nan_-2252.0_8.12;, Grecia_500000.0_48981.0_290.29;
20:00 23-04-2022,246,60,60,5690000,23300,0,0,0,0,0,0,663000,208823,799.19,2420000,475684.0,6484.39,5500000,2809722,514.93,4010000,219634,165.43,1010000,189477,74.56,0,0,0,,0,0,9140000,1560198,12707.82,66000,1138,11.65,,215082,2504.75, Grecia_500000.0_-340262.0_1393.34; Centrosud (Italia)_nan_-1938583.0_7938.31;, Sicilia (Italia)_nan_10242.0_39.61;
20:10 23-04-2022,246,60,60,5690000,23300,0,0,0,0,0,0,663000,208823,799.19,2420000,475684.0,6484.39,5500000,2809722,514.93,4010000,219634,165.43,1010000,189477,74.56,0,0,0,,0,0,9140000,1560198,12707.82,66000,1138,11.65,,215082,2504.75, Grecia_500000.0_-340262.0_1393.34; Centrosud (Italia)_nan_-1938583.0_7938.31;, Sicilia (Italia)_nan_10242.0_39.61;
20:20 23-04-2022,246,60,60,5690000,23300,0,0,0,0,0,0,663000,208823,799.19,2420000,475684.0,6484.39,5500000,2809722,514.93,4010000,219634,165.43,1010000,189477,74.56,0,0,0,,0,0,9140000,1560198,12707.82,66000,1138,11.65,,215082,2504.75, Grecia_500000.0_-340262.0_1393.34; Centrosud (Italia)_nan_-1938583.0_7938.31;, Sicilia (Italia)_nan_10242.0_39.61;
20:30 23-04-2022,246,60,60,5690000,23300,0,0,0,0,0,0,663000,208823,799.19,2420000,475684.0,6484.39,5500000,2809722,514.93,4010000,219634,165.43,1010000,189477,74.56,0,0,0,,0,0,9140000,1560198,12707.82,66000,1138,11.65,,215082,2504.75, Grecia_500000.0_-340262.0_1393.34; Centrosud (Italia)_nan_-1938583.0_7938.31;, Sicilia (Italia)_nan_10242.0_39.61;
20:40 23-04-2022,246,60,60,5690000,23300,0,0,0,0,0,0,663000,208823,799.19,2420000,475684.0,6484.39,5500000,2809722,514.93,4010000,219634,165.43,1010000,189477,74.56,0,0,0,,0,0,9140000,1560198,12707.82,66000,1138,11.65,,215082,2504.75, Grecia_500000.0_-340262.0_1393.34; Centrosud (Italia)_nan_-1938583.0_7938.31;, Sicilia (Italia)_nan_10242.0_39.61;
20:50 23-04-2022,375,37,37,4780000,29900,0,0,0,0,0,0,663000,185942,711.62,2420000,599890.0,8201.57,5500000,1028178,188.37,4010000,441194,331.89,1010000,122846,47.84,0,0,0,,0,0,9140000,2172988,17745.65,66000,0,0.0,,228962,2673.06, Grecia_500000.0_-109940.0_687.7; Centrosud (Italia)_nan_-1750914.0_10952.37; Sicilia (Italia)_nan_-293014.0_1832.87;,
21:00 23-04-2022,271,55,55,6010000,27200,0,0,0,0,0,0,663000,210350,807.84,2420000,534890.0,7324.96,5500000,2782029,511.36,4010000,11419,8.16,1010000,328747,130.56,0,0,0,,0,0,9140000,1894953,15512.16,66000,601,8.16,,247612,2894.08, Grecia_500000.0_-109983.0_497.76; Centrosud (Italia)_nan_-1749511.0_7917.92; Sicilia (Italia)_nan_-292687.0_1324.64;,
21:10 23-04-2022,271,55,55,6010000,27200,0,0,0,0,0,0,663000,210350,807.84,2420000,534890.0,7324.96,5500000,2782029,511.36,4010000,11419,8.16,1010000,328747,130.56,0,0,0,,0,0,9140000,1894953,15512.16,66000,601,8.16,,247612,2894.08, Grecia_500000.0_-109983.0_497.76; Centrosud (Italia)_nan_-1749511.0_7917.92; Sicilia (Italia)_nan_-292687.0_1324.64;,
21:20 23-04-2022,271,55,55,6010000,27200,0,0,0,0,0,0,663000,210350,807.84,2420000,534890.0,7324.96,5500000,2782029,511.36,4010000,11419,8.16,1010000,328747,130.56,0,0,0,,0,0,9140000,1894953,15512.16,66000,601,8.16,,247612,2894.08, Grecia_500000.0_-109983.0_497.76; Centrosud (Italia)_nan_-1749511.0_7917.92; Sicilia (Italia)_nan_-292687.0_1324.64;,
21:30 23-04-2022,271,55,55,6010000,27200,0,0,0,0,0,0,663000,210350,807.84,2420000,534890.0,7324.96,5500000,2782029,511.36,4010000,11419,8.16,1010000,328747,130.56,0,0,0,,0,0,9140000,1894953,15512.16,66000,601,8.16,,247612,2894.08, Grecia_500000.0_-109983.0_497.76; Centrosud (Italia)_nan_-1749511.0_7917.92; Sicilia (Italia)_nan_-292687.0_1324.64;,
21:40 23-04-2022,271,55,55,6010000,27200,0,0,0,0,0,0,663000,210350,807.84,2420000,534890.0,7324.96,5500000,2782029,511.36,4010000,11419,8.16,1010000,328747,130.56,0,0,0,,0,0,9140000,1894953,15512.16,66000,601,8.16,,247612,2894.08, Grecia_500000.0_-109983.0_497.76; Centrosud (Italia)_nan_-1749511.0_7917.92; Sicilia (Italia)_nan_-292687.0_1324.64;,
21:50 23-04-2022,391,34,34,4930000,32100,0,0,0,0,0,0,663000,241077,924.48,2420000,580261.0,7922.28,5500000,975647,179.76,4010000,30073,22.47,1010000,413134,163.71,0,0,0,,0,0,9140000,2414714,19693.35,66000,0,0.0,,274108,3193.95, Grecia_500000.0_-162197.0_1056.09; Centrosud (Italia)_nan_-1849736.0_12043.92; Sicilia (Italia)_nan_-165155.0_1075.35;,
22:00 23-04-2022,290,51,51,6220000,30100,0,0,0,0,0,0,663000,209614,803.67,2420000,547982.0,7491.89,5500000,2677710,490.63,4010000,0,0.0,1010000,302292,120.4,0,0,0,,0,0,9140000,2218052,18114.18,66000,622,6.02,,263106,3067.19, Grecia_500000.0_-162342.0_785.61; Centrosud (Italia)_nan_-1849206.0_8948.73; Sicilia (Italia)_nan_-164830.0_797.65;,
22:10 23-04-2022,290,51,51,6220000,30100,0,0,0,0,0,0,663000,209614,803.67,2420000,547982.0,7491.89,5500000,2677710,490.63,4010000,0,0.0,1010000,302292,120.4,0,0,0,,0,0,9140000,2218052,18114.18,66000,622,6.02,,263106,3067.19, Grecia_500000.0_-162342.0_785.61; Centrosud (Italia)_nan_-1849206.0_8948.73; Sicilia (Italia)_nan_-164830.0_797.65;,
22:20 23-04-2022,290,51,51,6220000,30100,0,0,0,0,0,0,663000,209614,803.67,2420000,547982.0,7491.89,5500000,2677710,490.63,4010000,0,0.0,1010000,302292,120.4,0,0,0,,0,0,9140000,2218052,18114.18,66000,622,6.02,,263106,3067.19, Grecia_500000.0_-162342.0_785.61; Centrosud (Italia)_nan_-1849206.0_8948.73; Sicilia (Italia)_nan_-164830.0_797.65;,
22:30 23-04-2022,290,51,51,6220000,30100,0,0,0,0,0,0,663000,209614,803.67,2420000,547982.0,7491.89,5500000,2677710,490.63,4010000,0,0.0,1010000,302292,120.4,0,0,0,,0,0,9140000,2218052,18114.18,66000,622,6.02,,263106,3067.19, Grecia_500000.0_-162342.0_785.61; Centrosud (Italia)_nan_-1849206.0_8948.73; Sicilia (Italia)_nan_-164830.0_797.65;,
22:40 23-04-2022,290,51,51,6220000,30100,0,0,0,0,0,0,663000,209614,803.67,2420000,547982.0,7491.89,5500000,2677710,490.63,4010000,0,0.0,1010000,302292,120.4,0,0,0,,0,0,9140000,2218052,18114.18,66000,622,6.02,,263106,3067.19, Grecia_500000.0_-162342.0_785.61; Centrosud (Italia)_nan_-1849206.0_8948.73; Sicilia (Italia)_nan_-164830.0_797.65;,
22:50 23-04-2022,400,31,31,5300000,35300,0,0,0,0,0,0,663000,239030,917.8,2420000,566570.0,7734.23,5500000,858600,158.85,4010000,0,0.0,1010000,540070,215.33,0,0,0,,0,0,9140000,2806350,22906.17,66000,0,0.0,,289380,3371.15, Grecia_500000.0_-126140.0_840.14; Centrosud (Italia)_nan_-1691760.0_11267.76; Sicilia (Italia)_nan_-341320.0_2273.32;,
23:00 23-04-2022,301,49,49,6220000,31200,0,0,0,0,0,0,663000,210236,804.96,2420000,559178.0,7631.52,5500000,2614888,480.48,4010000,0,0.0,1010000,225786,90.48,0,0,0,,0,0,9140000,2351782,19184.88,66000,622,6.24,,257508,3001.44, Grecia_500000.0_-125644.0_630.24; Centrosud (Italia)_nan_-1689974.0_8477.04; Sicilia (Italia)_nan_-340856.0_1709.76;,
23:10 23-04-2022,301,49,49,6220000,31200,0,0,0,0,0,0,663000,210236,804.96,2420000,559178.0,7631.52,5500000,2614888,480.48,4010000,0,0.0,1010000,225786,90.48,0,0,0,,0,0,9140000,2351782,19184.88,66000,622,6.24,,257508,3001.44, Grecia_500000.0_-125644.0_630.24; Centrosud (Italia)_nan_-1689974.0_8477.04; Sicilia (Italia)_nan_-340856.0_1709.76;,
23:20 23-04-2022,301,49,49,6220000,31200,0,0,0,0,0,0,663000,210236,804.96,2420000,559178.0,7631.52,5500000,2614888,480.48,4010000,0,0.0,1010000,225786,90.48,0,0,0,,0,0,9140000,2351782,19184.88,66000,622,6.24,,257508,3001.44, Grecia_500000.0_-125644.0_630.24; Centrosud (Italia)_nan_-1689974.0_8477.04; Sicilia (Italia)_nan_-340856.0_1709.76;,
23:30 23-04-2022,301,49,49,6220000,31200,0,0,0,0,0,0,663000,210236,804.96,2420000,559178.0,7631.52,5500000,2614888,480.48,4010000,0,0.0,1010000,225786,90.48,0,0,0,,0,0,9140000,2351782,19184.88,66000,622,6.24,,257508,3001.44, Grecia_500000.0_-125644.0_630.24; Centrosud (Italia)_nan_-1689974.0_8477.04; Sicilia (Italia)_nan_-340856.0_1709.76;,
23:40 23-04-2022,301,49,49,6220000,31200,0,0,0,0,0,0,663000,210236,804.96,2420000,559178.0,7631.52,5500000,2614888,480.48,4010000,0,0.0,1010000,225786,90.48,0,0,0,,0,0,9140000,2351782,19184.88,66000,622,6.24,,257508,3001.44, Grecia_500000.0_-125644.0_630.24; Centrosud (Italia)_nan_-1689974.0_8477.04; Sicilia (Italia)_nan_-340856.0_1709.76;,
23:50 23-04-2022,448,22,22,4740000,35400,0,0,0,0,0,0,663000,186756,718.62,2420000,578754.0,7915.44,5500000,723324,130.98,4010000,0,0.0,1010000,121818,49.56,0,0,0,,0,0,9140000,2839260,23204.7,66000,0,0.0,,289614,3384.24, Grecia_500000.0_-86742.0_647.82; Centrosud (Italia)_nan_-1771812.0_13232.52; Sicilia (Italia)_nan_-6162.0_46.02;,
00:00 24-04-2022,448,22,22,4740000,35400,0,0,0,0,0,0,663000,186756,718.62,2420000,578754.0,7915.44,5500000,723324,130.98,4010000,0,0.0,1010000,121818,49.56,0,0,0,,0,0,9140000,2839260,23204.7,66000,0,0.0,,289614,3384.24, Grecia_500000.0_-86742.0_647.82; Centrosud (Italia)_nan_-1771812.0_13232.52; Sicilia (Italia)_nan_-6162.0_46.02;,
00:10 24-04-2022,310,47,47,6010000,31100,0,0,0,0,0,0,663000,210951,808.6,2420000,561935.0,7694.14,5500000,2491145,457.17,4010000,0,0.0,1010000,150250,59.09,0,0,0,,0,0,9140000,2349309,19207.36,66000,601,9.33,,245208,2864.31, Grecia_500000.0_-87145.0_450.95; Centrosud (Italia)_nan_-1772950.0_9174.5; Sicilia (Italia)_nan_-6010.0_31.1;,
00:20 24-04-2022,310,47,47,6010000,31100,0,0,0,0,0,0,663000,210951,808.6,2420000,561935.0,7694.14,5500000,2491145,457.17,4010000,0,0.0,1010000,150250,59.09,0,0,0,,0,0,9140000,2349309,19207.36,66000,601,9.33,,245208,2864.31, Grecia_500000.0_-87145.0_450.95; Centrosud (Italia)_nan_-1772950.0_9174.5; Sicilia (Italia)_nan_-6010.0_31.1;,
00:30 24-04-2022,310,47,47,6010000,31100,0,0,0,0,0,0,663000,210951,808.6,2420000,561935.0,7694.14,5500000,2491145,457.17,4010000,0,0.0,1010000,150250,59.09,0,0,0,,0,0,9140000,2349309,19207.36,66000,601,9.33,,245208,2864.31, Grecia_500000.0_-87145.0_450.95; Centrosud (Italia)_nan_-1772950.0_9174.5; Sicilia (Italia)_nan_-6010.0_31.1;,
00:40 24-04-2022,310,47,47,6010000,31100,0,0,0,0,0,0,663000,210951,808.6,2420000,561935.0,7694.14,5500000,2491145,457.17,4010000,0,0.0,1010000,150250,59.09,0,0,0,,0,0,9140000,2349309,19207.36,66000,601,9.33,,245208,2864.31, Grecia_500000.0_-87145.0_450.95; Centrosud (Italia)_nan_-1772950.0_9174.5; Sicilia (Italia)_nan_-6010.0_31.1;,
00:50 24-04-2022,446,22,22,4420000,32900,0,0,0,0,0,0,663000,165750,634.97,2420000,578578.0,7915.74,5500000,679796,125.02,4010000,0,0.0,1010000,144092,59.22,0,0,0,,0,0,9140000,2606032,21296.17,66000,0,0.0,,245752,2872.17, Grecia_500000.0_-118898.0_885.01; Centrosud (Italia)_nan_-1229644.0_9152.78; Sicilia (Italia)_nan_-468962.0_3490.69;,
01:00 24-04-2022,303,49,49,5700000,28800,0,0,0,0,0,0,663000,208620,800.64,2420000,556320.0,7608.96,5500000,2434470,446.4,4010000,0,0.0,1010000,168720,66.24,0,0,0,,0,0,9140000,2098170,17147.52,66000,570,8.64,,232560,2718.72, Grecia_500000.0_-119130.0_601.92; Centrosud (Italia)_nan_-1230630.0_6217.92; Sicilia (Italia)_nan_-469110.0_2370.24;,
01:10 24-04-2022,303,49,49,5700000,28800,0,0,0,0,0,0,663000,208620,800.64,2420000,556320.0,7608.96,5500000,2434470,446.4,4010000,0,0.0,1010000,168720,66.24,0,0,0,,0,0,9140000,2098170,17147.52,66000,570,8.64,,232560,2718.72, Grecia_500000.0_-119130.0_601.92; Centrosud (Italia)_nan_-1230630.0_6217.92; Sicilia (Italia)_nan_-469110.0_2370.24;,
01:20 24-04-2022,303,49,49,5700000,28800,0,0,0,0,0,0,663000,208620,800.64,2420000,556320.0,7608.96,5500000,2434470,446.4,4010000,0,0.0,1010000,168720,66.24,0,0,0,,0,0,9140000,2098170,17147.52,66000,570,8.64,,232560,2718.72, Grecia_500000.0_-119130.0_601.92; Centrosud (Italia)_nan_-1230630.0_6217.92; Sicilia (Italia)_nan_-469110.0_2370.24;,
01:30 24-04-2022,303,49,49,5700000,28800,0,0,0,0,0,0,663000,208620,800.64,2420000,556320.0,7608.96,5500000,2434470,446.4,4010000,0,0.0,1010000,168720,66.24,0,0,0,,0,0,9140000,2098170,17147.52,66000,570,8.64,,232560,2718.72, Grecia_500000.0_-119130.0_601.92; Centrosud (Italia)_nan_-1230630.0_6217.92; Sicilia (Italia)_nan_-469110.0_2370.24;,
01:40 24-04-2022,303,49,49,5700000,28800,0,0,0,0,0,0,663000,208620,800.64,2420000,556320.0,7608.96,5500000,2434470,446.4,4010000,0,0.0,1010000,168720,66.24,0,0,0,,0,0,9140000,2098170,17147.52,66000,570,8.64,,232560,2718.72, Grecia_500000.0_-119130.0_601.92; Centrosud (Italia)_nan_-1230630.0_6217.92; Sicilia (Italia)_nan_-469110.0_2370.24;,
01:50 24-04-2022,432,25,25,4420000,31800,0,0,0,0,0,0,663000,168844,645.54,2420000,576810.0,7876.86,5500000,832286,152.64,4010000,0,0.0,1010000,102102,41.34,0,0,0,,0,0,9140000,2535312,20695.44,66000,0,0.0,,204646,2388.18, Grecia_500000.0_-260780.0_1876.2; Centrosud (Italia)_nan_-1429870.0_10287.3; Sicilia (Italia)_nan_-253708.0_1825.32;,
02:00 24-04-2022,295,51,51,5410000,26600,0,0,0,0,0,0,663000,207744,798.0,2420000,541541.0,7410.76,5500000,2414483,444.22,4010000,0,0.0,1010000,152562,61.18,0,0,0,,0,0,9140000,1876729,15350.86,66000,1082,10.64,,216400,2527.0, Grecia_500000.0_-260762.0_1282.12; Centrosud (Italia)_nan_-1430404.0_7033.04; Sicilia (Italia)_nan_-253729.0_1247.54;,
