timestamp,carbon_intensity,low_emissions,renewable_emissions,total_production,total_emissions,nucleare_installed_capacity,nucleare_production,nucleare_emissions,geotermico_installed_capacity,geotermico_production,geotermico_emissions,biomassa_installed_capacity,biomassa_production,biomassa_emissions,carbone_installed_capacity,carbone_production,carbone_emissions,eolico_installed_capacity,eolico_production,eolico_emissions,fotovoltaico_installed_capacity,fotovoltaico_production,fotovoltaico_emissions,idroelettrico_installed_capacity,idroelettrico_production,idroelettrico_emissions,accumuloidro_installed_capacity,accumuloidro_production,accumuloidro_emissions,batterieaccu_installed_capacity,batterieaccu_production,batterieaccu_emissions,gas_installed_capacity,gas_production,gas_emissions,petrolio_installed_capacity,petrolio_production,petrolio_emissions,sconosciuto_installed_capacity,sconosciuto_production,sconosciuto_emissions,exchange_export,exchange_import
19:00 20-04-2022,382,38,38,7670000,48800,0,0,0,0,0,0,663000,192517,741.76,2420000,1105247.0,15108.48,5500000,629707,117.12,4010000,1658254,1244.4,1010000,101244,39.04,0,0,0,,0,0,9140000,2951416,24102.32,66000,0,0.0,,269217,3137.84, Centrosud (Italia)_nan_-4641884.0_29533.76;, Grecia_500000.0_497016.0_2952.4; Sicilia (Italia)_nan_266149.0_1361.52;
19:10 20-04-2022,333,46,45,7310000,40600,0,0,0,0,0,0,663000,214183,820.12,2420000,871352.0,11912.04,5500000,1646212,300.44,4010000,961996,722.68,1010000,157165,64.96,0,0,0,,0,0,9140000,2481014,20263.46,66000,731,8.12,,214183,2500.96, Centrosud (Italia)_nan_-4642581.0_25789.12;, Grecia_500000.0_497080.0_2951.62; Sicilia (Italia)_nan_266084.0_1055.6;
19:20 20-04-2022,333,46,45,7310000,40600,0,0,0,0,0,0,663000,214183,820.12,2420000,871352.0,11912.04,5500000,1646212,300.44,4010000,961996,722.68,1010000,157165,64.96,0,0,0,,0,0,9140000,2481014,20263.46,66000,731,8.12,,214183,2500.96, Centrosud (Italia)_nan_-4642581.0_25789.12;, Grecia_500000.0_497080.0_2951.62; Sicilia (Italia)_nan_266084.0_1055.6;
19:30 20-04-2022,333,46,45,7310000,40600,0,0,0,0,0,0,663000,214183,820.12,2420000,871352.0,11912.04,5500000,1646212,300.44,4010000,961996,722.68,1010000,157165,64.96,0,0,0,,0,0,9140000,2481014,20263.46,66000,731,8.12,,214183,2500.96, Centrosud (Italia)_nan_-4642581.0_25789.12;, Grecia_500000.0_497080.0_2951.62; Sicilia (Italia)_nan_266084.0_1055.6;
19:40 20-04-2022,333,46,45,7310000,40600,0,0,0,0,0,0,663000,214183,820.12,2420000,871352.0,11912.04,5500000,1646212,300.44,4010000,961996,722.68,1010000,157165,64.96,0,0,0,,0,0,9140000,2481014,20263.46,66000,731,8.12,,214183,2500.96, Centrosud (Italia)_nan_-4642581.0_25789.12;, Grecia_500000.0_497080.0_2951.62; Sicilia (Italia)_nan_266084.0_1055.6;
19:50 20-04-2022,396,35,35,7270000,48000,0,0,0,0,0,0,663000,191928,734.4,2420000,1104313.0,15091.2,5500000,891302,163.2,4010000,1005441,753.6,1010000,247907,100.8,0,0,0,,0,0,9140000,3100655,25315.2,66000,0,0.0,,270444,3148.8, Centrosud (Italia)_nan_-4148989.0_27393.6;, Grecia_500000.0_420206.0_2496.0; Sicilia (Italia)_nan_37077.0_192.0;
20:00 20-04-2022,396,35,35,7270000,48000,0,0,0,0,0,0,663000,191928,734.4,2420000,1104313.0,15091.2,5500000,891302,163.2,4010000,1005441,753.6,1010000,247907,100.8,0,0,0,,0,0,9140000,3100655,25315.2,66000,0,0.0,,270444,3148.8, Centrosud (Italia)_nan_-4148989.0_27393.6;, Grecia_500000.0_420206.0_2496.0; Sicilia (Italia)_nan_37077.0_192.0;
20:10 20-04-2022,384,36,36,6820000,43700,0,0,0,0,0,0,663000,216194,830.3,2420000,936386.0,12812.84,5500000,1559734,284.05,4010000,293942,222.87,1010000,179366,69.92,0,0,0,,0,0,9140000,2940102,24035.0,66000,682,8.74,,236654,2766.21, Centrosud (Italia)_nan_-4147242.0_26573.97;, Grecia_500000.0_420112.0_2499.64; Sicilia (Italia)_nan_36828.0_170.43;
20:20 20-04-2022,384,36,36,6820000,43700,0,0,0,0,0,0,663000,216194,830.3,2420000,936386.0,12812.84,5500000,1559734,284.05,4010000,293942,222.87,1010000,179366,69.92,0,0,0,,0,0,9140000,2940102,24035.0,66000,682,8.74,,236654,2766.21, Centrosud (Italia)_nan_-4147242.0_26573.97;, Grecia_500000.0_420112.0_2499.64; Sicilia (Italia)_nan_36828.0_170.43;
20:30 20-04-2022,384,36,36,6820000,43700,0,0,0,0,0,0,663000,216194,830.3,2420000,936386.0,12812.84,5500000,1559734,284.05,4010000,293942,222.87,1010000,179366,69.92,0,0,0,,0,0,9140000,2940102,24035.0,66000,682,8.74,,236654,2766.21, Centrosud (Italia)_nan_-4147242.0_26573.97;, Grecia_500000.0_420112.0_2499.64; Sicilia (Italia)_nan_36828.0_170.43;
20:40 20-04-2022,384,36,36,6820000,43700,0,0,0,0,0,0,663000,216194,830.3,2420000,936386.0,12812.84,5500000,1559734,284.05,4010000,293942,222.87,1010000,179366,69.92,0,0,0,,0,0,9140000,2940102,24035.0,66000,682,8.74,,236654,2766.21, Centrosud (Italia)_nan_-4147242.0_26573.97;, Grecia_500000.0_420112.0_2499.64; Sicilia (Italia)_nan_36828.0_170.43;
20:50 20-04-2022,384,36,36,6820000,43700,0,0,0,0,0,0,663000,216194,830.3,2420000,936386.0,12812.84,5500000,1559734,284.05,4010000,293942,222.87,1010000,179366,69.92,0,0,0,,0,0,9140000,2940102,24035.0,66000,682,8.74,,236654,2766.21, Centrosud (Italia)_nan_-4147242.0_26573.97;, Grecia_500000.0_420112.0_2499.64; Sicilia (Italia)_nan_36828.0_170.43;
21:00 20-04-2022,436,27,27,6550000,47600,0,0,0,0,0,0,663000,193880,742.56,2420000,1103020.0,15079.68,5500000,859360,157.08,4010000,346495,261.8,1010000,201740,80.92,0,0,0,,0,0,9140000,3120420,25480.28,66000,0,0.0,,284925,3322.48, Centrosud (Italia)_nan_-3519970.0_25580.24;, Grecia_500000.0_187985.0_1118.6; Sicilia (Italia)_nan_251520.0_1356.6;
21:10 20-04-2022,400,32,32,6920000,46100,0,0,0,0,0,0,663000,220056,843.63,2420000,973644.0,13295.24,5500000,1500256,276.6,4010000,12456,9.22,1010000,316244,124.47,0,0,0,,0,0,9140000,3194272,26074.16,66000,692,9.22,,260884,3047.21, Centrosud (Italia)_nan_-3521588.0_23460.29;, Grecia_500000.0_188224.0_1115.62; Sicilia (Italia)_nan_251888.0_1300.02;
21:20 20-04-2022,400,32,32,6920000,46100,0,0,0,0,0,0,663000,220056,843.63,2420000,973644.0,13295.24,5500000,1500256,276.6,4010000,12456,9.22,1010000,316244,124.47,0,0,0,,0,0,9140000,3194272,26074.16,66000,692,9.22,,260884,3047.21, Centrosud (Italia)_nan_-3521588.0_23460.29;, Grecia_500000.0_188224.0_1115.62; Sicilia (Italia)_nan_251888.0_1300.02;
21:30 20-04-2022,400,32,32,6920000,46100,0,0,0,0,0,0,663000,220056,843.63,2420000,973644.0,13295.24,5500000,1500256,276.6,4010000,12456,9.22,1010000,316244,124.47,0,0,0,,0,0,9140000,3194272,26074.16,66000,692,9.22,,260884,3047.21, Centrosud (Italia)_nan_-3521588.0_23460.29;, Grecia_500000.0_188224.0_1115.62; Sicilia (Italia)_nan_251888.0_1300.02;
21:40 20-04-2022,400,32,32,6920000,46100,0,0,0,0,0,0,663000,220056,843.63,2420000,973644.0,13295.24,5500000,1500256,276.6,4010000,12456,9.22,1010000,316244,124.47,0,0,0,,0,0,9140000,3194272,26074.16,66000,692,9.22,,260884,3047.21, Centrosud (Italia)_nan_-3521588.0_23460.29;, Grecia_500000.0_188224.0_1115.62; Sicilia (Italia)_nan_251888.0_1300.02;
21:50 20-04-2022,464,22,22,5850000,45200,0,0,0,0,0,0,663000,191880,736.76,2420000,1029015.0,14066.24,5500000,809640,149.16,4010000,21060,13.56,1010000,181935,72.32,0,0,0,,0,0,9140000,3139110,25628.4,66000,0,0.0,,305955,3566.28, Grecia_500000.0_-94770.0_732.24; Centrosud (Italia)_nan_-2590965.0_20019.08;, Sicilia (Italia)_nan_171990.0_962.76;
22:00 20-04-2022,464,22,22,5850000,45200,0,0,0,0,0,0,663000,191880,736.76,2420000,1029015.0,14066.24,5500000,809640,149.16,4010000,21060,13.56,1010000,181935,72.32,0,0,0,,0,0,9140000,3139110,25628.4,66000,0,0.0,,305955,3566.28, Grecia_500000.0_-94770.0_732.24; Centrosud (Italia)_nan_-2590965.0_20019.08;, Sicilia (Italia)_nan_171990.0_962.76;
22:10 20-04-2022,405,31,31,6810000,46000,0,0,0,0,0,0,663000,222006,851.0,2420000,981321.0,13399.8,5500000,1468236,266.8,4010000,0,0.0,1010000,355482,142.6,0,0,0,,0,0,9140000,3341667,27278.0,66000,681,9.2,,268314,3132.6, Grecia_500000.0_-94659.0_639.4; Centrosud (Italia)_nan_-2592567.0_17512.2;, Sicilia (Italia)_nan_172293.0_920.0;
22:20 20-04-2022,405,31,31,6810000,46000,0,0,0,0,0,0,663000,222006,851.0,2420000,981321.0,13399.8,5500000,1468236,266.8,4010000,0,0.0,1010000,355482,142.6,0,0,0,,0,0,9140000,3341667,27278.0,66000,681,9.2,,268314,3132.6, Grecia_500000.0_-94659.0_639.4; Centrosud (Italia)_nan_-2592567.0_17512.2;, Sicilia (Italia)_nan_172293.0_920.0;
22:30 20-04-2022,405,31,31,6810000,46000,0,0,0,0,0,0,663000,222006,851.0,2420000,981321.0,13399.8,5500000,1468236,266.8,4010000,0,0.0,1010000,355482,142.6,0,0,0,,0,0,9140000,3341667,27278.0,66000,681,9.2,,268314,3132.6, Grecia_500000.0_-94659.0_639.4; Centrosud (Italia)_nan_-2592567.0_17512.2;, Sicilia (Italia)_nan_172293.0_920.0;
22:40 20-04-2022,405,31,31,6810000,46000,0,0,0,0,0,0,663000,222006,851.0,2420000,981321.0,13399.8,5500000,1468236,266.8,4010000,0,0.0,1010000,355482,142.6,0,0,0,,0,0,9140000,3341667,27278.0,66000,681,9.2,,268314,3132.6, Grecia_500000.0_-94659.0_639.4; Centrosud (Italia)_nan_-2592567.0_17512.2;, Sicilia (Italia)_nan_172293.0_920.0;
22:50 20-04-2022,455,24,24,6100000,46200,0,0,0,0,0,0,663000,200080,766.92,2420000,1099830.0,15024.24,5500000,893650,161.7,4010000,0,0.0,1010000,313540,124.74,0,0,0,,0,0,9140000,3193350,26070.66,66000,0,0.0,,299510,3488.1, Grecia_500000.0_-54290.0_411.18; Centrosud (Italia)_nan_-2605310.0_19732.02;, Sicilia (Italia)_nan_100040.0_559.02;
23:00 20-04-2022,455,24,24,6100000,46200,0,0,0,0,0,0,663000,200080,766.92,2420000,1099830.0,15024.24,5500000,893650,161.7,4010000,0,0.0,1010000,313540,124.74,0,0,0,,0,0,9140000,3193350,26070.66,66000,0,0.0,,299510,3488.1, Grecia_500000.0_-54290.0_411.18; Centrosud (Italia)_nan_-2605310.0_19732.02;, Sicilia (Italia)_nan_100040.0_559.02;
23:10 20-04-2022,417,29,29,6530000,45400,0,0,0,0,0,0,663000,222673,853.52,2420000,985377.0,13474.72,5500000,1448354,267.86,4010000,0,0.0,1010000,188717,77.18,0,0,0,,0,0,9140000,3325729,27176.44,66000,653,9.08,,259241,3023.64, Grecia_500000.0_-54199.0_376.82; Centrosud (Italia)_nan_-2602858.0_18096.44;, Sicilia (Italia)_nan_99909.0_522.1;
23:20 20-04-2022,417,29,29,6530000,45400,0,0,0,0,0,0,663000,222673,853.52,2420000,985377.0,13474.72,5500000,1448354,267.86,4010000,0,0.0,1010000,188717,77.18,0,0,0,,0,0,9140000,3325729,27176.44,66000,653,9.08,,259241,3023.64, Grecia_500000.0_-54199.0_376.82; Centrosud (Italia)_nan_-2602858.0_18096.44;, Sicilia (Italia)_nan_99909.0_522.1;
23:30 20-04-2022,417,29,29,6530000,45400,0,0,0,0,0,0,663000,222673,853.52,2420000,985377.0,13474.72,5500000,1448354,267.86,4010000,0,0.0,1010000,188717,77.18,0,0,0,,0,0,9140000,3325729,27176.44,66000,653,9.08,,259241,3023.64, Grecia_500000.0_-54199.0_376.82; Centrosud (Italia)_nan_-2602858.0_18096.44;, Sicilia (Italia)_nan_99909.0_522.1;
23:40 20-04-2022,417,29,29,6530000,45400,0,0,0,0,0,0,663000,222673,853.52,2420000,985377.0,13474.72,5500000,1448354,267.86,4010000,0,0.0,1010000,188717,77.18,0,0,0,,0,0,9140000,3325729,27176.44,66000,653,9.08,,259241,3023.64, Grecia_500000.0_-54199.0_376.82; Centrosud (Italia)_nan_-2602858.0_18096.44;, Sicilia (Italia)_nan_99909.0_522.1;
23:50 20-04-2022,472,21,21,5740000,45100,0,0,0,0,0,0,663000,194012,744.15,2420000,1103228.0,15063.4,5500000,817950,148.83,4010000,0,0.0,1010000,184828,72.16,0,0,0,,0,0,9140000,3152408,25725.04,66000,0,0.0,,287000,3346.42, Grecia_500000.0_-303072.0_2381.28; Centrosud (Italia)_nan_-2174312.0_17083.88; Sicilia (Italia)_nan_-24108.0_189.42;,
00:00 21-04-2022,472,21,21,5740000,45100,0,0,0,0,0,0,663000,194012,744.15,2420000,1103228.0,15063.4,5500000,817950,148.83,4010000,0,0.0,1010000,184828,72.16,0,0,0,,0,0,9140000,3152408,25725.04,66000,0,0.0,,287000,3346.42, Grecia_500000.0_-303072.0_2381.28; Centrosud (Italia)_nan_-2174312.0_17083.88; Sicilia (Italia)_nan_-24108.0_189.42;,
00:10 21-04-2022,420,29,29,6210000,43400,0,0,0,0,0,0,663000,221697,850.64,2420000,978075.0,13354.18,5500000,1425195,260.4,4010000,0,0.0,1010000,154629,60.76,0,0,0,,0,0,9140000,3178899,25944.52,66000,621,8.68,,250884,2920.82, Grecia_500000.0_-303048.0_2117.92; Centrosud (Italia)_nan_-2174121.0_15194.34; Sicilia (Italia)_nan_-24219.0_169.26;,
00:20 21-04-2022,420,29,29,6210000,43400,0,0,0,0,0,0,663000,221697,850.64,2420000,978075.0,13354.18,5500000,1425195,260.4,4010000,0,0.0,1010000,154629,60.76,0,0,0,,0,0,9140000,3178899,25944.52,66000,621,8.68,,250884,2920.82, Grecia_500000.0_-303048.0_2117.92; Centrosud (Italia)_nan_-2174121.0_15194.34; Sicilia (Italia)_nan_-24219.0_169.26;,
00:30 21-04-2022,420,29,29,6210000,43400,0,0,0,0,0,0,663000,221697,850.64,2420000,978075.0,13354.18,5500000,1425195,260.4,4010000,0,0.0,1010000,154629,60.76,0,0,0,,0,0,9140000,3178899,25944.52,66000,621,8.68,,250884,2920.82, Grecia_500000.0_-303048.0_2117.92; Centrosud (Italia)_nan_-2174121.0_15194.34; Sicilia (Italia)_nan_-24219.0_169.26;,
00:40 21-04-2022,420,29,29,6210000,43400,0,0,0,0,0,0,663000,221697,850.64,2420000,978075.0,13354.18,5500000,1425195,260.4,4010000,0,0.0,1010000,154629,60.76,0,0,0,,0,0,9140000,3178899,25944.52,66000,621,8.68,,250884,2920.82, Grecia_500000.0_-303048.0_2117.92; Centrosud (Italia)_nan_-2174121.0_15194.34; Sicilia (Italia)_nan_-24219.0_169.26;,
00:50 21-04-2022,420,29,29,6210000,43400,0,0,0,0,0,0,663000,221697,850.64,2420000,978075.0,13354.18,5500000,1425195,260.4,4010000,0,0.0,1010000,154629,60.76,0,0,0,,0,0,9140000,3178899,25944.52,66000,621,8.68,,250884,2920.82, Grecia_500000.0_-303048.0_2117.92; Centrosud (Italia)_nan_-2174121.0_15194.34; Sicilia (Italia)_nan_-24219.0_169.26;,
01:00 21-04-2022,478,19,19,5570000,44400,0,0,0,0,0,0,663000,194950,745.92,2420000,1071668.0,14656.44,5500000,750836,137.64,4010000,0,0.0,1010000,138693,57.72,0,0,0,,0,0,9140000,3159304,25827.48,66000,0,0.0,,255106,2974.8, Grecia_500000.0_-369848.0_2948.16; Centrosud (Italia)_nan_-1833087.0_14612.04; Sicilia (Italia)_nan_-470665.0_3751.8;,
01:10 21-04-2022,413,31,31,5770000,39700,0,0,0,0,0,0,663000,215221,825.76,2420000,968206.0,13235.98,5500000,1427498,262.02,4010000,0,0.0,1010000,160983,63.52,0,0,0,,0,0,9140000,2761522,22557.54,66000,577,7.94,,235416,2743.27, Grecia_500000.0_-370434.0_2548.74; Centrosud (Italia)_nan_-1835437.0_12628.57; Sicilia (Italia)_nan_-471409.0_3243.49;,
01:20 21-04-2022,413,31,31,5770000,39700,0,0,0,0,0,0,663000,215221,825.76,2420000,968206.0,13235.98,5500000,1427498,262.02,4010000,0,0.0,1010000,160983,63.52,0,0,0,,0,0,9140000,2761522,22557.54,66000,577,7.94,,235416,2743.27, Grecia_500000.0_-370434.0_2548.74; Centrosud (Italia)_nan_-1835437.0_12628.57; Sicilia (Italia)_nan_-471409.0_3243.49;,
01:30 21-04-2022,413,31,31,5770000,39700,0,0,0,0,0,0,663000,215221,825.76,2420000,968206.0,13235.98,5500000,1427498,262.02,4010000,0,0.0,1010000,160983,63.52,0,0,0,,0,0,9140000,2761522,22557.54,66000,577,7.94,,235416,2743.27, Grecia_500000.0_-370434.0_2548.74; Centrosud (Italia)_nan_-1835437.0_12628.57; Sicilia (Italia)_nan_-471409.0_3243.49;,
01:40 21-04-2022,413,31,31,5770000,39700,0,0,0,0,0,0,663000,215221,825.76,2420000,968206.0,13235.98,5500000,1427498,262.02,4010000,0,0.0,1010000,160983,63.52,0,0,0,,0,0,9140000,2761522,22557.54,66000,577,7.94,,235416,2743.27, Grecia_500000.0_-370434.0_2548.74; Centrosud (Italia)_nan_-1835437.0_12628.57; Sicilia (Italia)_nan_-471409.0_3243.49;,
01:50 21-04-2022,477,21,21,5120000,40700,0,0,0,0,0,0,663000,194048,744.81,2420000,1055232.0,14415.94,5500000,712704,130.24,4010000,0,0.0,1010000,145920,56.98,0,0,0,,0,0,9140000,2793984,22808.28,66000,0,0.0,,218112,2543.75, Grecia_500000.0_-446464.0_3549.04; Centrosud (Italia)_nan_-1797632.0_14289.77; Sicilia (Italia)_nan_-177152.0_1408.22;,
02:00 21-04-2022,477,21,21,5120000,40700,0,0,0,0,0,0,663000,194048,744.81,2420000,1055232.0,14415.94,5500000,712704,130.24,4010000,0,0.0,1010000,145920,56.98,0,0,0,,0,0,9140000,2793984,22808.28,66000,0,0.0,,218112,2543.75, Grecia_500000.0_-446464.0_3549.04; Centrosud (Italia)_nan_-1797632.0_14289.77; Sicilia (Italia)_nan_-177152.0_1408.22;,
02:10 21-04-2022,401,34,34,5110000,34100,0,0,0,0,0,0,663000,213087,818.4,2420000,869211.0,11870.21,5500000,1405761,259.16,4010000,0,0.0,1010000,126217,51.15,0,0,0,,0,0,9140000,2282637,18622.01,66000,1022,10.23,,212065,2472.25, Grecia_500000.0_-446103.0_2976.93; Centrosud (Italia)_nan_-1796676.0_11989.56; Sicilia (Italia)_nan_-177317.0_1183.27;,
02:20 21-04-2022,401,34,34,5110000,34100,0,0,0,0,0,0,663000,213087,818.4,2420000,869211.0,11870.21,5500000,1405761,259.16,4010000,0,0.0,1010000,126217,51.15,0,0,0,,0,0,9140000,2282637,18622.01,66000,1022,10.23,,212065,2472.25, Grecia_500000.0_-446103.0_2976.93; Centrosud (Italia)_nan_-1796676.0_11989.56; Sicilia (Italia)_nan_-177317.0_1183.27;,
02:30 21-04-2022,401,34,34,5110000,34100,0,0,0,0,0,0,663000,213087,818.4,2420000,869211.0,11870.21,5500000,1405761,259.16,4010000,0,0.0,1010000,126217,51.15,0,0,0,,0,0,9140000,2282637,18622.01,66000,1022,10.23,,212065,2472.25, Grecia_500000.0_-446103.0_2976.93; Centrosud (Italia)_nan_-1796676.0_11989.56; Sicilia (Italia)_nan_-177317.0_1183.27;,
02:40 21-04-2022,401,34,34,5110000,34100,0,0,0,0,0,0,663000,213087,818.4,2420000,869211.0,11870.21,5500000,1405761,259.16,4010000,0,0.0,1010000,126217,51.15,0,0,0,,0,0,9140000,2282637,18622.01,66000,1022,10.23,,212065,2472.25, Grecia_500000.0_-446103.0_2976.93; Centrosud (Italia)_nan_-1796676.0_11989.56; Sicilia (Italia)_nan_-177317.0_1183.27;,
02:50 21-04-2022,489,23,23,4010000,32700,0,0,0,0,0,0,663000,193683,742.29,2420000,1058239.0,14469.75,5500000,589470,107.91,4010000,0,0.0,1010000,129924,52.32,0,0,0,,0,0,9140000,1847808,15097.59,66000,0,0.0,,190876,2226.87, Grecia_500000.0_-270675.0_2207.25; Centrosud (Italia)_nan_-1407109.0_11474.43; Sicilia (Italia)_nan_-10025.0_81.75;,
03:00 21-04-2022,489,23,23,4010000,32700,0,0,0,0,0,0,663000,193683,742.29,2420000,1058239.0,14469.75,5500000,589470,107.91,4010000,0,0.0,1010000,129924,52.32,0,0,0,,0,0,9140000,1847808,15097.59,66000,0,0.0,,190876,2226.87, Grecia_500000.0_-270675.0_2207.25; Centrosud (Italia)_nan_-1407109.0_11474.43; Sicilia (Italia)_nan_-10025.0_81.75;,
03:10 21-04-2022,390,37,37,4680000,30500,0,0,0,0,0,0,663000,212004,814.35,2420000,833040.0,11410.05,5500000,1423188,262.3,4010000,0,0.0,1010000,100620,39.65,0,0,0,,0,0,9140000,1913652,15664.8,66000,936,9.15,,196560,2299.7, Grecia_500000.0_-270972.0_1765.95; Centrosud (Italia)_nan_-1406808.0_9168.3; Sicilia (Italia)_nan_-9828.0_64.05;,
03:20 21-04-2022,390,37,37,4680000,30500,0,0,0,0,0,0,663000,212004,814.35,2420000,833040.0,11410.05,5500000,1423188,262.3,4010000,0,0.0,1010000,100620,39.65,0,0,0,,0,0,9140000,1913652,15664.8,66000,936,9.15,,196560,2299.7, Grecia_500000.0_-270972.0_1765.95; Centrosud (Italia)_nan_-1406808.0_9168.3; Sicilia (Italia)_nan_-9828.0_64.05;,
03:30 21-04-2022,390,37,37,4680000,30500,0,0,0,0,0,0,663000,212004,814.35,2420000,833040.0,11410.05,5500000,1423188,262.3,4010000,0,0.0,1010000,100620,39.65,0,0,0,,0,0,9140000,1913652,15664.8,66000,936,9.15,,196560,2299.7, Grecia_500000.0_-270972.0_1765.95; Centrosud (Italia)_nan_-1406808.0_9168.3; Sicilia (Italia)_nan_-9828.0_64.05;,
03:40 21-04-2022,390,37,37,4680000,30500,0,0,0,0,0,0,663000,212004,814.35,2420000,833040.0,11410.05,5500000,1423188,262.3,4010000,0,0.0,1010000,100620,39.65,0,0,0,,0,0,9140000,1913652,15664.8,66000,936,9.15,,196560,2299.7, Grecia_500000.0_-270972.0_1765.95; Centrosud (Italia)_nan_-1406808.0_9168.3; Sicilia (Italia)_nan_-9828.0_64.05;,
03:50 21-04-2022,390,37,37,4680000,30500,0,0,0,0,0,0,663000,212004,814.35,2420000,833040.0,11410.05,5500000,1423188,262.3,4010000,0,0.0,1010000,100620,39.65,0,0,0,,0,0,9140000,1913652,15664.8,66000,936,9.15,,196560,2299.7, Grecia_500000.0_-270972.0_1765.95; Centrosud (Italia)_nan_-1406808.0_9168.3; Sicilia (Italia)_nan_-9828.0_64.05;,
04:00 21-04-2022,390,37,37,4680000,30500,0,0,0,0,0,0,663000,212004,814.35,2420000,833040.0,11410.05,5500000,1423188,262.3,4010000,0,0.0,1010000,100620,39.65,0,0,0,,0,0,9140000,1913652,15664.8,66000,936,9.15,,196560,2299.7, Grecia_500000.0_-270972.0_1765.95; Centrosud (Italia)_nan_-1406808.0_9168.3; Sicilia (Italia)_nan_-9828.0_64.05;,
04:10 21-04-2022,374,38,38,4850000,30200,0,0,0,0,0,0,663000,213885,818.42,2420000,721680.0,9857.28,5500000,1470035,268.78,4010000,0,0.0,1010000,91665,36.24,0,0,0,,0,0,9140000,1974920,16123.78,66000,970,9.06,,198850,2319.36, Grecia_500000.0_-255110.0_1588.52; Centrosud (Italia)_nan_-1362850.0_8486.2;, Sicilia (Italia)_nan_177995.0_764.06;
04:20 21-04-2022,374,38,38,4850000,30200,0,0,0,0,0,0,663000,213885,818.42,2420000,721680.0,9857.28,5500000,1470035,268.78,4010000,0,0.0,1010000,91665,36.24,0,0,0,,0,0,9140000,1974920,16123.78,66000,970,9.06,,198850,2319.36, Grecia_500000.0_-255110.0_1588.52; Centrosud (Italia)_nan_-1362850.0_8486.2;, Sicilia (Italia)_nan_177995.0_764.06;
04:30 21-04-2022,374,38,38,4850000,30200,0,0,0,0,0,0,663000,213885,818.42,2420000,721680.0,9857.28,5500000,1470035,268.78,4010000,0,0.0,1010000,91665,36.24,0,0,0,,0,0,9140000,1974920,16123.78,66000,970,9.06,,198850,2319.36, Grecia_500000.0_-255110.0_1588.52; Centrosud (Italia)_nan_-1362850.0_8486.2;, Sicilia (Italia)_nan_177995.0_764.06;
04:40 21-04-2022,374,38,38,4850000,30200,0,0,0,0,0,0,663000,213885,818.42,2420000,721680.0,9857.28,5500000,1470035,268.78,4010000,0,0.0,1010000,91665,36.24,0,0,0,,0,0,9140000,1974920,16123.78,66000,970,9.06,,198850,2319.36, Grecia_500000.0_-255110.0_1588.52; Centrosud (Italia)_nan_-1362850.0_8486.2;, Sicilia (Italia)_nan_177995.0_764.06;
04:50 21-04-2022,488,22,22,3650000,29600,0,0,0,0,0,0,663000,194180,742.96,2420000,920165.0,12541.52,5500000,516475,94.72,4010000,0,0.0,1010000,106945,41.44,0,0,0,,0,0,9140000,1738860,14163.6,66000,0,0.0,,173010,2015.76, Grecia_500000.0_-292365.0_2370.96; Centrosud (Italia)_nan_-1065070.0_8637.28; Sicilia (Italia)_nan_-162060.0_1314.24;,
05:00 21-04-2022,488,22,22,3650000,29600,0,0,0,0,0,0,663000,194180,742.96,2420000,920165.0,12541.52,5500000,516475,94.72,4010000,0,0.0,1010000,106945,41.44,0,0,0,,0,0,9140000,1738860,14163.6,66000,0,0.0,,173010,2015.76, Grecia_500000.0_-292365.0_2370.96; Centrosud (Italia)_nan_-1065070.0_8637.28; Sicilia (Italia)_nan_-162060.0_1314.24;,
05:10 21-04-2022,377,38,38,4690000,29500,0,0,0,0,0,0,663000,213864,820.1,2420000,723667.0,9888.4,5500000,1474067,271.4,4010000,0,0.0,1010000,99428,38.35,0,0,0,,0,0,9140000,1981056,16174.85,66000,938,8.85,,196980,2298.05, Grecia_500000.0_-291718.0_1834.9; Centrosud (Italia)_nan_-1063223.0_6687.65; Sicilia (Italia)_nan_-161805.0_1017.75;,
05:20 21-04-2022,377,38,38,4690000,29500,0,0,0,0,0,0,663000,213864,820.1,2420000,723667.0,9888.4,5500000,1474067,271.4,4010000,0,0.0,1010000,99428,38.35,0,0,0,,0,0,9140000,1981056,16174.85,66000,938,8.85,,196980,2298.05, Grecia_500000.0_-291718.0_1834.9; Centrosud (Italia)_nan_-1063223.0_6687.65; Sicilia (Italia)_nan_-161805.0_1017.75;,
05:30 21-04-2022,377,38,38,4690000,29500,0,0,0,0,0,0,663000,213864,820.1,2420000,723667.0,9888.4,5500000,1474067,271.4,4010000,0,0.0,1010000,99428,38.35,0,0,0,,0,0,9140000,1981056,16174.85,66000,938,8.85,,196980,2298.05, Grecia_500000.0_-291718.0_1834.9; Centrosud (Italia)_nan_-1063223.0_6687.65; Sicilia (Italia)_nan_-161805.0_1017.75;,
05:40 21-04-2022,377,38,38,4690000,29500,0,0,0,0,0,0,663000,213864,820.1,2420000,723667.0,9888.4,5500000,1474067,271.4,4010000,0,0.0,1010000,99428,38.35,0,0,0,,0,0,9140000,1981056,16174.85,66000,938,8.85,,196980,2298.05, Grecia_500000.0_-291718.0_1834.9; Centrosud (Italia)_nan_-1063223.0_6687.65; Sicilia (Italia)_nan_-161805.0_1017.75;,
